aircraft_type,distance_km,passengers,fuel_kg,load_factor_pct,engine_type,co2_kg
B737,4690,372,8677,53,Trent1000,26383
B777,4320,399,32179,60,PW1100,102037
B787,5784,131,55773,88,GE90,176246
B787,2783,110,35628,85,PW1100,113172
A320,1314,182,36988,66,PW1100,116815
A380,5854,252,77251,94,Trent1000,243749
B777,12350,177,61550,87,PW1100,194743
A380,6800,475,7338,51,GE90,23901
A320,13009,145,56987,64,Trent1000,180417
A320,11776,342,30720,71,Trent1000,96717
B787,4429,325,70614,98,GE90,223300
A320,13983,257,75162,88,PW1100,237898
B787,13251,183,55791,79,CFM56,176390
A320,6274,148,42838,50,GE90,136012
A350,3359,444,12707,60,CFM56,39893
B737,721,177,15272,86,Trent1000,48538
A320,3378,137,20488,59,GE90,65125
B787,4922,139,71303,89,GE90,224837
B737,4085,344,71389,52,CFM56,225205
A350,9860,153,52071,55,CFM56,164576
B737,10440,422,22714,54,PW1100,71350
B777,2116,357,42809,50,GE90,135251
B787,9277,162,74818,66,Trent1000,234839
B737,10074,119,24957,86,PW1100,78618
B777,13934,341,48735,55,CFM56,154366
A320,9628,234,38336,65,CFM56,120837
A320,5799,488,71745,54,Trent1000,227234
B737,775,155,69087,83,Trent1000,218063
B777,8673,397,68936,65,GE90,217708
B737,8799,431,78176,68,PW1100,247359
B737,9662,109,12004,94,GE90,38483
A350,9211,497,11138,89,CFM56,35178
B787,4241,248,69710,64,CFM56,220848
A320,4145,156,38741,88,GE90,122224
B737,9143,149,13636,58,GE90,43091
A320,5637,166,77983,60,CFM56,245722
A320,7213,180,42380,91,CFM56,133208
A320,8369,289,79008,96,PW1100,250044
B737,1815,255,8140,89,CFM56,26347
B737,11827,225,73266,52,Trent1000,231322
A350,2077,122,43161,77,CFM56,136489
A320,13341,144,59596,84,CFM56,188702
B737,3807,416,42488,64,GE90,133060
A320,3759,429,56070,67,PW1100,177035
B777,1503,251,45183,76,Trent1000,143636
B737,10930,468,70477,74,GE90,222272
A350,5384,132,65170,77,Trent1000,206449
A380,3720,180,22652,95,CFM56,71759
A350,10758,283,7332,88,GE90,23418
B777,1377,168,50376,56,GE90,158328
B777,7090,482,8689,85,Trent1000,27403
A350,3009,482,76008,54,PW1100,241042
B777,5262,276,75621,64,PW1100,238945
A320,10826,382,17349,98,CFM56,55572
B787,10742,160,39744,98,GE90,126356
A350,13665,124,59867,62,Trent1000,189058
B787,9445,170,60081,76,CFM56,189720
B787,7999,410,60803,73,GE90,192751
B777,7662,132,31689,86,Trent1000,100283
B787,10292,152,16238,79,Trent1000,52012
A380,669,293,22523,56,CFM56,71563
A320,13013,164,30492,81,GE90,96780
B777,5482,174,39698,50,Trent1000,125495
A350,6599,354,12822,82,Trent1000,40588
A380,3753,367,55579,91,Trent1000,175348
B777,3371,169,60955,65,GE90,192801
B737,3298,210,50749,76,GE90,160254
A320,10285,223,30782,98,CFM56,96640
A380,3403,477,61392,85,GE90,193602
A350,13160,373,37727,63,CFM56,119755
A320,1801,174,37411,81,CFM56,118390
A320,8333,252,17260,70,GE90,54283
A320,6308,122,29318,93,CFM56,92807
B737,9627,453,71609,74,CFM56,227048
A380,1779,491,25287,52,PW1100,80322
B777,3328,274,11630,92,Trent1000,36303
B737,6266,431,74521,50,CFM56,235742
B787,3453,491,25002,61,Trent1000,78994
B787,8031,141,45563,62,CFM56,143752
A320,10089,374,55508,64,PW1100,174669
B737,659,92,30113,52,CFM56,95434
A320,13792,215,66532,79,PW1100,210584
A380,12522,171,57492,56,Trent1000,181723
B777,7328,357,74017,82,CFM56,234035
A350,544,475,24327,58,Trent1000,77359
B787,1157,305,12875,56,CFM56,40968
B737,3801,126,50464,78,PW1100,158261
B737,3471,156,30269,91,CFM56,96523
B737,11940,217,47245,56,PW1100,149341
B787,10242,369,33075,51,PW1100,104549
B777,4312,262,20861,75,Trent1000,66158
B787,2355,303,69782,60,Trent1000,220321
B787,12948,126,78906,58,CFM56,249408
A350,4725,78,29376,94,Trent1000,93452
A350,4230,450,41082,88,GE90,129887
A320,608,94,57446,75,CFM56,180852
A350,9466,259,52327,72,Trent1000,165091
B777,11089,473,60324,76,PW1100,190295
B787,8561,225,71378,52,Trent1000,225471
B787,6054,448,5065,76,Trent1000,16762
B777,1095,155,25948,62,GE90,82333
A350,3179,486,16198,66,CFM56,50982
A350,6678,95,17497,72,PW1100,54998
B787,3113,443,29225,91,Trent1000,91557
A320,1693,66,7721,55,Trent1000,24079
B787,6505,279,7624,71,CFM56,23987
A320,9875,219,30352,75,CFM56,96760
A320,4296,314,65650,76,PW1100,207292
A380,12530,473,55092,54,Trent1000,173702
B787,11438,499,63241,80,Trent1000,199048
A380,1602,250,19239,87,CFM56,60578
B737,13950,324,42513,99,PW1100,133912
B737,3306,156,54841,85,GE90,173168
A320,7833,431,20249,71,CFM56,63796
A320,10952,435,75476,90,Trent1000,238231
A320,12094,68,44074,60,Trent1000,139690
A380,4965,457,76667,81,CFM56,242657
B787,8111,424,39877,80,Trent1000,126878
A320,4521,427,5114,52,CFM56,16470
A320,10138,85,64557,53,Trent1000,203805
B787,6694,50,52579,74,Trent1000,166713
B787,7318,472,27103,73,CFM56,84882
A350,6739,268,29800,69,CFM56,95338
B777,4746,96,18068,84,GE90,56135
A350,6933,115,6690,67,PW1100,20521
B737,8849,168,36336,60,Trent1000,114119
A350,5571,424,73227,83,Trent1000,231668
A380,11592,237,68299,68,GE90,216686
B777,13054,98,19601,71,Trent1000,62895
B737,6748,438,34935,98,Trent1000,110483
B777,6949,431,22473,94,CFM56,71378
B737,12651,136,28666,80,PW1100,90911
A350,2077,368,47911,52,Trent1000,151036
A350,5901,378,74702,83,CFM56,236714
A380,8079,425,45545,97,Trent1000,143980
B787,12673,198,8518,81,GE90,26240
A380,11771,291,13242,57,CFM56,41478
A320,10734,398,22139,78,Trent1000,70385
B777,13273,456,29886,80,Trent1000,94768
A320,4617,335,38310,73,Trent1000,121101
A380,603,342,57498,82,Trent1000,181257
A380,11890,101,58255,58,GE90,183989
A320,9486,78,48957,94,Trent1000,154296
B737,10590,181,15141,57,PW1100,48031
A350,6883,80,13276,59,CFM56,42332
A320,10071,282,8872,64,GE90,27797
B787,8502,464,75158,92,PW1100,236774
B777,10902,222,43831,71,PW1100,137862
A380,1034,187,77681,82,PW1100,245837
B737,12665,102,64911,54,Trent1000,204684
B777,1784,197,19343,68,PW1100,61700
A350,5517,160,50767,74,GE90,160031
A380,3574,497,61124,72,Trent1000,192335
A320,8554,322,17320,99,GE90,55027
B777,8226,149,40928,88,GE90,130090
B777,4502,404,66648,94,Trent1000,210241
A380,820,220,34965,65,PW1100,109969
B777,2098,206,33597,87,PW1100,106640
A320,528,181,13586,88,CFM56,42399
A350,4947,390,75887,75,Trent1000,240430
A320,8909,291,7079,61,GE90,22688
A320,2785,68,5137,72,PW1100,15925
A350,4087,204,14297,52,Trent1000,44909
A380,3281,485,78422,81,PW1100,247168
A380,10500,198,44906,77,Trent1000,142581
A380,10558,212,60340,74,CFM56,191293
B777,8753,206,70290,52,PW1100,221793
B737,11231,146,12123,80,Trent1000,38808
A350,5253,334,54176,90,CFM56,171073
B737,11600,137,10729,94,CFM56,33340
A320,6070,305,45210,66,PW1100,142865
A320,2384,428,46743,95,Trent1000,148003
A380,8470,346,62744,54,CFM56,198303
A320,9251,131,28536,62,GE90,90190
A320,6314,385,23331,63,GE90,72753
B787,3303,386,51117,73,PW1100,161868
B787,12675,390,58396,55,Trent1000,184183
A320,12157,79,34590,68,GE90,108541
A320,2207,61,27673,65,PW1100,87670
B737,11438,146,20417,53,CFM56,64562
B787,8993,302,15841,87,CFM56,49671
A350,10602,463,34859,73,GE90,110043
A320,5108,138,58921,57,PW1100,186305
B777,3586,168,50796,77,Trent1000,160300
A380,6128,235,75188,60,PW1100,236925
B777,10557,216,18030,56,GE90,57553
B787,13263,79,31048,81,GE90,97788
A320,13150,479,6523,51,Trent1000,20646
B737,13104,494,54665,76,GE90,173250
B787,3633,485,74600,94,GE90,235842
A320,12612,405,30263,81,PW1100,95004
A320,9931,106,76104,82,GE90,240666
A320,11055,159,20384,91,Trent1000,63665
A380,4765,384,41258,81,PW1100,130930
A350,12008,164,54063,99,CFM56,170752
A320,3928,161,21411,55,PW1100,68333
B777,12126,419,30435,88,CFM56,96796
B787,12820,474,70062,70,CFM56,221812
A320,8866,70,14714,58,CFM56,46798
A350,2767,158,60191,83,CFM56,190348
A320,9509,366,61304,88,Trent1000,194137
B777,1937,137,68708,94,Trent1000,217167
B787,4071,141,35377,99,CFM56,112112
B787,11106,131,61275,66,PW1100,194697
B737,1529,145,73948,90,GE90,233420
B787,8710,382,20146,55,GE90,63194
B737,10451,301,50474,55,PW1100,160453
A350,1197,496,32427,58,Trent1000,103119
A350,9508,346,43881,62,CFM56,138569
A320,10888,435,17197,68,GE90,54920
A380,1465,105,19431,94,PW1100,61445
A380,13465,499,52743,89,CFM56,166065
A380,8947,318,21415,89,GE90,67591
B737,3750,307,76505,74,CFM56,241275
B737,10719,362,24527,72,CFM56,76671
A320,11637,96,19756,88,Trent1000,62377
B787,503,96,71415,85,CFM56,225685
A320,11377,105,62236,58,CFM56,196544
B737,5668,187,50844,91,PW1100,160903
B777,608,456,64616,66,GE90,204211
A320,5281,370,26680,74,Trent1000,83973
A350,2982,283,9214,61,CFM56,28754
A350,7238,383,63133,69,CFM56,199019
B777,4658,376,15022,53,PW1100,47358
B777,9565,382,37779,74,GE90,119081
B737,11505,256,60836,76,GE90,192347
B737,11617,441,28964,57,Trent1000,91295
B787,12096,450,69944,61,Trent1000,221544
B787,11848,90,73886,92,PW1100,233619
B777,3291,470,14398,67,CFM56,45585
A380,12561,174,34224,78,Trent1000,107895
A350,4985,291,52762,97,PW1100,167100
A380,7791,225,45833,86,Trent1000,144532
B737,8815,226,54375,87,GE90,170922
A350,11846,455,63727,96,Trent1000,201865
A350,12413,274,73512,61,CFM56,231368
B777,4112,373,73820,76,PW1100,233311
B777,1945,470,79102,58,PW1100,250197
A320,8605,463,64470,64,PW1100,203736
B777,8153,257,7445,84,PW1100,23631
A320,10543,491,34604,67,Trent1000,109297
A350,13190,324,14716,59,PW1100,46519
A380,13286,190,78895,57,CFM56,249729
A320,11280,223,59137,60,PW1100,185815
A380,10632,268,74615,77,CFM56,235447
B787,8423,98,69486,78,GE90,219423
A380,2899,387,22831,68,GE90,72254
A320,10943,351,17043,65,GE90,55583
A350,4244,395,79183,51,PW1100,251226
A380,9008,495,16268,61,CFM56,52803
B737,13856,213,30756,85,PW1100,97794
B737,11431,286,23962,58,PW1100,75958
B787,12017,243,42514,58,GE90,134790
A350,12177,408,5201,62,PW1100,16967
A320,11621,338,64215,92,PW1100,203231
A380,11250,51,58957,65,PW1100,186794
B787,941,159,47927,98,CFM56,151661
A350,8013,96,51297,74,GE90,162220
A350,13443,72,61113,80,GE90,192421
A380,11825,393,54259,63,GE90,171283
A350,11945,244,13429,62,GE90,41857
A320,5865,183,12364,96,Trent1000,38746
B777,11490,112,58929,74,GE90,185261
A380,2337,194,77003,69,Trent1000,243170
A380,10601,475,68193,70,Trent1000,215645
B787,11783,73,7468,59,Trent1000,22732
B787,2635,99,69867,67,Trent1000,220608
B777,5860,269,69158,61,GE90,218554
B737,4722,321,7242,97,GE90,23128
B787,8150,384,40058,83,GE90,126511
B777,6611,421,68540,55,Trent1000,216155
B737,6867,124,24853,90,Trent1000,78569
B787,12192,454,74426,76,CFM56,236563
A350,11791,135,78477,94,Trent1000,248701
B737,5123,357,77900,71,CFM56,246274
A350,3976,93,50062,51,Trent1000,157661
B777,759,132,24926,95,PW1100,79601
A320,8937,133,41205,62,Trent1000,129566
B787,2693,499,21500,85,Trent1000,68321
B777,8758,91,47638,65,CFM56,150999
A380,2531,483,36264,91,PW1100,114590
A380,11983,273,56026,55,CFM56,177217
B787,9178,423,13373,83,Trent1000,42127
A380,6352,334,20374,54,PW1100,64478
A380,9957,70,65700,58,PW1100,207129
B787,584,442,71335,94,GE90,226280
A350,4238,65,58884,68,Trent1000,185529
A380,4701,352,24625,54,GE90,77588
B787,12878,372,51860,90,PW1100,164472
B787,9738,110,23213,71,PW1100,73651
A320,7967,252,73842,91,GE90,234138
B777,11344,193,78812,58,GE90,249443
B737,994,445,20083,81,PW1100,63124
A320,5798,182,28212,71,Trent1000,88666
A320,10419,276,52202,76,Trent1000,165115
B787,1854,225,51316,73,CFM56,162169
A320,1911,382,61486,62,PW1100,194444
B777,2210,167,59720,52,GE90,189134
B777,11695,277,69657,99,Trent1000,219868
A380,13969,64,28205,91,GE90,89764
B737,10508,431,46658,68,Trent1000,147896
A380,9807,94,12698,95,Trent1000,39759
A350,13434,196,21361,79,CFM56,68403
B737,6832,250,73748,82,CFM56,232380
A320,8294,437,16210,90,PW1100,50744
B737,4854,450,51050,97,Trent1000,161595
A320,9122,221,37593,57,CFM56,119412
A350,655,255,63798,89,CFM56,200542
B777,8570,103,9726,81,PW1100,30664
B777,8317,68,61420,57,CFM56,194571
A350,11932,303,71872,93,CFM56,227655
A380,3960,259,32919,87,Trent1000,104406
A380,5252,452,34763,96,GE90,109636
A380,1641,303,57043,63,PW1100,180489
B737,1141,150,8646,84,GE90,26884
B787,3265,214,6778,70,Trent1000,21415
B777,1768,323,63138,85,CFM56,199125
A380,8114,451,26402,78,Trent1000,82859
A320,2065,230,41503,75,CFM56,130713
B777,11413,110,55464,84,GE90,175871
A380,5016,245,77592,74,Trent1000,245497
A320,9086,325,69256,92,Trent1000,219091
B787,8899,456,24219,89,CFM56,76573
A380,8654,447,61846,84,CFM56,195500
B737,2161,452,17213,62,PW1100,55043
B737,10794,131,17274,63,CFM56,55292
B777,12191,405,48430,77,Trent1000,153627
B787,10747,184,11370,88,Trent1000,35635
A320,4060,383,19249,83,CFM56,60137
A380,4660,68,62427,52,Trent1000,197501
B737,791,82,68247,70,CFM56,215714
B737,9944,131,39468,96,GE90,124734
A320,9167,218,51405,92,CFM56,162373
A320,1337,296,46512,51,PW1100,146929
B777,5499,460,28001,80,GE90,87804
A380,6320,60,9374,57,CFM56,29941
B737,9141,401,25622,69,GE90,80620
A320,5745,248,50904,84,CFM56,160975
A320,3917,205,34539,85,GE90,109520
A380,5536,154,78694,81,CFM56,248505
B737,804,186,10505,83,Trent1000,32882
A380,1829,357,71767,94,PW1100,226510
B737,12640,346,43147,56,PW1100,136910
A320,9667,93,68204,84,Trent1000,215212
B737,3030,153,50369,88,PW1100,158878
B777,10725,300,79851,82,GE90,252880
B787,7032,436,19319,57,PW1100,60410
A320,8396,462,51230,77,CFM56,161576
B777,8529,486,38016,60,PW1100,120564
A380,5087,215,47920,55,PW1100,151266
B737,4431,123,67062,93,GE90,212305
A380,3497,398,68965,51,CFM56,217949
B737,11218,228,66164,92,CFM56,209554
A380,13536,385,11386,80,CFM56,36548
B777,11356,411,16126,97,CFM56,50813
B787,1239,273,76900,87,CFM56,242832
B787,6152,481,39874,54,Trent1000,125478
B777,5037,266,65529,65,Trent1000,208041
B777,10107,214,20011,87,PW1100,63755
A380,12713,498,42875,74,Trent1000,135658
A320,8344,417,60777,79,Trent1000,192014
B787,3476,200,49216,72,CFM56,155861
B787,7707,280,76259,94,CFM56,241239
B737,7173,422,50735,71,Trent1000,160213
A380,12313,102,33418,84,CFM56,105561
B787,3165,350,29707,75,CFM56,94759
A320,9932,283,74130,90,Trent1000,234700
B737,4217,284,42069,77,PW1100,133029
A350,4562,76,54879,87,CFM56,173574
B787,8861,432,23055,94,CFM56,72464
B787,4104,121,11147,84,CFM56,35166
B777,3133,208,45443,64,Trent1000,144227
A380,9418,362,71932,95,PW1100,227365
A350,12888,95,59252,98,Trent1000,187921
B787,6650,205,42798,58,GE90,134470
B787,10612,126,38194,52,Trent1000,120601
A380,5884,52,58679,85,GE90,185389
A380,4172,472,19068,87,Trent1000,59841
A380,4633,303,6585,70,Trent1000,19856
A350,8697,179,50321,53,PW1100,158757
B787,6723,141,38692,98,CFM56,123597
B787,11942,232,36901,99,Trent1000,117303
B777,13471,380,51998,68,PW1100,165084
A320,4803,124,66799,92,CFM56,210380
A380,3260,403,69082,76,PW1100,217611
B787,7994,254,47815,99,PW1100,151414
A320,4643,411,20073,55,PW1100,62765
A320,8019,77,40020,82,PW1100,126445
A350,6559,427,53066,89,CFM56,167269
A320,8632,329,21816,88,CFM56,68823
B787,4286,280,44867,93,GE90,141609
A320,3896,422,17824,84,Trent1000,56677
A380,9681,153,53484,90,Trent1000,169633
B787,2977,335,9875,93,CFM56,31251
B737,2764,217,46049,67,PW1100,145764
A380,6599,263,21151,98,CFM56,66577
B737,12735,271,66813,67,GE90,211419
B737,5014,56,22796,66,GE90,72316
B777,2361,423,40273,59,GE90,127107
A320,7418,285,11538,72,GE90,36412
B787,10957,446,68727,95,Trent1000,216938
B787,11866,263,34675,95,PW1100,110438
A320,3594,222,35818,58,CFM56,112610
B777,5458,350,38654,63,CFM56,121852
B777,5759,494,41955,69,GE90,133279
A350,8127,451,23062,86,GE90,73343
B777,6074,443,79602,99,CFM56,252552
A350,13896,128,29405,52,GE90,93155
B737,2416,410,25598,71,Trent1000,80111
A320,6938,239,38108,93,GE90,119962
A380,6529,304,25520,73,Trent1000,80884
A320,8524,143,63248,94,CFM56,200182
A380,681,92,72499,80,CFM56,229077
B777,11811,422,13377,89,Trent1000,41749
B737,13738,476,35321,52,PW1100,111889
B787,1226,68,22526,98,CFM56,71694
A350,10100,442,18828,87,Trent1000,57898
A350,6859,477,23057,50,Trent1000,72259
A350,4173,291,54204,83,CFM56,171476
B787,1073,137,8452,53,CFM56,25975
A380,1451,119,19313,65,Trent1000,61292
A380,2410,362,12838,98,Trent1000,40237
B787,9112,401,19257,56,PW1100,60349
A320,5942,110,14504,91,PW1100,44951
A320,9590,358,69036,78,GE90,217452
A350,3715,243,56853,98,Trent1000,179975
B777,11735,215,65048,76,PW1100,205497
B777,9251,261,51115,89,CFM56,160990
B737,11974,238,18604,60,GE90,59173
A320,10069,220,59589,68,CFM56,188394
B787,3621,403,12229,87,CFM56,38865
A380,6222,108,40284,79,PW1100,127812
A350,6236,188,28407,60,Trent1000,89954
A350,12551,386,14521,57,Trent1000,45394
A380,13053,75,18727,98,CFM56,58597
A380,2991,314,71516,56,PW1100,225263
A380,12218,474,15426,56,CFM56,49748
A350,10971,390,65180,62,Trent1000,205808
B777,13462,135,43048,51,GE90,136508
A380,10356,471,76219,59,PW1100,240779
B737,11246,380,13841,69,CFM56,43690
A320,7919,251,5459,82,CFM56,16778
B737,13378,180,56237,85,GE90,177705
A380,12382,348,67146,79,CFM56,213189
B777,12345,367,13151,50,Trent1000,42385
A350,2295,400,23836,83,PW1100,74914
B787,2094,238,73681,52,GE90,232019
A320,2359,436,33330,54,PW1100,105242
B777,4553,426,28479,98,Trent1000,89198
A350,11071,382,48532,98,PW1100,153866
B777,6437,473,51608,51,Trent1000,162597
B777,6983,419,15660,53,Trent1000,49485
B787,2948,348,17572,83,CFM56,55622
A380,1975,463,7241,80,GE90,22262
B737,8153,489,34194,51,PW1100,108191
B777,2507,98,77939,58,CFM56,246077
A350,7849,113,47584,83,Trent1000,150671
A380,11894,426,63421,91,PW1100,200449
A380,1665,474,54018,72,Trent1000,171088
A380,10689,217,41181,65,CFM56,130113
A350,10875,289,76604,90,PW1100,241851
A380,3304,318,60443,51,GE90,191079
A350,11195,115,36039,64,PW1100,113908
A320,13411,469,74167,81,Trent1000,234344
B777,3947,389,72925,90,GE90,230396
B737,3789,230,24278,59,CFM56,76776
B737,11107,335,74681,95,CFM56,235225
A380,6558,293,43867,98,Trent1000,138656
A380,6192,420,57900,93,Trent1000,183853
A350,8797,397,37517,91,PW1100,118814
B777,10526,88,61418,79,Trent1000,193608
B787,10937,343,74995,56,PW1100,236459
B787,4815,79,10318,55,CFM56,33719
B787,12503,143,64759,65,GE90,205269
A320,4305,73,52242,64,PW1100,165560
B777,3029,459,28188,77,GE90,88630
B777,2092,357,14545,55,GE90,45584
B787,1548,239,71164,98,Trent1000,224651
A320,4906,267,10477,85,CFM56,34001
B787,2005,352,16527,75,GE90,51618
B737,4587,490,13312,95,Trent1000,43123
B787,7457,274,23048,96,Trent1000,72264
B737,1838,485,31478,81,PW1100,99263
B777,13037,248,15122,98,PW1100,48064
B787,13905,192,34751,99,PW1100,110340
B737,12328,151,7664,99,GE90,23758
A350,1923,136,11523,66,GE90,35891
B737,4466,485,55542,74,CFM56,174958
A380,8191,491,79795,78,GE90,251144
B787,1296,438,45773,54,GE90,145019
A380,3005,163,34696,50,GE90,109573
B787,11260,414,34735,84,CFM56,109246
B777,13826,486,54561,97,CFM56,171681
B737,4478,105,70761,87,Trent1000,223761
B737,9172,239,57245,87,CFM56,180661
A320,7916,209,50050,73,GE90,159326
B777,5398,124,36132,68,PW1100,115218
A320,6748,293,25251,71,GE90,79587
A320,8265,492,69149,82,CFM56,218431
A380,1129,257,7396,56,CFM56,23339
B787,6318,460,56549,88,GE90,178405
A380,9312,342,68906,96,CFM56,217439
A350,9776,159,61741,69,Trent1000,195017
B787,4854,226,18177,74,GE90,57486
A320,10114,171,62154,59,CFM56,196950
B787,5460,371,7209,87,PW1100,23013
A350,12707,467,26334,54,CFM56,82972
A380,9369,133,58238,70,Trent1000,184275
A350,4909,360,59254,76,Trent1000,187707
A320,1039,225,54374,88,GE90,171467
A320,2423,85,16262,51,PW1100,51512
A320,3793,351,24327,58,PW1100,76999
A320,12649,341,6936,77,CFM56,23500
B777,11466,315,39370,52,GE90,123857
A350,2836,123,66973,52,Trent1000,211610
B787,8768,398,43189,69,CFM56,136596
A380,13430,295,73367,66,CFM56,231210
A320,4929,490,15344,82,PW1100,49080
A380,7316,458,51598,65,CFM56,163350
A320,2430,369,69701,97,GE90,220143
A350,2025,381,41683,68,PW1100,131071
A320,12120,488,70493,83,GE90,223079
A380,3687,248,76166,72,PW1100,241545
B737,4616,188,19724,78,GE90,61948
B777,11775,426,25147,74,PW1100,79757
A350,6471,361,38918,79,GE90,123392
A380,5412,236,12826,79,Trent1000,40668
A350,12410,353,50764,67,GE90,159625
B777,12518,196,56012,61,CFM56,176345
B787,1619,376,69175,79,GE90,218025
A320,815,401,55951,69,CFM56,177386
A350,7558,416,38077,80,CFM56,120362
A380,983,144,36426,98,Trent1000,115906
B777,10903,457,67082,64,CFM56,211508
A380,13171,453,9149,85,GE90,28656
B777,12756,186,60108,97,PW1100,189980
B787,11380,431,77137,60,CFM56,243434
A380,4723,256,20184,62,Trent1000,63297
A320,3481,493,42324,90,CFM56,133764
B777,2483,89,22821,69,CFM56,72402
B787,7987,368,70899,69,PW1100,223807
A350,3742,50,15939,71,GE90,51236
A380,10710,181,77367,81,Trent1000,244486
A350,8401,335,74258,97,Trent1000,234682
B787,6513,173,40835,53,CFM56,129382
B787,2383,437,37369,83,CFM56,117671
B777,7578,445,33441,59,GE90,106110
B737,9349,443,22461,67,GE90,70420
B777,2701,136,64393,56,Trent1000,204469
B777,3585,394,18202,80,GE90,57935
A320,5226,330,73150,94,CFM56,230535
B737,11993,478,45349,98,CFM56,142232
B787,3798,186,5269,88,Trent1000,16574
B737,10432,168,39224,97,CFM56,123327
B737,9115,454,11827,50,PW1100,37418
B737,5335,232,64598,62,CFM56,204544
B777,6949,435,10146,98,PW1100,32079
B777,6066,324,13582,76,PW1100,42549
A320,12674,109,7256,65,PW1100,22780
B777,13724,445,21016,64,GE90,66107
A350,2756,443,55147,81,Trent1000,173717
A320,10551,339,11966,67,PW1100,37751
A320,9554,109,68336,73,PW1100,216610
A350,2768,271,23584,75,GE90,74699
A350,9461,410,22060,85,PW1100,70585
B737,11587,345,76851,73,PW1100,242290
A380,3761,239,18695,53,Trent1000,58366
A350,4129,242,72889,95,PW1100,231387
A380,7255,485,5864,80,Trent1000,18396
A350,12335,382,62387,61,GE90,196585
A350,9732,250,19948,55,Trent1000,63023
A350,1878,86,74954,80,CFM56,236571
A380,12857,397,49535,51,CFM56,155595
A380,7682,384,57691,66,GE90,182592
B787,1947,63,45711,64,CFM56,143455
A380,13349,145,65873,73,PW1100,207687
A350,13750,120,50885,86,Trent1000,160657
B737,1868,53,77163,70,Trent1000,244557
A380,9391,335,17644,75,PW1100,55933
B777,2925,236,34733,98,CFM56,110045
A380,641,88,73264,83,CFM56,231468
B737,1710,406,67636,53,Trent1000,213975
A320,2963,385,13920,60,Trent1000,44405
A320,13361,456,68412,98,Trent1000,215216
B787,3872,314,40383,71,GE90,126881
A350,13091,450,68711,79,Trent1000,217369
B737,3211,86,60354,74,CFM56,191086
A320,8108,169,11181,50,Trent1000,35121
B787,2022,117,11904,94,PW1100,37730
B777,7283,370,67343,85,GE90,212729
B777,8998,277,17237,84,CFM56,54482
A350,5247,348,68545,59,GE90,216635
A320,6529,125,72684,78,Trent1000,230019
B787,10756,286,33397,68,Trent1000,105877
A350,5296,458,23157,78,PW1100,73350
A350,11533,329,49168,99,CFM56,155889
B777,10942,58,28065,65,PW1100,88661
A320,4127,279,30164,65,GE90,95603
B737,10872,135,52738,85,Trent1000,166042
B737,7412,143,68839,83,PW1100,216867
B737,3034,142,67209,96,Trent1000,212723
A350,3687,348,64768,78,CFM56,204651
B777,10218,161,56568,72,Trent1000,179264
B737,8816,403,29141,70,GE90,91694
B777,4880,133,26168,96,PW1100,82733
A380,9019,130,76270,99,PW1100,239759
B777,7377,456,50960,74,PW1100,161058
A380,1749,364,59961,90,Trent1000,189984
B777,13847,363,39596,60,Trent1000,124971
A320,1456,73,21960,65,GE90,69491
A350,7716,316,18140,66,GE90,56945
B737,7085,495,24881,91,PW1100,78791
B737,2836,77,6124,85,GE90,19694
B737,1797,123,52093,67,GE90,163761
B737,10389,171,65485,74,PW1100,206855
A380,12134,197,23710,99,GE90,75158
A350,861,222,6386,76,Trent1000,20843
B777,1537,451,16246,51,GE90,52492
A320,9487,250,31711,85,PW1100,100721
B787,2880,312,17485,53,GE90,54686
B787,9398,207,14173,86,GE90,45011
B787,9859,112,74958,50,CFM56,236732
A320,10922,297,75223,67,Trent1000,238382
A350,9600,74,26166,89,CFM56,83705
A320,7716,150,6024,74,Trent1000,18624
B777,6128,130,77048,90,Trent1000,243876
B787,9957,63,72691,97,Trent1000,230086
A380,2351,322,15806,96,Trent1000,50393
B777,7361,75,23154,55,GE90,73323
B737,1476,264,13174,84,Trent1000,41012
B737,13619,314,60952,68,GE90,192584
A380,11842,329,41406,87,CFM56,130727
B777,10776,363,20464,77,CFM56,65112
A320,2365,337,31871,93,CFM56,100931
B787,3198,476,40687,76,PW1100,128891
A380,13477,432,70430,52,GE90,222761
A350,10182,191,22067,64,CFM56,69018
A350,1573,404,54267,94,GE90,171978
B787,11602,343,18318,84,GE90,57652
B777,11541,156,49804,56,GE90,157243
B737,7331,305,54455,70,GE90,172665
A350,5166,103,50809,96,PW1100,159999
A380,6038,368,21938,63,PW1100,68370
A380,2439,301,59334,63,Trent1000,186800
B787,12834,66,42671,99,GE90,134975
B777,963,182,77250,79,Trent1000,242952
B777,10403,126,17995,51,PW1100,56128
A380,3029,178,72353,95,CFM56,228214
A320,627,220,47544,54,PW1100,149879
B777,3054,364,16847,97,PW1100,52702
A350,8599,426,23514,96,GE90,74147
B777,8069,372,34634,65,GE90,109706
B737,7602,427,5253,70,PW1100,16203
B737,12966,56,14250,71,GE90,44645
A380,13639,450,64439,65,CFM56,203451
A380,7701,417,75527,86,PW1100,239057
A320,9314,90,16538,96,CFM56,51973
A350,3805,200,75579,90,CFM56,239042
A350,7805,247,14458,86,Trent1000,45601
A380,5505,214,71169,80,Trent1000,225173
A320,3934,245,75244,96,PW1100,237672
B737,539,203,30688,57,PW1100,96734
B777,10591,350,8815,57,CFM56,28573
B737,12400,491,29366,50,PW1100,92840
