aircraft_type,distance_km,passengers,cargo_kg,altitude_ft,wind_speed_kmh,temperature_c,engine_age_years,fuel_kg
B737,1076,65,2069,28978,67.7,11.8,3,6308
B737,4317,112,18322,25431,32.5,23.8,14,25330
A350,2926,340,19693,39114,9.9,17.1,1,22517
A320,2222,403,13491,27738,96.6,9.5,12,19484
A320,12622,313,17275,27795,62.7,25.8,8,63966
B777,1940,301,5479,33607,82.4,16.4,8,14427
B777,2028,167,1713,39694,1.3,44.9,10,11890
B787,5173,386,10471,38797,15.1,27.3,12,29510
B777,849,246,18301,25312,37.7,13.5,9,12343
B777,3930,346,3210,25695,3.5,4.2,15,22366
B787,5724,483,4408,40569,36.5,8.8,19,31915
A320,13122,104,5457,33121,96.4,42.9,19,63424
B787,4269,271,11509,30453,49.0,10.7,17,25498
A350,12224,142,18638,34909,13.8,44.8,12,62132
A320,2399,259,898,31572,57.4,15.1,13,14294
A380,9387,233,7038,37640,75.4,20.9,4,48460
B787,12532,381,1660,41929,66.7,10.5,1,60971
A350,4856,198,11695,37174,58.1,24.8,4,26711
A320,3636,160,11568,27041,48.5,-11.1,1,20430
A320,1499,169,79,35115,60.5,19.4,19,9107
B737,12705,406,1811,33970,12.0,2.1,5,61720
A320,13836,201,6516,35455,64.5,2.9,4,65230
A350,12991,482,5787,31956,8.9,19.7,10,63533
A380,10165,124,14770,36917,49.3,24.5,9,51797
A380,12563,451,6011,32974,35.0,19.0,11,61764
B787,2498,415,13202,31158,63.0,14.9,1,20626
A380,10062,247,17148,29974,4.2,28.4,19,52767
B777,9927,301,7963,28377,96.1,30.8,16,48964
B737,2626,261,379,25237,39.7,38.0,15,13785
B787,5810,434,5411,37344,64.7,31.5,8,33846
A350,7205,450,9805,41058,16.5,17.6,15,39668
A320,4135,261,19916,27793,76.3,12.9,14,25742
A380,7514,200,8348,41895,95.9,24.6,4,39528
B787,7873,224,6689,33037,49.6,12.4,10,39502
B777,12652,473,6178,35958,40.9,38.2,18,63752
A320,11613,232,12254,25489,84.1,21.7,13,57885
A380,10020,390,15413,29869,1.0,24.0,18,53150
B777,11727,114,12072,26983,74.7,13.7,11,56262
B787,3886,288,18797,33363,66.2,23.8,12,25865
A320,11474,497,2868,40343,12.3,22.3,17,58154
A350,12681,372,8452,26250,85.0,18.5,4,62289
A350,1090,480,14767,29344,82.5,33.2,9,13015
B787,12277,449,11444,35710,76.0,18.8,12,62973
A350,7038,376,9807,29748,33.9,3.3,18,38672
A350,836,493,11693,25322,47.3,20.2,2,12269
B737,10483,236,9487,33410,34.4,20.3,8,51133
A320,13767,375,2645,31422,10.6,36.0,12,66233
A320,3373,291,7410,41802,25.0,31.6,1,19529
B777,8616,248,17889,30979,19.9,16.7,1,48236
B777,8289,169,5316,27006,14.2,16.7,19,39442
A380,4613,379,12352,40265,21.1,22.3,8,27462
B787,4655,483,16170,27356,34.1,29.0,12,30651
B737,12556,446,7828,27943,50.2,2.7,13,63797
A320,3945,350,5000,30354,1.2,27.9,5,21311
A320,8477,185,7078,35339,36.4,-5.0,3,40920
A380,3571,450,6159,32499,12.3,2.7,16,21846
B777,4480,123,13976,39648,40.7,14.0,5,25013
B737,9982,163,5168,37241,72.7,30.1,7,48198
B787,7877,86,2410,37823,79.9,25.0,16,37920
A320,9771,297,13706,33035,54.9,26.2,10,50204
A380,10089,254,15654,39807,67.9,23.4,18,52832
A320,5663,481,15341,34435,7.2,45.2,19,34956
B777,12650,145,9154,28229,9.6,44.7,17,61902
B737,13846,295,7341,30737,68.9,3.5,7,68769
B787,1710,197,6467,39101,58.1,37.6,7,11733
A350,1965,410,2186,40729,35.2,37.1,18,12067
B787,7334,134,2156,28275,88.9,25.9,12,35108
B777,8979,59,9130,31647,71.6,9.4,9,41998
B737,10662,359,9910,35939,33.0,17.7,6,53724
B777,13038,217,17914,32900,21.7,20.8,3,67215
B777,1247,451,19860,27503,53.4,0.3,5,15562
A320,11450,134,9094,37634,78.6,11.9,13,54554
B787,13473,292,12368,31082,64.0,26.1,18,67374
B777,10727,125,11118,41752,63.4,3.7,10,52557
A320,5040,497,16586,37993,36.6,13.8,3,31770
A320,10877,198,9506,37065,22.7,-13.7,19,53356
A320,4326,170,5671,27533,0.5,25.6,15,21948
A320,1788,193,15451,41749,22.1,0.3,9,13900
A320,2389,316,17630,41801,28.5,27.1,13,18908
B737,3764,331,11519,32380,46.8,23.5,14,23200
B777,10037,242,13279,25690,28.5,-8.7,12,52364
B737,4085,100,19849,38029,62.1,10.1,11,27639
B787,10390,487,13662,27034,39.8,37.4,7,56362
A320,3237,346,10945,40260,49.6,16.0,3,20770
B787,13753,453,9644,38404,68.2,10.5,17,69910
B737,7920,324,1156,27074,2.6,-0.2,4,40314
B787,2327,343,1611,31167,82.5,36.4,4,15543
A380,11375,494,18584,26564,61.9,33.1,6,60861
A350,5861,60,1254,31676,7.3,26.7,1,27038
A350,8656,369,18331,32354,69.4,18.9,13,47744
A350,10089,434,13896,37028,72.9,30.1,4,55372
A320,10117,342,8461,39628,84.8,9.4,4,50584
B737,11254,280,15772,40515,75.3,0.3,9,56682
A350,11549,130,9027,40584,39.3,21.9,4,56193
A380,4670,172,2463,32749,90.2,52.2,1,25243
B737,9771,101,6376,35057,42.6,17.8,18,48094
A380,12828,399,12313,35465,65.8,37.6,11,66920
B777,5475,480,1490,25216,93.6,-1.6,11,29642
A350,10751,253,2072,33824,95.9,30.7,3,52043
A380,8939,430,11537,26641,20.4,13.3,3,47309
B737,5260,317,19332,41720,89.6,-1.5,7,32652
B737,11610,79,19489,40786,20.3,39.7,4,58590
A320,12111,314,12743,32427,69.8,24.9,7,62505
A380,11410,238,12040,39363,30.3,10.6,18,58157
B777,4155,66,19643,38903,66.9,33.1,2,24522
A380,9177,79,13234,39416,67.4,11.8,18,45715
A350,3916,416,9973,33122,17.1,17.7,3,22998
B737,2384,237,2549,25110,76.0,16.9,4,15004
B737,11710,103,13877,28448,23.1,29.6,8,58644
B777,7749,80,695,28586,29.9,35.2,1,35924
A350,5956,182,2580,31150,47.3,16.8,10,30108
B777,11614,241,6837,41773,37.9,25.7,9,55590
A350,12999,127,18399,36468,60.9,18.6,6,63752
B737,1164,188,17956,34345,68.1,25.8,10,12930
A320,2237,133,18168,32222,87.0,16.7,13,17614
A380,7095,117,3926,35668,44.6,32.9,10,33046
A320,8569,475,9072,38661,83.0,28.9,10,45458
B787,3786,116,10495,28090,15.3,15.6,7,21012
B787,5453,80,4065,40407,93.7,5.7,13,26571
B787,12421,52,14852,33858,31.2,24.2,6,60809
B777,1387,259,10006,34084,37.0,6.3,11,10431
A320,7300,471,3125,27767,54.1,-4.6,10,38613
B787,6401,408,4566,35030,11.1,43.7,3,33674
B787,5144,288,5259,33784,61.6,19.9,4,28730
A350,7823,193,2912,33003,14.6,8.1,6,39146
B787,1050,219,13024,28658,48.7,19.0,6,9363
B777,12714,85,5620,33531,57.4,51.9,16,61127
A380,6244,344,9246,26730,57.0,28.4,1,34851
A320,1400,294,17801,40156,61.0,16.0,7,15946
B777,5479,209,9659,25951,95.5,38.5,2,28152
B777,12507,212,10020,33513,59.4,3.5,15,61243
A320,7386,277,3901,40383,67.5,21.5,12,37919
A380,12781,102,15316,27137,88.3,37.3,10,63622
B787,9847,258,13717,26367,27.1,17.7,4,50953
A320,2467,261,12233,27135,99.9,32.3,4,17911
B787,3437,368,14859,39684,12.2,40.2,4,24376
A320,11893,498,13441,25786,36.4,9.5,10,62706
B777,5184,215,2686,26616,17.9,38.7,12,26962
B737,10446,203,16265,35486,71.4,24.7,13,53473
B787,4631,221,11730,39817,93.1,2.1,3,27597
A320,5819,140,13109,26725,25.1,40.1,6,31903
B777,12359,478,14043,39991,29.3,21.6,10,63728
B787,809,458,6075,40506,11.6,24.3,11,11509
B787,12303,343,18059,38767,36.4,1.8,7,64105
A350,4190,100,15254,38571,19.1,48.2,6,25134
B737,3035,283,14412,30698,32.3,39.4,9,21253
A380,7775,416,4780,32836,62.0,27.9,5,40625
B787,10580,233,1230,30795,38.9,27.6,5,50501
A320,7514,176,3090,41869,9.2,29.0,9,36354
B737,7459,112,17147,39824,17.7,20.8,2,40658
B777,13513,364,5483,36358,47.4,11.6,12,63809
A350,4674,424,13368,26620,63.4,51.5,6,31048
B737,7322,261,2080,39592,11.8,21.5,10,36517
A320,12992,79,1118,32051,73.9,-8.1,18,59332
B777,2009,332,16791,28000,35.8,24.7,14,16877
A350,4362,377,9809,31433,31.3,11.2,7,26936
B777,12975,107,5355,25159,54.3,17.6,4,62441
B787,13501,201,15275,29759,8.5,2.5,8,69098
A320,12108,101,16469,40035,58.3,38.1,19,59202
A380,6649,205,14281,41734,34.8,13.0,7,38330
B737,11897,391,3590,29509,67.8,14.4,3,59406
A380,11734,120,3380,31112,18.1,11.6,15,53981
B787,12022,209,16952,36827,55.2,34.5,10,60791
A380,2583,423,11488,27280,32.1,31.7,4,19871
B737,6506,188,15543,30044,96.9,6.6,16,36591
A320,7271,50,4857,26651,39.0,6.3,18,33728
B787,5711,96,6857,25288,82.6,13.7,9,29746
B737,5671,172,6445,28143,9.3,49.2,1,31816
A320,4514,371,1339,27289,7.9,12.0,17,24735
A380,1576,139,16008,41951,79.2,11.5,3,12298
A380,9097,492,19958,28277,95.9,6.9,7,52097
B787,7211,422,16048,32058,39.4,19.8,1,41209
B787,9342,263,2322,30832,92.3,14.2,2,44289
B777,1942,386,4986,28064,23.9,22.8,2,12218
A380,7346,360,19478,37370,96.0,13.0,7,41803
B787,3321,372,15818,38387,67.9,43.7,14,21650
B787,10505,117,12338,41716,90.8,12.4,3,52266
B777,9854,186,15788,30504,84.7,-4.9,4,52200
B787,4597,327,9819,36255,12.2,25.3,3,27603
A380,12295,457,18626,33526,13.0,36.3,2,67128
A320,3843,325,5437,28347,43.9,-1.5,19,21462
B777,2743,465,2726,26754,6.3,26.7,12,19323
B777,6246,364,1352,39464,45.1,14.8,17,31211
B787,10435,173,12410,33363,36.5,16.6,19,52728
A320,5342,432,1588,36487,14.1,-1.6,1,27420
A380,13048,392,9820,31718,82.7,29.7,3,64986
B737,4553,306,11302,41698,74.4,27.0,10,27447
B787,5476,460,6875,29986,68.6,-0.9,19,30987
B777,1489,399,7052,26460,32.1,-2.6,16,12067
A320,5173,233,1079,36111,63.8,2.8,5,24199
A350,13197,66,18280,38062,14.3,9.0,17,66264
A380,8491,179,3726,34048,84.6,23.1,12,39625
A380,3044,88,9997,29306,17.6,9.3,1,19040
B787,13073,89,291,41960,45.1,16.5,12,60578
A350,7092,234,11321,29556,20.3,32.9,3,37704
B777,5300,136,17643,31894,84.5,-8.5,12,30076
B787,13103,328,13311,30533,55.8,28.8,2,66811
A380,10276,297,13837,26881,87.7,21.7,9,52774
B787,1633,171,6482,37291,9.6,21.8,5,9571
B777,6513,316,4689,28420,14.5,32.0,18,33632
B777,9305,367,9728,26576,7.8,15.0,4,48311
A320,1990,370,15724,39301,29.4,3.3,7,16789
A320,1493,392,8040,32929,82.8,27.2,15,13595
B737,11108,421,13542,40524,52.3,27.7,15,56047
A380,1013,83,16800,37891,12.7,33.2,17,9714
A380,1923,396,8987,40493,97.8,29.0,11,14181
A380,5177,199,15543,29110,20.7,11.7,11,28159
A350,1193,68,15161,37043,23.9,25.1,6,10341
B737,5558,339,2634,35444,66.4,23.8,10,29881
B787,1470,292,19076,41230,53.4,37.6,19,16970
B787,8702,297,754,40980,2.8,7.7,16,44087
A350,544,268,4096,35443,97.9,0.8,5,6757
A380,3623,151,12178,25711,8.3,20.7,12,22093
B777,3203,489,8458,38413,95.7,15.7,18,21810
B787,2442,247,15409,30185,30.9,42.1,7,16608
A350,2119,334,18380,37938,64.5,48.5,8,17978
B787,10628,171,11413,34550,0.6,33.9,3,50453
B737,2106,327,11308,27152,64.5,25.2,16,14285
A380,9200,98,6431,29825,98.7,17.7,11,44731
B787,6595,483,10490,35415,95.7,18.9,6,38114
A350,4524,368,18847,33569,24.0,27.5,16,28596
A320,3679,379,4704,34673,27.1,29.7,8,22441
B737,12621,416,19970,38202,6.6,18.0,2,66454
A380,3104,326,3904,38498,76.8,12.4,8,16295
A350,10057,420,11678,31924,50.2,28.2,13,53220
B787,2706,341,15403,27034,52.0,17.1,5,20198
B777,3193,58,5521,35427,33.3,13.5,17,17490
B777,2990,68,14172,35884,70.2,48.6,13,19152
B737,2265,260,11116,40174,27.1,38.2,14,13615
B787,3390,75,11496,27653,9.1,35.3,11,19907
B777,12082,332,9681,32696,86.3,36.4,18,59451
A380,4532,55,8455,28241,65.7,30.9,2,23784
B777,9676,210,1396,38900,38.8,-0.1,14,46145
B737,781,344,8726,32022,71.4,-15.1,1,9517
B777,11375,480,7458,27380,79.0,33.9,4,57260
B777,7995,473,3310,38821,69.9,4.0,19,42312
A350,3484,240,12937,30311,74.1,8.5,15,23802
B777,4469,343,9449,34151,89.0,18.6,8,26107
A350,11562,349,10396,39287,70.7,34.2,15,58733
A380,3536,114,15275,32012,55.6,17.7,19,22532
B777,8403,94,19411,37507,28.3,26.7,10,43823
B737,11851,356,7922,41478,80.4,31.4,7,59851
B777,11426,355,261,33694,53.5,22.9,16,55149
A320,2391,263,15902,26755,93.8,11.4,15,19346
B737,2047,473,9746,26474,85.9,31.5,7,17786
B777,9419,405,18212,40511,26.9,3.8,11,51913
B737,5268,305,5835,27606,80.5,34.9,16,28745
A380,3555,282,9577,31452,54.8,27.2,6,21326
B787,1690,474,2949,26640,62.7,11.7,15,13103
B787,5245,56,14804,40870,22.1,0.9,1,29973
A320,3229,264,6974,26037,42.1,16.6,11,20567
A380,10032,251,4300,35513,26.4,-7.0,18,48142
B787,4644,452,5706,34104,0.7,26.0,5,28321
A380,4539,447,15423,38832,93.2,14.9,4,28695
B737,10562,490,17652,30137,43.9,3.5,3,57458
A350,12529,381,17054,36490,15.2,1.1,2,66686
B787,3176,370,1028,39150,38.0,43.6,3,19202
B737,6203,366,3893,26373,48.3,16.3,9,31400
A350,9659,409,13959,32356,52.2,-0.0,7,52296
A380,7008,243,1965,41291,20.3,36.6,1,34540
A320,1426,229,4118,36030,58.1,15.4,4,11155
A380,10787,198,9263,40689,69.5,21.5,4,54117
B737,13068,462,5018,30485,55.7,0.7,3,65897
B787,2768,251,2453,34944,10.1,29.2,19,15376
B777,3313,100,5308,31493,93.4,15.0,10,18068
A320,1793,103,14844,35023,72.9,1.4,7,12856
B787,12447,51,16985,30788,22.9,5.7,17,61101
B737,8367,103,4588,40547,61.2,4.6,17,39088
B777,5038,367,18411,32157,88.5,23.7,17,31378
A380,692,189,7000,30804,97.1,45.8,19,8014
A350,11530,447,10212,34698,59.5,35.9,5,60016
B777,9530,192,11809,31484,76.9,43.3,14,49504
A320,6337,63,759,26541,6.0,2.1,2,29439
B787,7315,461,12793,39069,90.3,14.0,16,39547
A320,4455,345,18044,28073,58.2,19.0,4,29179
B737,5121,195,16173,28304,13.6,14.1,4,31530
B777,7199,256,17618,37823,24.7,14.3,12,40594
A380,7366,105,9617,39985,34.7,8.2,9,38060
A380,13705,105,526,26329,32.2,-1.9,4,63892
A320,7108,74,14743,37002,77.7,27.9,13,36437
A380,13264,122,1631,33670,42.6,31.5,5,60779
B777,5695,456,14792,35214,54.2,28.7,4,35005
A380,5178,270,16718,29875,22.9,-0.2,10,31767
A350,1266,87,12164,25434,25.3,25.6,10,9068
A380,7878,427,6610,35687,21.0,1.0,3,41404
B737,6772,169,3326,40316,37.1,19.6,12,33971
B777,7946,333,547,40615,78.7,8.5,3,37990
B787,7318,99,5606,34500,62.5,22.0,18,35419
B777,12117,90,7028,25841,19.0,18.6,17,55771
A350,2766,238,2884,29973,89.4,25.9,15,16519
B777,12150,66,9124,30219,68.4,8.2,19,56532
A380,8891,346,4187,25977,97.4,5.4,7,44513
A350,12645,400,6873,30120,50.0,15.4,12,63843
B787,6436,417,13364,25414,79.9,30.8,8,36482
B737,6299,60,226,31525,85.1,15.9,10,28120
B777,11433,240,16255,26455,36.0,23.6,8,60948
A320,7871,112,9746,33804,31.1,22.0,17,39066
A380,4019,493,13772,29938,73.3,15.2,3,28687
A320,3966,94,18314,33697,18.7,-18.7,11,26194
A380,13767,309,14119,37687,19.2,48.7,6,69417
A350,4178,271,2558,32689,74.5,11.3,17,21116
B737,8337,268,19246,33417,92.4,27.8,17,45224
A320,11854,352,16973,41639,60.1,8.0,4,61840
A320,11106,78,4402,35241,91.1,11.2,13,49616
B737,5463,87,8971,27060,52.0,32.6,19,28464
A320,2748,133,13488,38909,71.3,27.6,7,17662
A320,3891,402,209,34970,19.7,32.7,19,22015
A380,7315,422,4147,25153,39.3,57.3,2,39406
A350,10493,120,3380,32935,5.5,44.2,13,50768
B737,2966,426,3176,33066,71.1,0.7,8,18716
B737,8157,320,9567,40463,55.6,62.8,11,42483
B787,2430,51,614,27128,10.0,23.3,1,10161
B737,6521,185,4305,26157,62.5,0.8,17,31951
B777,9728,445,6366,41736,95.1,41.9,15,51058
B737,10528,180,16268,36750,56.1,35.4,19,53818
A350,4881,54,17764,35640,94.9,36.5,19,27727
B737,4619,52,1181,29379,38.5,12.1,13,21774
A320,8593,136,13811,36360,70.3,-0.2,9,44245
A380,1205,317,16805,38045,28.0,46.1,9,14739
A350,3904,55,18958,32209,14.8,23.0,5,24377
A320,11089,120,1752,39551,95.6,15.6,17,51391
A320,11994,449,14979,37976,30.5,42.1,6,63478
A380,9771,363,9241,31217,8.4,41.8,6,50110
B787,13217,119,9639,39302,10.3,24.2,3,61304
B737,1999,78,256,25807,32.0,47.3,5,7705
B737,1984,247,3713,27623,37.3,-8.1,1,10617
A320,12227,333,11425,25361,78.6,7.6,3,59692
A350,7751,387,18228,39593,3.0,27.8,9,43910
A380,8865,454,14473,30655,94.5,42.1,3,48819
A380,10795,273,14330,41175,12.5,58.9,3,55635
B787,13279,451,16492,41056,82.8,8.1,15,66784
A320,2647,466,6285,27850,0.7,13.9,8,18149
B737,7490,170,19625,29400,72.1,33.8,2,41213
B787,666,119,215,41387,97.6,15.2,10,5000
A350,2907,280,16211,27798,52.9,30.8,6,18498
B777,7457,75,12120,32674,59.3,36.1,2,39998
B737,7834,331,9610,33276,84.9,31.7,10,41473
A350,3658,98,6587,37876,14.1,-5.5,3,20269
B737,12900,426,14075,35601,24.0,44.2,12,66850
B737,1027,449,19382,28867,48.8,-1.4,2,13346
A380,4191,400,19037,33515,50.5,6.1,11,28839
B777,7650,361,7116,31368,46.6,35.2,12,39905
B777,10818,167,7399,29659,49.1,16.5,10,53040
B787,2923,134,8169,32070,71.2,15.0,14,18159
A380,13783,375,7447,25721,78.5,-0.8,3,68523
B787,6263,376,7372,41532,5.7,10.8,17,32973
A380,10011,262,2024,27934,16.1,28.2,3,47875
A380,12445,253,6142,31682,62.1,36.1,4,59350
B787,5623,383,9687,36636,1.4,-0.3,10,31758
A350,7988,74,634,38767,29.0,1.1,11,36360
A320,6032,344,2907,36347,3.7,7.5,10,31531
A380,650,448,537,25778,48.1,10.1,7,6352
B787,13063,164,14589,26124,62.9,-28.5,9,63837
A320,13957,419,15108,36131,53.6,32.1,12,72024
B737,3869,261,15471,33130,30.8,-7.0,15,26007
A380,12762,74,17065,25905,31.1,8.1,11,64757
A350,3576,146,13931,40900,29.8,12.8,10,21855
B737,10747,86,14138,27325,3.5,4.6,2,53144
A380,12108,458,14189,36724,7.4,25.5,4,61076
A350,7523,76,19787,41035,58.5,16.4,9,40243
B777,7940,86,9134,35569,14.0,2.9,13,39651
B737,4467,358,13442,30748,23.6,13.6,3,29118
B737,1377,187,1777,29697,75.1,19.3,6,9192
B787,5774,169,10322,36413,0.9,23.5,7,29734
A350,9542,394,13624,26305,43.5,21.4,19,51684
B787,12882,159,5266,30577,19.8,25.4,7,62331
A380,5973,137,4247,29695,65.5,21.9,7,28561
B777,8013,155,256,39699,26.1,5.8,8,37091
B737,3165,303,12504,26472,32.5,9.6,4,22436
B787,9973,359,6937,41642,61.0,10.6,10,51802
A320,10678,226,3576,41746,29.1,10.7,8,52002
A320,4786,305,18609,32468,54.9,28.5,13,29204
A380,9158,459,9736,35221,74.0,39.1,15,48171
B737,5874,270,5747,35719,15.0,-21.0,18,31806
B777,9483,163,4034,40865,66.1,24.7,11,45184
B787,5288,434,95,36609,63.9,32.5,10,29683
A380,13767,340,16083,28834,9.5,-2.2,1,71574
A350,7870,198,14871,32758,47.0,46.6,18,42958
B737,10500,480,16591,32194,63.2,16.1,4,56864
B737,13647,409,14965,25280,20.2,32.3,13,69487
B787,7732,309,502,37007,18.5,7.1,1,37910
A380,10067,249,3622,39135,96.5,30.6,9,47468
B777,7732,346,18073,26428,64.3,25.1,2,43171
B777,10650,67,4893,25527,65.4,-2.6,18,50519
A320,5519,493,3167,37656,86.8,1.1,18,30786
B737,8938,262,9975,39380,65.6,13.1,14,46922
A320,9396,279,4137,40532,5.4,32.1,10,48125
A380,2877,289,1493,26060,90.9,17.4,16,16890
B777,1833,117,18585,36793,26.9,15.6,4,15895
A350,6273,102,16620,40907,4.7,7.2,16,32841
B777,11882,76,5765,33502,64.1,42.9,3,55895
A380,11302,214,9233,39670,43.3,33.1,7,57135
B777,3216,291,6641,39921,75.3,20.3,9,17452
B787,10001,190,7897,35105,76.1,27.4,10,49887
A350,12649,366,13288,32878,68.7,33.8,7,64386
A320,9559,219,4351,25453,5.2,11.2,15,47064
A380,4074,392,18022,26442,35.4,10.2,19,26635
A320,9200,153,16423,32310,68.1,6.6,4,50205
B787,3443,222,13317,25509,25.4,16.4,16,22203
B737,2406,240,7742,40379,55.2,13.9,11,16092
B737,6000,204,6275,28588,79.0,8.9,3,31775
B787,11740,361,11146,41597,15.3,40.9,10,60358
B737,7069,404,6339,37295,89.3,29.1,6,37178
A380,646,167,653,39679,70.4,21.0,9,6018
B777,3288,99,10479,40008,76.5,19.0,8,18515
B787,2898,244,14267,28080,16.1,22.1,9,21498
B777,3196,430,19242,27882,89.0,27.5,16,24652
A320,3743,120,14446,32562,43.2,19.3,6,23113
B777,4960,484,14425,37386,25.1,-10.1,3,30777
A380,2028,222,5269,30491,79.5,17.1,7,12614
B737,7138,392,4169,41628,13.2,11.1,9,38737
A380,8254,129,3858,35706,79.1,18.5,7,40625
B787,6386,217,9526,25973,14.3,40.2,9,33521
B737,10832,110,3836,34378,4.3,39.2,11,51697
A380,531,448,2654,25681,69.3,10.2,11,8708
A320,9611,454,14203,31502,36.3,21.4,3,51723
B787,8171,136,19599,31260,82.9,64.6,17,43451
A350,1872,359,2307,31552,83.4,37.7,18,11645
A350,13093,258,7034,27149,19.0,50.0,8,64114
B787,1568,268,8581,40428,20.7,29.5,14,12967
B787,3406,178,17304,31969,45.2,15.0,11,20219
A320,8846,184,12902,35702,2.7,38.3,18,46209
B777,4774,188,9690,29771,47.0,-1.0,18,26861
B737,7188,96,15277,26029,61.7,37.2,13,37838
B777,13803,182,13301,33420,2.5,23.8,14,68984
A320,2419,124,2189,32347,25.0,43.1,8,11904
B787,13470,259,10943,35241,40.0,36.0,12,65179
B787,3961,417,14913,27428,51.6,28.3,4,26539
B777,11038,305,4991,33542,9.5,20.6,10,54887
A350,11256,469,6054,27863,30.4,15.1,8,58061
A380,8994,472,18839,40474,88.9,11.2,16,51180
A380,11744,462,15579,25262,0.9,22.5,1,62541
B737,8644,277,11871,26028,94.6,42.1,6,44732
B737,10374,59,586,25841,39.8,21.7,14,48388
A320,7752,108,196,31650,9.3,24.2,17,35996
B787,11646,232,7264,38284,84.6,1.5,4,56888
B777,7236,57,940,37316,14.2,-9.4,14,31174
B737,643,239,15983,30921,4.9,48.7,16,9805
B787,4186,430,9373,36342,99.1,19.8,4,25613
A320,10890,370,553,25078,76.8,23.3,7,52951
A320,5738,107,8838,29462,72.2,10.3,5,28193
B777,3558,319,15250,34271,66.5,46.5,3,22516
A350,8327,147,4485,30027,45.6,7.3,3,39990
A320,4833,91,18718,39751,58.3,-1.6,12,29206
B737,5376,393,2197,39636,57.0,32.4,10,29304
A350,11348,95,2463,28584,3.9,-0.1,6,51888
B787,6270,294,2313,32489,89.9,35.3,12,30783
A350,5093,322,9152,36573,50.2,-19.3,11,28674
A380,4213,231,5920,38039,15.8,16.9,7,23941
A320,2154,156,13593,35590,56.2,-11.2,11,15442
A320,10835,107,5488,40091,85.3,24.0,19,53799
A380,9792,439,13208,40910,92.8,-3.1,13,51958
A350,4040,150,12530,33755,32.3,10.0,19,22669
A380,5194,418,13703,39824,16.3,19.2,9,32907
B787,12699,208,5269,32734,54.0,44.4,16,61952
B777,10552,52,11578,34146,74.3,56.0,4,49399
A380,4075,376,295,25022,12.5,10.6,2,21240
B787,13634,293,582,27258,42.5,37.2,15,63567
B787,8631,216,18291,39387,50.2,-3.4,12,45486
A320,4912,432,16013,39262,68.4,13.2,2,30920
B787,10770,432,10950,37106,32.0,24.7,5,57428
A320,6021,454,14968,29835,68.7,-16.8,5,35570
A380,13648,100,13646,26087,42.8,40.8,11,68218
B787,4342,198,7542,31827,60.4,8.5,11,24305
A380,10586,425,8715,30489,81.1,13.5,7,55597
B787,7175,220,6469,41272,97.8,30.3,1,36296
A380,1384,89,12970,27487,55.2,36.0,8,12571
B787,2670,63,6367,33652,83.5,15.9,5,15088
A320,11086,198,14875,41927,8.3,22.4,14,55963
A380,7468,363,8671,33808,91.9,32.9,5,41047
B787,12675,286,16499,32241,14.0,23.4,1,64952
A350,8750,227,1387,29138,3.6,-8.3,8,43166
B787,510,347,18320,37676,72.7,20.4,17,10350
B737,6461,155,1045,38746,3.2,37.5,2,29587
A320,1532,183,8455,39712,83.8,31.5,17,10887
B787,7012,493,17265,29981,84.3,16.0,4,42784
A320,9098,260,10802,35699,0.9,29.0,18,45193
B737,3643,491,16418,26904,36.2,23.5,15,26313
A320,12245,387,6660,31060,57.7,-10.5,12,61411
A350,5286,261,1166,36611,69.9,15.1,7,28334
A350,8434,329,4622,25868,28.6,27.4,3,43308
B777,4970,473,7273,28090,29.0,33.2,2,29007
B777,13633,140,5866,32594,99.1,16.1,7,65002
B737,4929,244,16681,29472,84.3,24.3,18,30039
B777,11289,81,13942,41307,24.3,0.0,2,55935
B777,961,200,14445,29005,21.9,31.7,17,10701
A350,951,357,2764,26356,54.3,40.2,4,7594
A350,11729,444,17785,28678,70.9,30.1,19,61723
A350,7488,243,350,37319,2.1,28.9,16,36030
A320,13224,171,7407,36365,20.8,31.5,16,65548
B737,1176,497,11425,26105,98.0,42.9,19,13493
B787,10855,284,14819,29237,52.3,44.7,6,56099
B777,4175,349,7652,41408,93.2,10.5,12,23694
B737,11655,247,9708,29575,2.5,27.6,18,58723
B737,5552,140,15542,26386,75.3,14.4,14,32064
A380,5375,353,7893,34563,65.0,36.9,2,27940
B737,1042,89,6920,35515,39.5,21.3,3,5716
B737,1089,147,11893,36792,71.2,27.8,2,10971
B737,10617,256,8563,27086,55.7,13.3,2,54743
B777,2702,307,14275,27817,63.9,33.7,4,18767
A380,11146,398,17872,31055,20.0,24.6,1,60228
B787,5831,60,4595,25425,48.0,27.2,8,27506
B777,11066,403,722,27460,33.8,23.6,11,52080
B787,7745,91,6849,40785,91.6,29.4,8,37388
B737,13078,340,5770,39522,19.8,28.1,2,62692
A380,5233,227,5007,26813,57.8,32.8,9,29329
A320,4341,452,14324,28947,84.9,31.2,13,27582
A320,3416,467,6268,27068,32.7,18.1,3,22044
B737,6837,301,11048,33500,43.0,14.2,15,37430
B787,5602,464,13062,32157,37.2,24.2,5,33540
B777,1795,130,11031,41156,84.7,5.9,4,12577
A350,6353,285,17223,35339,92.8,41.0,16,36060
B787,5800,291,417,41859,94.3,50.2,19,27648
B737,4926,370,7567,38052,18.2,17.4,10,29900
B777,3664,193,10204,25962,0.7,35.8,9,21018
A320,5012,483,13589,39342,23.7,11.8,6,30247
