origin,destination,days_before_departure,season,seat_class,airline,distance_km,demand_score,competitor_price,is_holiday,price_usd
JFK,LAX,67,autumn,Economy,PacificAir,5218,0.7,855,1,1118
SYD,CDG,30,spring,First,PacificAir,3176,0.35,259,1,369
NRT,LAX,107,autumn,First,AeroGulf,596,0.44,1899,1,280
LAX,SYD,166,winter,Economy,AsiaJet,2463,0.24,1415,0,211
BOM,BOM,121,winter,Business,SkyMind,5901,0.75,317,0,1199
FRA,LHR,11,winter,Economy,PacificAir,8267,0.74,1544,0,780
CDG,LHR,72,winter,Business,EuroWings,11558,0.02,882,0,2075
NRT,SIN,347,summer,Business,AsiaJet,12718,0.06,645,1,4622
FRA,DXB,253,spring,First,EuroWings,1098,0.92,1784,1,228
LHR,BOM,285,summer,Economy,PacificAir,11673,0.89,1644,0,2138
JFK,NRT,119,summer,Business,AeroGulf,4463,0.51,139,0,1705
JFK,SYD,8,spring,Business,AeroGulf,9120,0.49,1889,1,3490
SIN,LHR,215,summer,Business,EuroWings,7793,0.81,125,0,457
JFK,NRT,221,spring,Business,AsiaJet,12473,0.14,590,1,2245
SYD,LAX,80,summer,First,PacificAir,1824,0.65,1520,0,462
CDG,LAX,72,autumn,First,SkyMind,11282,0.48,1148,0,688
BOM,LHR,200,autumn,First,AeroGulf,11106,0.74,298,0,2076
LHR,LHR,173,winter,First,EuroWings,8611,0.03,470,0,1477
LHR,NRT,289,autumn,First,PacificAir,2267,0.59,190,0,736
DXB,JFK,234,winter,Economy,AsiaJet,5664,0.56,498,0,2086
NRT,DXB,261,winter,Economy,SkyMind,10208,0.84,559,1,3731
SYD,DXB,145,winter,First,SkyMind,1839,0.68,656,1,221
LAX,NRT,22,summer,Business,AeroGulf,12786,0.88,324,0,4863
NRT,JFK,78,spring,Business,SkyMind,13351,0.89,888,0,967
DXB,LAX,230,autumn,Economy,PacificAir,12095,0.41,188,1,4489
JFK,JFK,160,spring,Economy,AeroGulf,11238,0.14,1419,1,2044
BOM,JFK,14,autumn,Economy,AeroGulf,9668,0.63,1298,1,1986
JFK,JFK,236,autumn,First,AeroGulf,6966,0.87,1465,0,2516
SYD,DXB,148,summer,Business,PacificAir,10306,0.07,672,0,3680
FRA,JFK,150,autumn,Business,EuroWings,10276,0.56,1393,1,749
JFK,NRT,30,spring,Economy,SkyMind,5963,0.11,811,0,1092
LHR,BOM,161,spring,Economy,SkyMind,5990,0.03,443,1,2107
FRA,SYD,261,autumn,Economy,EuroWings,4561,0.68,1958,0,1608
CDG,SIN,18,spring,Economy,AeroGulf,13343,0.68,1711,1,2632
LHR,SIN,63,winter,First,AsiaJet,8104,0.6,1298,0,3098
FRA,SIN,135,spring,Business,PacificAir,1770,0.86,569,1,493
NRT,BOM,157,winter,First,AeroGulf,718,0.08,1011,1,247
NRT,BOM,57,winter,Business,AeroGulf,1033,0.11,938,0,158
NRT,LHR,265,spring,First,AeroGulf,8451,0.86,885,1,575
CDG,SYD,254,winter,Business,SkyMind,10187,0.5,1118,1,3647
JFK,NRT,187,spring,First,SkyMind,10065,0.27,1146,1,3625
FRA,LHR,361,spring,Business,AsiaJet,12831,0.74,637,1,4684
NRT,JFK,327,autumn,First,PacificAir,4323,0.89,329,0,194
BOM,SYD,199,spring,Business,AeroGulf,12641,0.69,1829,1,4678
SIN,CDG,171,spring,Economy,SkyMind,564,0.79,229,0,403
NRT,CDG,315,autumn,Business,EuroWings,4841,0.28,1273,1,923
DXB,SYD,6,summer,Business,SkyMind,5582,0.29,726,1,2115
DXB,CDG,256,spring,First,AeroGulf,11834,0.86,265,0,4314
BOM,LHR,309,summer,Economy,AeroGulf,10416,0.61,1372,1,1870
LHR,BOM,320,summer,First,SkyMind,10897,0.23,781,0,549
FRA,SYD,248,autumn,Business,EuroWings,3485,0.52,1791,1,260
FRA,CDG,219,summer,Business,EuroWings,6094,0.69,674,1,1159
SYD,NRT,4,summer,Business,AeroGulf,4413,0.22,1396,1,295
SYD,CDG,1,winter,Business,SkyMind,9740,0.65,342,1,777
LAX,JFK,326,summer,First,PacificAir,8517,0.04,467,0,3070
DXB,LHR,31,autumn,Economy,PacificAir,12346,0.3,798,1,4495
LHR,LAX,321,spring,Business,AeroGulf,11564,0.67,726,1,4267
DXB,DXB,117,winter,First,EuroWings,4755,0.15,357,1,352
DXB,LHR,275,autumn,First,PacificAir,1504,0.22,1990,1,602
SIN,FRA,197,autumn,First,SkyMind,2622,0.88,1458,0,273
BOM,FRA,325,winter,First,AsiaJet,13266,0.67,306,1,4823
FRA,DXB,177,winter,First,AsiaJet,7196,0.5,1231,0,464
BOM,BOM,287,autumn,Business,EuroWings,4481,0.21,355,1,853
LAX,SIN,236,spring,Business,AsiaJet,13174,0.34,1744,0,2397
LHR,CDG,79,summer,Economy,SkyMind,971,0.57,346,1,432
SYD,NRT,243,spring,Economy,AeroGulf,3905,0.16,1349,0,249
SIN,BOM,311,summer,Economy,AeroGulf,808,0.48,277,1,152
JFK,FRA,205,spring,Economy,SkyMind,8195,0.41,1266,0,1645
SIN,SYD,211,winter,First,AeroGulf,11626,0.48,1269,0,4267
SIN,DXB,333,winter,First,SkyMind,13488,0.11,1200,1,4937
JFK,BOM,91,winter,First,SkyMind,8207,0.11,137,1,573
LAX,SIN,166,autumn,First,AsiaJet,3547,0.96,491,1,797
BOM,SYD,161,autumn,First,AsiaJet,10613,0.98,691,0,778
FRA,JFK,6,summer,First,EuroWings,11691,0.43,759,0,741
LHR,LHR,141,winter,First,AsiaJet,2517,0.79,1567,1,1008
JFK,DXB,205,autumn,First,AeroGulf,13866,0.66,893,0,951
FRA,FRA,20,autumn,Economy,AsiaJet,5381,0.12,1030,1,341
SYD,NRT,100,winter,Business,SkyMind,1978,0.3,220,0,440
NRT,JFK,165,spring,Economy,AsiaJet,11044,0.31,436,1,612
DXB,JFK,45,winter,First,AeroGulf,4697,0.6,1789,0,1025
DXB,BOM,337,summer,First,EuroWings,8221,0.58,1909,1,1547
BOM,DXB,227,winter,First,PacificAir,5370,0.92,783,0,337
CDG,LHR,315,spring,Business,SkyMind,3959,0.79,234,1,288
SIN,DXB,52,spring,First,AeroGulf,12446,0.86,1359,0,2528
JFK,SYD,146,winter,First,AeroGulf,9923,0.89,1158,1,839
LAX,SIN,281,autumn,Economy,PacificAir,5934,0.8,1135,0,1098
LAX,JFK,123,spring,Economy,EuroWings,11812,0.33,1500,1,813
SIN,JFK,207,summer,First,SkyMind,1071,0.22,1874,1,292
BOM,FRA,297,autumn,Business,EuroWings,4089,0.57,468,0,787
SIN,JFK,102,summer,Business,PacificAir,8839,0.69,1935,1,3395
BOM,LHR,274,summer,Economy,SkyMind,6418,0.39,1164,0,412
SYD,NRT,129,summer,Economy,AsiaJet,12135,0.85,153,1,2368
CDG,DXB,167,summer,Business,EuroWings,1096,0.96,1252,0,322
SYD,NRT,202,spring,Economy,AsiaJet,5573,0.57,380,1,402
CDG,FRA,102,autumn,First,SkyMind,1570,0.46,1459,0,215
CDG,BOM,71,winter,First,PacificAir,12437,0.84,348,1,914
SYD,SYD,8,spring,First,AsiaJet,4750,0.02,1120,1,1704
SIN,JFK,162,autumn,First,AsiaJet,4825,0.13,989,0,349
NRT,LAX,73,winter,Economy,AeroGulf,3871,0.85,1906,0,1700
LAX,FRA,345,winter,First,SkyMind,657,0.73,686,1,80
LHR,SYD,27,spring,First,PacificAir,9614,0.42,456,1,3676
LAX,DXB,169,autumn,First,AeroGulf,3818,0.89,586,0,359
NRT,CDG,263,summer,First,EuroWings,7211,0.35,1510,0,2673
FRA,SIN,288,summer,Business,PacificAir,13962,0.63,1808,0,2611
DXB,CDG,73,winter,First,AeroGulf,11038,0.63,1499,1,4203
SYD,JFK,209,spring,Economy,EuroWings,12742,0.18,1168,0,4573
NRT,NRT,99,spring,First,PacificAir,7721,0.28,1558,0,1439
JFK,JFK,31,summer,Business,AeroGulf,9938,0.92,1805,0,846
JFK,SYD,336,spring,First,PacificAir,9457,0.18,631,1,1688
DXB,NRT,33,spring,Economy,AsiaJet,12343,0.17,856,0,2334
SYD,SIN,213,autumn,Economy,AeroGulf,3112,0.48,1082,0,616
LHR,FRA,145,autumn,Business,AsiaJet,5062,0.09,306,0,1757
BOM,SYD,99,winter,Economy,AeroGulf,12520,0.89,1239,0,2416
SIN,SYD,310,autumn,Economy,AsiaJet,13273,0.1,778,1,721
SIN,FRA,310,spring,Economy,SkyMind,943,0.62,1990,1,356
NRT,LAX,180,summer,Business,AsiaJet,6473,0.34,384,0,2415
LAX,JFK,135,summer,Business,SkyMind,1404,0.8,1911,0,371
SYD,FRA,190,summer,Business,PacificAir,3410,0.59,1037,1,1292
JFK,BOM,30,winter,Business,EuroWings,11901,0.39,1970,1,807
SIN,SYD,82,summer,Business,EuroWings,2301,0.98,195,1,1063
LAX,LAX,57,autumn,Business,EuroWings,1425,0.07,1647,1,300
DXB,LHR,174,autumn,Business,SkyMind,12413,0.58,923,1,2365
BOM,CDG,208,spring,Business,EuroWings,13079,0.99,982,1,2594
BOM,NRT,326,winter,Business,EuroWings,8351,0.69,1903,0,3034
SYD,JFK,322,summer,First,AsiaJet,6430,0.74,1688,0,1220
CDG,SYD,183,spring,Business,EuroWings,9443,0.03,1733,0,3324
SYD,NRT,235,summer,First,SkyMind,9926,0.02,609,0,1769
FRA,CDG,107,summer,Business,AsiaJet,3422,0.04,1387,1,610
SIN,SIN,186,spring,Business,SkyMind,9354,0.99,925,0,1778
SIN,SYD,266,autumn,Business,AeroGulf,8055,0.98,1915,1,536
NRT,SYD,132,spring,First,EuroWings,11887,0.33,160,1,771
SIN,NRT,330,winter,First,SkyMind,10276,0.29,1252,1,1832
SIN,SYD,329,spring,Business,SkyMind,1419,0.15,188,0,389
LAX,SYD,318,summer,Business,AsiaJet,5504,0.33,1201,1,2019
CDG,FRA,171,autumn,First,AeroGulf,4719,0.37,1863,0,1857
JFK,BOM,298,spring,Business,AeroGulf,8759,0.75,169,1,641
JFK,DXB,24,autumn,Business,EuroWings,5070,0.87,784,0,2037
FRA,SIN,261,autumn,First,PacificAir,4953,0.75,492,1,1849
BOM,DXB,355,autumn,First,PacificAir,10458,0.65,723,0,3748
JFK,JFK,196,autumn,First,AsiaJet,6075,0.77,1508,1,2285
SIN,BOM,99,summer,Business,EuroWings,2453,0.74,1580,1,260
CDG,SYD,333,summer,First,AsiaJet,3068,0.48,1275,0,174
LAX,JFK,101,summer,Business,EuroWings,8445,0.34,1695,1,3131
CDG,SIN,352,summer,Economy,AeroGulf,4208,0.28,1354,0,1534
JFK,LHR,120,summer,Economy,PacificAir,5428,0.68,565,0,475
CDG,LHR,321,winter,Business,SkyMind,11363,0.96,1121,1,2077
SIN,NRT,203,winter,Business,PacificAir,3899,0.58,531,0,1523
NRT,LHR,90,spring,First,EuroWings,10045,0.91,1034,0,2000
NRT,SYD,195,autumn,Business,PacificAir,7070,0.01,373,0,2616
JFK,DXB,177,winter,Business,SkyMind,13796,0.79,1228,1,857
NRT,LAX,115,summer,First,AeroGulf,942,0.85,1471,1,546
NRT,FRA,333,autumn,Business,AeroGulf,1100,0.63,1431,0,238
SYD,DXB,32,summer,Economy,EuroWings,11858,0.93,1381,0,932
LAX,DXB,215,summer,Business,PacificAir,12634,0.59,1480,1,4603
NRT,LAX,308,spring,First,EuroWings,11501,0.24,332,1,4174
LAX,SYD,279,autumn,Business,PacificAir,12080,0.22,1287,0,786
NRT,FRA,243,summer,Business,AsiaJet,5082,0.56,1427,1,1798
SIN,SIN,286,summer,Business,EuroWings,3286,0.91,984,0,287
CDG,JFK,70,spring,Economy,PacificAir,3195,0.07,955,0,1144
BOM,NRT,71,autumn,First,AsiaJet,12340,0.6,902,1,941
SIN,LHR,111,winter,Economy,EuroWings,2552,0.77,809,0,987
NRT,CDG,158,autumn,Economy,AeroGulf,1131,0.12,948,0,210
FRA,CDG,37,summer,First,AsiaJet,3942,0.12,1729,1,224
DXB,DXB,304,winter,First,EuroWings,2254,0.37,1750,1,901
FRA,FRA,326,spring,Economy,SkyMind,7520,0.27,1195,1,456
DXB,LAX,35,spring,Economy,AeroGulf,11725,0.2,1971,0,4234
BOM,DXB,324,summer,Business,AsiaJet,10270,0.2,1929,1,3717
SYD,CDG,59,autumn,First,PacificAir,13999,0.13,253,0,5123
NRT,SYD,207,summer,Economy,SkyMind,525,0.61,1410,0,80
LAX,BOM,361,autumn,Business,PacificAir,8446,0.69,353,0,3077
DXB,LHR,66,spring,Economy,SkyMind,10901,0.7,791,0,825
JFK,BOM,262,summer,Economy,EuroWings,7797,0.53,1567,1,1477
CDG,FRA,270,summer,First,EuroWings,7053,0.95,107,1,1344
DXB,LHR,233,winter,Economy,PacificAir,6259,0.88,1312,0,1193
CDG,LHR,157,summer,First,PacificAir,8255,0.96,134,0,3080
LHR,LAX,106,autumn,Economy,PacificAir,13884,0.39,901,1,949
FRA,SYD,154,winter,Business,AsiaJet,11594,0.88,1261,0,4359
NRT,BOM,18,autumn,First,AeroGulf,1629,0.76,1803,0,347
FRA,DXB,260,winter,First,PacificAir,5496,0.34,1231,0,1040
LHR,FRA,313,spring,Business,EuroWings,12796,0.11,1431,0,2355
DXB,CDG,119,autumn,First,EuroWings,4645,0.68,239,0,1043
SIN,DXB,309,autumn,Business,PacificAir,6141,0.14,1484,1,2123
LHR,NRT,102,summer,First,PacificAir,9133,0.29,254,1,3233
LAX,LHR,25,spring,First,EuroWings,6397,0.5,758,1,609
JFK,LAX,180,winter,First,AsiaJet,7869,0.68,412,1,508
LAX,JFK,162,winter,First,SkyMind,4395,0.93,1341,0,891
SIN,FRA,350,spring,Economy,EuroWings,5297,0.59,665,1,1899
FRA,SYD,215,summer,Economy,SkyMind,13541,0.67,1650,0,4874
SYD,LHR,124,autumn,Economy,PacificAir,2328,0.31,1346,0,182
SYD,FRA,292,autumn,First,AeroGulf,10227,0.69,1489,1,607
CDG,SIN,156,summer,Economy,PacificAir,13017,0.44,800,1,4750
BOM,FRA,193,winter,First,PacificAir,1059,0.86,501,0,516
CDG,JFK,328,summer,First,PacificAir,9865,0.39,832,1,586
LAX,DXB,53,autumn,Business,EuroWings,10570,0.47,1935,0,3906
NRT,FRA,170,spring,Business,EuroWings,10947,0.43,1470,0,4022
JFK,CDG,335,winter,Business,AeroGulf,9776,0.81,1993,0,1831
NRT,NRT,98,summer,First,SkyMind,4414,0.95,483,1,1877
SIN,CDG,147,autumn,Business,SkyMind,13928,0.33,951,0,5062
JFK,DXB,300,winter,Business,SkyMind,8930,0.48,760,1,3331
DXB,BOM,30,summer,First,PacificAir,8550,0.71,1920,1,752
BOM,SIN,74,spring,First,AeroGulf,11606,0.9,1230,1,2242
SIN,SYD,172,winter,Economy,PacificAir,10787,0.49,882,0,661
JFK,BOM,84,spring,First,AeroGulf,10163,0.11,1465,0,1825
SIN,JFK,73,autumn,Economy,AsiaJet,7400,0.37,442,0,1493
DXB,SIN,232,winter,First,EuroWings,6087,0.55,1447,1,2226
CDG,LAX,290,spring,Business,PacificAir,5912,0.42,1886,0,995
JFK,LAX,127,summer,First,AsiaJet,10737,0.19,955,0,1958
BOM,SYD,85,spring,Economy,SkyMind,5112,0.04,675,1,1750
FRA,JFK,254,autumn,First,AsiaJet,4183,0.69,881,0,1516
NRT,SIN,152,summer,First,EuroWings,8896,0.99,1800,0,1745
LAX,SYD,312,spring,Business,EuroWings,7847,0.92,602,1,518
LAX,CDG,7,winter,First,EuroWings,4100,0.68,665,0,989
LHR,CDG,307,spring,Business,AsiaJet,10829,0.84,1438,0,724
NRT,SIN,136,winter,Economy,SkyMind,7143,0.26,739,0,418
SYD,FRA,184,winter,First,PacificAir,13919,0.62,1310,0,2579
SYD,BOM,314,spring,Economy,SkyMind,1713,0.06,1848,0,109
FRA,LAX,341,autumn,First,AeroGulf,7847,0.71,922,1,1413
JFK,FRA,227,winter,Business,AeroGulf,12526,0.97,1550,0,848
SYD,SYD,325,autumn,First,PacificAir,3591,0.86,791,0,157
SYD,BOM,244,winter,Business,EuroWings,1882,0.53,1930,0,333
SIN,FRA,264,winter,Economy,PacificAir,4180,0.79,1968,0,1550
SYD,LHR,251,spring,Economy,AsiaJet,10371,0.94,758,0,3666
BOM,SIN,170,winter,Business,EuroWings,8698,0.22,283,0,1632
JFK,JFK,54,summer,First,PacificAir,10577,0.79,573,1,2037
LHR,CDG,132,spring,Business,PacificAir,3998,0.27,1799,1,1525
LAX,LHR,315,summer,Business,AsiaJet,8987,0.88,1303,1,3301
SYD,SYD,94,summer,Business,AsiaJet,6006,0.1,1423,0,355
DXB,BOM,46,winter,Business,SkyMind,8955,0.18,1937,0,634
FRA,SIN,350,autumn,Economy,AeroGulf,2637,0.72,196,0,204
FRA,BOM,99,spring,Business,PacificAir,8155,0.17,1803,1,2957
LAX,BOM,234,autumn,Business,SkyMind,8624,0.16,435,1,1548
NRT,JFK,269,spring,Economy,EuroWings,5448,0.56,1304,1,425
LHR,DXB,37,summer,Economy,EuroWings,4365,0.83,1564,1,1021
SYD,JFK,75,winter,Economy,AeroGulf,5960,0.27,502,1,2262
LAX,FRA,58,winter,First,EuroWings,5948,0.84,1585,0,449
JFK,DXB,19,winter,First,AeroGulf,4996,0.81,1935,1,2033
SIN,LHR,188,autumn,Economy,EuroWings,4952,0.58,335,1,896
LAX,BOM,139,winter,Business,EuroWings,7398,0.65,705,1,563
LHR,SIN,143,winter,Business,PacificAir,3046,0.04,322,1,591
SIN,LAX,108,autumn,Economy,AsiaJet,5429,0.37,1015,1,1142
NRT,SYD,221,autumn,Economy,PacificAir,13222,0.26,1935,0,777
SIN,JFK,145,winter,First,SkyMind,8810,0.15,722,0,529
SYD,DXB,346,winter,Economy,AsiaJet,7714,0.39,1386,1,2778
CDG,DXB,5,summer,First,PacificAir,13810,0.35,1933,0,883
LAX,DXB,56,winter,Economy,AsiaJet,2895,0.73,161,1,408
SIN,FRA,255,autumn,Business,AsiaJet,8171,0.6,1352,0,541
LAX,JFK,222,spring,Economy,AsiaJet,12059,0.91,338,1,836
DXB,NRT,360,winter,Business,EuroWings,6014,0.15,1893,1,392
CDG,BOM,48,spring,Economy,AsiaJet,2202,0.06,1849,1,804
SYD,BOM,304,winter,First,EuroWings,9221,0.53,1712,0,1645
LAX,LHR,163,winter,Economy,AsiaJet,4174,0.0,657,1,1499
DXB,LAX,236,summer,Business,EuroWings,8994,0.79,855,0,1659
DXB,LAX,248,winter,Business,AsiaJet,12759,0.51,1673,1,819
LHR,SYD,100,autumn,Business,SkyMind,4751,0.49,706,1,1866
CDG,FRA,21,winter,Economy,PacificAir,12660,0.36,484,0,2321
JFK,NRT,102,spring,First,AsiaJet,513,0.37,1042,1,95
CDG,NRT,5,winter,First,SkyMind,7687,0.43,462,0,590
LHR,BOM,197,autumn,First,PacificAir,3303,0.02,1264,1,162
FRA,BOM,149,winter,Business,AeroGulf,1388,0.08,671,0,265
CDG,NRT,345,spring,Business,AsiaJet,12220,0.51,1076,0,4423
SYD,CDG,330,winter,First,AeroGulf,9888,0.15,1059,1,1676
CDG,CDG,211,summer,First,PacificAir,5040,0.78,1575,1,1947
LHR,CDG,160,winter,Economy,PacificAir,8590,0.27,1178,1,3079
NRT,NRT,146,spring,Economy,AsiaJet,2669,0.1,1230,1,497
FRA,LAX,58,spring,Economy,SkyMind,12260,0.24,386,0,4441
CDG,DXB,354,spring,First,AsiaJet,10923,0.36,1476,0,1941
BOM,FRA,240,summer,First,SkyMind,10535,0.04,1336,0,1985
LAX,JFK,79,winter,First,AsiaJet,4151,0.14,1721,0,297
NRT,SYD,152,spring,Business,SkyMind,12568,0.32,1000,0,2363
SYD,LAX,5,summer,First,EuroWings,8517,0.31,986,1,1632
SIN,LHR,181,summer,Economy,SkyMind,11410,0.8,793,1,836
FRA,SIN,352,spring,Economy,SkyMind,8740,0.84,280,0,554
NRT,BOM,201,autumn,Business,PacificAir,680,0.19,1288,1,283
DXB,NRT,133,winter,Economy,AeroGulf,4378,0.12,1219,0,1654
JFK,BOM,122,spring,Economy,AsiaJet,10109,0.63,1564,0,740
LHR,LHR,169,winter,Business,PacificAir,3964,0.8,1126,1,480
CDG,BOM,354,summer,Economy,AeroGulf,12111,0.96,1612,0,783
LAX,CDG,346,winter,Business,PacificAir,1029,0.01,1328,1,128
FRA,NRT,308,autumn,Economy,PacificAir,6271,0.41,494,1,1139
JFK,LHR,98,winter,Business,AsiaJet,5179,0.73,1877,0,1112
LHR,SYD,282,spring,Business,EuroWings,8440,0.83,397,0,565
LHR,DXB,268,spring,First,PacificAir,1786,0.06,794,0,682
CDG,CDG,326,spring,Business,AsiaJet,2690,0.68,1289,1,1030
FRA,JFK,340,winter,Economy,SkyMind,9398,0.29,1787,0,1629
CDG,CDG,19,spring,First,AeroGulf,11909,0.07,1008,0,2227
NRT,DXB,132,winter,First,AsiaJet,8985,0.49,1465,1,608
LAX,DXB,96,winter,First,EuroWings,2061,0.16,1525,1,129
SYD,LHR,210,spring,Business,AsiaJet,6128,0.74,1901,1,2270
SYD,FRA,5,autumn,Business,AsiaJet,13209,0.74,239,1,5014
DXB,SYD,128,spring,First,SkyMind,3111,0.84,1367,1,336
FRA,SIN,54,summer,Business,AeroGulf,7060,0.38,1426,1,2605
FRA,SIN,198,summer,Economy,AeroGulf,1160,0.01,849,0,397
LHR,SIN,206,autumn,Economy,EuroWings,3678,0.26,1334,1,606
JFK,NRT,180,summer,Economy,AeroGulf,3889,0.47,1462,1,262
NRT,LHR,241,autumn,Business,SkyMind,10798,0.69,1752,0,656
SIN,SYD,274,winter,Economy,EuroWings,3563,0.38,109,1,228
BOM,JFK,320,summer,Economy,SkyMind,6901,0.54,996,0,1295
SIN,JFK,138,autumn,Business,SkyMind,8627,0.52,1052,0,642
CDG,LHR,23,spring,Business,AsiaJet,3340,0.16,1623,0,1310
LAX,CDG,120,summer,Economy,AsiaJet,12188,0.62,170,0,2370
LHR,SIN,115,summer,First,AsiaJet,11270,0.44,1242,1,2092
BOM,SIN,82,autumn,First,PacificAir,6809,0.81,1754,1,597
NRT,BOM,196,winter,Business,SkyMind,7692,0.69,1006,1,2863
FRA,LHR,180,autumn,Business,AeroGulf,6554,0.11,1560,1,302
CDG,SYD,352,autumn,Business,EuroWings,10743,0.49,226,1,3811
JFK,LHR,175,summer,First,PacificAir,6646,0.7,359,0,499
BOM,CDG,198,autumn,Economy,AsiaJet,7061,0.09,327,1,2545
LHR,NRT,26,spring,First,PacificAir,11101,0.79,544,1,4242
DXB,BOM,99,autumn,Business,PacificAir,11645,0.22,1721,1,4263
DXB,CDG,233,spring,First,SkyMind,9060,0.5,877,1,1596
BOM,SYD,191,spring,Business,SkyMind,1038,0.94,1338,0,222
LHR,CDG,66,autumn,Economy,AeroGulf,3427,0.57,1512,0,354
NRT,BOM,246,winter,Business,EuroWings,2893,0.42,339,0,245
LHR,LHR,104,spring,Economy,EuroWings,9422,0.01,479,0,1751
SIN,SYD,191,spring,Economy,AsiaJet,1396,0.13,431,0,514
LAX,NRT,141,spring,First,AeroGulf,13855,0.58,1884,0,2662
LHR,LAX,179,winter,Business,EuroWings,7367,0.49,1025,0,1356
SIN,LAX,261,autumn,First,PacificAir,13351,0.36,1692,1,4789
FRA,BOM,175,winter,Business,PacificAir,6845,0.92,516,1,575
NRT,BOM,164,autumn,Business,EuroWings,2868,0.33,264,1,552
FRA,SIN,19,spring,Business,PacificAir,5059,0.54,949,0,1987
FRA,BOM,20,summer,First,PacificAir,13822,0.57,1319,1,5237
NRT,LHR,287,spring,First,AsiaJet,8247,0.53,338,1,548
NRT,NRT,361,autumn,Business,PacificAir,11372,0.48,378,0,4106
FRA,SIN,239,winter,First,EuroWings,2880,0.34,169,1,1028
FRA,NRT,44,spring,Business,SkyMind,514,0.91,1898,1,340
LHR,NRT,196,spring,First,PacificAir,11820,0.45,118,0,768
BOM,NRT,195,autumn,First,EuroWings,10045,0.53,337,0,730
NRT,SYD,357,autumn,Economy,PacificAir,3635,0.66,1010,0,1296
CDG,DXB,345,summer,First,AeroGulf,2777,0.07,1496,1,1020
BOM,LHR,49,spring,Business,AsiaJet,8702,0.78,1363,0,796
BOM,SYD,59,spring,First,SkyMind,2156,0.51,1465,1,327
FRA,DXB,132,spring,First,PacificAir,9939,0.66,1539,1,744
SYD,LAX,167,summer,Business,EuroWings,2160,0.77,1458,1,522
BOM,JFK,135,summer,First,SkyMind,2263,0.87,1438,1,224
FRA,CDG,89,spring,Economy,PacificAir,9233,0.39,169,1,3380
SYD,SIN,271,autumn,Economy,AeroGulf,2029,0.81,297,1,170
FRA,JFK,263,winter,Economy,EuroWings,8365,0.26,1116,0,2990
CDG,BOM,116,spring,Economy,AsiaJet,6338,0.66,1385,1,2429
NRT,LHR,196,spring,Business,PacificAir,7410,0.1,943,1,2777
NRT,JFK,354,spring,Business,EuroWings,9872,0.02,293,1,668
BOM,BOM,108,autumn,Economy,PacificAir,11380,0.1,1596,0,716
DXB,JFK,362,summer,Business,AsiaJet,3117,0.32,231,1,226
LHR,BOM,47,winter,First,AeroGulf,3254,0.03,474,0,166
DXB,SYD,241,winter,First,AsiaJet,9620,0.63,1193,0,714
FRA,LHR,309,summer,First,AsiaJet,8601,0.32,866,0,1484
SYD,DXB,230,spring,Economy,AsiaJet,1926,0.74,1820,1,243
LAX,DXB,245,spring,Economy,SkyMind,8567,0.05,845,1,1571
SYD,LHR,316,winter,Business,EuroWings,12351,0.22,1568,0,4417
LAX,SYD,250,winter,Business,PacificAir,5708,0.41,470,0,2083
SIN,LAX,77,spring,Business,AeroGulf,10925,0.38,1563,0,3966
SYD,SYD,62,autumn,Economy,PacificAir,12601,0.13,1992,0,4514
FRA,JFK,59,spring,Business,SkyMind,13682,0.99,329,1,2632
FRA,BOM,238,autumn,First,AeroGulf,6722,0.28,1265,0,1277
SYD,BOM,189,spring,First,SkyMind,8308,0.72,1746,1,3155
FRA,LAX,56,winter,First,PacificAir,2561,0.22,1206,0,101
FRA,LAX,78,spring,Economy,AeroGulf,12789,0.88,854,0,4903
LHR,LAX,222,spring,Business,PacificAir,3063,0.39,1642,1,1147
LHR,SIN,47,summer,Business,EuroWings,3303,0.9,1561,0,844
BOM,FRA,138,spring,Economy,SkyMind,6709,0.34,1589,0,2405
LHR,SIN,24,spring,Economy,EuroWings,2793,0.01,1053,1,571
DXB,LHR,29,spring,First,EuroWings,2125,0.52,1696,1,536
DXB,BOM,135,winter,Economy,PacificAir,6309,0.52,1999,1,2426
DXB,LHR,351,spring,First,PacificAir,1071,0.12,1451,0,126
CDG,JFK,350,autumn,First,AsiaJet,7899,0.23,1023,1,1491
NRT,LAX,281,autumn,Business,AsiaJet,13223,0.78,1336,1,2401
SYD,LHR,292,spring,First,AeroGulf,2900,0.04,282,1,514
JFK,DXB,189,winter,Business,PacificAir,10403,0.49,454,0,3785
NRT,NRT,71,autumn,First,SkyMind,9074,0.53,1874,1,3439
LHR,SYD,206,spring,Business,PacificAir,6329,0.69,1069,0,1246
LAX,SIN,242,spring,Economy,PacificAir,1583,0.04,664,1,152
LAX,SIN,306,autumn,Business,EuroWings,2449,0.59,1343,0,965
SIN,JFK,184,winter,Economy,EuroWings,11209,0.0,1718,0,586
LHR,CDG,128,winter,Business,AsiaJet,6030,0.27,1807,1,481
FRA,BOM,230,autumn,Economy,AeroGulf,5702,0.5,1094,0,2155
BOM,LHR,41,spring,Economy,AeroGulf,12861,0.91,127,1,2538
SIN,CDG,281,winter,Economy,PacificAir,5930,0.13,913,0,382
NRT,BOM,162,summer,First,SkyMind,3997,0.17,1300,0,741
SIN,DXB,312,spring,Economy,EuroWings,5996,0.67,1502,0,419
LHR,SIN,340,winter,Business,SkyMind,12006,0.37,550,0,2150
CDG,DXB,158,spring,Economy,EuroWings,5430,0.62,586,0,2084
