origin,season,budget_usd,trip_type,duration_days,past_destinations,recommended_dest
DXB,spring,5895,leisure,26,10,NRT
NRT,winter,1452,business,14,14,SIN
SYD,winter,6704,business,7,14,NRT
LAX,spring,1896,family,12,15,SIN
JFK,summer,7897,family,14,2,NRT
CDG,autumn,4473,leisure,12,3,LHR
SIN,winter,6306,business,17,17,NRT
SYD,spring,7710,family,9,11,NRT
JFK,spring,5809,business,27,9,NRT
NRT,summer,6381,business,19,17,NRT
SYD,winter,581,family,6,13,BOM
SIN,autumn,5734,business,8,19,NRT
BOM,spring,7185,family,28,10,NRT
DXB,summer,2209,family,18,12,CDG
CDG,spring,5270,business,1,6,NRT
JFK,autumn,7993,family,6,13,NRT
BOM,autumn,579,family,29,1,BOM
JFK,spring,6554,leisure,22,3,NRT
JFK,winter,881,family,9,19,BOM
SIN,spring,307,family,29,18,BOM
FRA,spring,6638,family,21,5,NRT
NRT,summer,2361,business,19,3,CDG
LHR,autumn,3919,leisure,21,6,LHR
BOM,spring,272,leisure,16,4,BOM
SYD,winter,7065,family,15,8,NRT
BOM,spring,2885,leisure,23,18,CDG
BOM,winter,6661,family,2,10,NRT
FRA,winter,1396,family,27,18,SIN
JFK,autumn,3873,family,8,12,LHR
SIN,winter,4619,leisure,27,2,LHR
LAX,spring,7298,leisure,29,1,NRT
FRA,spring,3385,family,4,18,LHR
SIN,summer,1013,leisure,18,7,SIN
LHR,winter,506,leisure,23,2,BOM
CDG,autumn,558,family,11,5,BOM
LAX,winter,7893,family,22,10,NRT
FRA,summer,6439,business,13,10,NRT
DXB,summer,364,family,16,4,DXB
LHR,summer,5680,family,7,3,NRT
JFK,winter,6584,business,23,6,NRT
FRA,autumn,7587,family,4,10,NRT
CDG,summer,6340,leisure,6,16,NRT
BOM,summer,2022,leisure,1,2,CDG
BOM,winter,3175,leisure,28,10,LHR
SYD,summer,5737,leisure,17,9,NRT
LAX,autumn,7325,business,27,15,NRT
LAX,summer,746,leisure,28,5,DXB
BOM,summer,7038,business,18,6,NRT
LHR,autumn,3476,business,13,5,LHR
SIN,autumn,3920,family,16,13,LHR
SYD,winter,3459,family,21,12,LHR
DXB,spring,4014,leisure,23,13,LHR
CDG,autumn,5438,business,8,18,NRT
CDG,winter,1435,business,15,14,SIN
CDG,autumn,2957,business,17,6,CDG
SIN,summer,4699,family,13,5,LHR
FRA,spring,6751,leisure,27,5,NRT
CDG,summer,6520,family,8,2,NRT
JFK,spring,3677,family,15,17,LHR
LHR,spring,2874,leisure,11,19,CDG
DXB,autumn,6943,leisure,10,12,NRT
JFK,winter,2910,business,1,4,CDG
SIN,summer,7900,business,26,18,NRT
JFK,autumn,6551,family,24,18,NRT
SYD,summer,5182,leisure,17,6,NRT
LHR,winter,4258,leisure,14,10,LHR
LHR,summer,1696,business,15,4,SIN
CDG,summer,1332,family,7,9,SIN
SYD,spring,6442,business,28,2,NRT
BOM,winter,4288,family,2,15,LHR
LAX,autumn,6526,leisure,18,19,NRT
NRT,summer,7971,business,12,6,NRT
BOM,summer,3167,business,15,14,LHR
CDG,autumn,745,family,18,16,BOM
SYD,winter,1617,business,6,17,SIN
DXB,spring,1194,family,28,19,SIN
CDG,winter,1951,leisure,19,8,SIN
BOM,spring,3925,family,2,2,LHR
NRT,autumn,2857,leisure,20,6,CDG
LAX,autumn,684,family,28,2,BOM
JFK,spring,7095,family,8,5,NRT
JFK,winter,6515,business,18,17,NRT
FRA,spring,2926,family,26,15,CDG
SYD,winter,5925,leisure,15,4,NRT
LAX,winter,2545,family,5,9,CDG
CDG,winter,2353,business,17,7,CDG
CDG,summer,1269,family,13,5,SIN
LHR,spring,2408,family,9,13,CDG
FRA,spring,7820,family,9,1,NRT
JFK,spring,5971,family,22,4,NRT
NRT,summer,2744,business,6,6,CDG
LHR,spring,727,family,24,5,BOM
CDG,autumn,1790,business,20,14,SIN
BOM,winter,643,family,5,11,BOM
CDG,summer,7838,leisure,10,17,NRT
SIN,spring,4248,leisure,10,1,LHR
SYD,autumn,7432,leisure,5,10,NRT
FRA,summer,241,family,27,10,DXB
NRT,winter,2829,leisure,1,13,CDG
JFK,summer,2467,business,4,2,CDG
LAX,spring,4300,leisure,3,2,LHR
CDG,winter,6768,family,23,9,NRT
CDG,summer,1232,business,4,1,SIN
JFK,winter,3976,family,8,18,LHR
NRT,autumn,2295,family,19,3,CDG
LHR,spring,3722,leisure,15,4,LHR
LAX,summer,4069,leisure,16,2,LHR
LHR,spring,6064,family,16,3,NRT
SIN,spring,4928,family,12,18,LHR
BOM,summer,7836,business,15,19,NRT
LAX,autumn,1392,leisure,13,10,SIN
FRA,spring,2693,leisure,26,11,CDG
NRT,spring,3015,business,2,16,LHR
FRA,summer,4056,leisure,20,5,LHR
BOM,summer,1419,family,14,12,SIN
JFK,spring,3112,leisure,25,12,LHR
LAX,spring,2102,business,7,16,CDG
SYD,winter,2816,leisure,16,14,CDG
CDG,summer,4527,business,3,12,LHR
LHR,spring,3749,family,20,19,LHR
FRA,winter,1396,leisure,27,13,SIN
LAX,summer,7907,leisure,19,5,NRT
LAX,winter,2624,family,15,13,CDG
NRT,autumn,7391,business,4,6,NRT
LHR,winter,512,family,1,6,BOM
JFK,winter,945,leisure,1,17,BOM
NRT,summer,1438,leisure,22,1,SIN
SIN,winter,5528,family,26,6,NRT
LHR,autumn,3186,family,23,10,LHR
FRA,autumn,306,business,16,13,BOM
CDG,winter,4359,leisure,9,11,LHR
DXB,winter,2859,family,1,9,CDG
CDG,summer,4200,leisure,24,18,LHR
LAX,summer,2601,family,9,17,CDG
DXB,autumn,4393,leisure,26,5,LHR
CDG,winter,7267,business,13,16,NRT
SYD,winter,2825,business,22,2,CDG
SIN,autumn,5654,family,20,13,NRT
SIN,autumn,5661,business,12,9,NRT
JFK,winter,870,business,16,4,BOM
BOM,autumn,6741,family,5,19,NRT
SYD,summer,4058,leisure,14,4,LHR
JFK,spring,5993,business,28,19,NRT
SYD,spring,6907,family,17,6,NRT
BOM,autumn,2470,business,1,9,CDG
FRA,autumn,3948,business,28,13,LHR
LHR,spring,6992,business,12,8,NRT
LAX,autumn,2204,business,1,7,CDG
LAX,autumn,770,leisure,5,19,BOM
FRA,summer,3197,leisure,13,18,LHR
SYD,spring,3559,business,5,11,LHR
NRT,autumn,2587,leisure,7,16,CDG
FRA,winter,3693,business,28,13,LHR
BOM,winter,7277,leisure,11,5,NRT
LAX,spring,5877,business,4,18,NRT
SYD,summer,2380,leisure,12,14,CDG
BOM,winter,7119,business,26,12,NRT
SYD,winter,1858,family,26,5,SIN
DXB,winter,7198,family,9,12,NRT
SYD,autumn,6617,business,24,1,NRT
CDG,autumn,1037,business,13,17,SIN
LAX,spring,5521,business,4,1,NRT
DXB,autumn,5138,business,14,17,NRT
DXB,autumn,2081,family,29,17,CDG
NRT,winter,3003,family,9,3,LHR
CDG,winter,705,family,26,3,BOM
CDG,summer,2569,family,8,4,CDG
CDG,winter,5560,family,17,3,NRT
DXB,spring,1352,business,27,9,SIN
SIN,summer,4805,leisure,27,6,LHR
CDG,spring,7401,business,13,8,NRT
LHR,spring,617,family,29,4,BOM
SYD,autumn,883,business,11,17,BOM
NRT,spring,6225,business,3,8,NRT
JFK,winter,4464,family,13,9,LHR
BOM,winter,4975,family,19,10,LHR
DXB,autumn,841,leisure,23,2,BOM
LHR,autumn,5386,business,23,4,NRT
FRA,autumn,5094,family,17,14,NRT
LAX,winter,6630,business,8,4,NRT
CDG,autumn,4094,business,24,15,LHR
NRT,winter,1692,family,29,1,SIN
FRA,autumn,3490,family,21,7,LHR
LAX,summer,1629,business,7,13,SIN
FRA,winter,4313,leisure,19,1,LHR
NRT,winter,6064,business,11,8,NRT
JFK,spring,6967,business,10,19,NRT
DXB,autumn,7606,leisure,10,2,NRT
CDG,winter,1677,leisure,9,6,SIN
SYD,winter,1431,leisure,4,5,SIN
JFK,spring,4213,family,3,1,LHR
LAX,winter,6403,family,10,5,NRT
LHR,summer,6831,family,20,7,NRT
SIN,winter,704,family,14,1,BOM
DXB,summer,5735,business,25,13,NRT
LHR,winter,6955,business,19,19,NRT
CDG,autumn,5961,business,22,7,NRT
SYD,autumn,703,leisure,5,18,BOM
DXB,winter,4936,leisure,16,14,LHR
SYD,autumn,1384,family,16,16,SIN
BOM,winter,1050,business,3,13,SIN
LHR,spring,1701,leisure,21,15,SIN
JFK,spring,1892,family,18,9,SIN
FRA,winter,5202,leisure,27,9,NRT
SYD,spring,1686,family,14,16,SIN
LHR,autumn,1058,family,5,8,SIN
FRA,spring,1475,leisure,24,15,SIN
NRT,autumn,7013,family,6,19,NRT
BOM,autumn,3562,family,12,16,LHR
DXB,winter,1762,business,14,9,SIN
LHR,autumn,7099,leisure,24,5,NRT
BOM,autumn,5917,family,11,7,NRT
BOM,summer,3427,business,11,14,LHR
SIN,winter,5630,leisure,13,17,NRT
LHR,winter,5793,business,8,7,NRT
SIN,winter,3836,leisure,29,17,LHR
LAX,spring,877,leisure,4,10,BOM
SIN,autumn,3806,leisure,28,8,LHR
LAX,autumn,3492,family,29,6,LHR
SYD,summer,7371,leisure,25,2,NRT
SYD,winter,6645,business,15,9,NRT
CDG,autumn,5295,family,12,19,NRT
FRA,summer,2086,business,19,3,CDG
LHR,autumn,4836,leisure,4,1,LHR
LAX,winter,4770,leisure,20,8,LHR
SIN,summer,7919,family,16,6,NRT
FRA,spring,1479,business,10,13,SIN
LHR,summer,3955,family,29,14,LHR
LAX,summer,2585,leisure,18,16,CDG
NRT,summer,3603,family,3,11,LHR
CDG,summer,6552,business,13,18,NRT
SYD,summer,6132,leisure,16,12,NRT
SIN,autumn,3332,business,13,4,LHR
JFK,summer,271,leisure,22,5,DXB
LAX,summer,3087,leisure,27,7,LHR
LHR,winter,4028,leisure,13,8,LHR
CDG,summer,2959,leisure,22,14,CDG
JFK,autumn,2661,leisure,9,19,CDG
LAX,summer,4539,business,22,1,LHR
LHR,autumn,7753,family,21,2,NRT
JFK,summer,7316,business,11,13,NRT
LAX,winter,635,business,17,7,BOM
NRT,autumn,4779,business,12,9,LHR
JFK,autumn,3309,business,5,17,LHR
NRT,summer,2181,leisure,15,11,CDG
NRT,autumn,5933,family,2,9,NRT
CDG,summer,7181,leisure,14,4,NRT
LAX,winter,2443,business,22,8,CDG
NRT,winter,2017,family,19,18,CDG
FRA,winter,5225,family,11,10,NRT
DXB,spring,7489,business,29,19,NRT
JFK,summer,6886,family,25,17,NRT
LAX,winter,6724,business,8,16,NRT
BOM,autumn,2220,leisure,29,10,CDG
CDG,winter,5842,leisure,14,9,NRT
SIN,summer,3018,family,16,14,LHR
DXB,spring,7626,business,2,7,NRT
DXB,summer,3067,leisure,5,1,LHR
FRA,winter,2248,family,12,17,CDG
FRA,summer,4294,leisure,10,5,LHR
SIN,summer,950,family,15,4,DXB
SYD,autumn,2677,business,13,9,CDG
SIN,spring,3526,leisure,24,17,LHR
BOM,autumn,6727,leisure,6,16,NRT
LAX,winter,2893,family,14,13,CDG
SYD,summer,541,business,10,15,DXB
NRT,spring,4498,business,12,15,LHR
SYD,autumn,1407,leisure,10,15,SIN
FRA,spring,993,leisure,21,2,BOM
CDG,winter,644,leisure,27,8,BOM
JFK,winter,1713,family,10,7,SIN
CDG,spring,2718,leisure,25,9,CDG
LHR,spring,4141,family,19,13,LHR
NRT,winter,4621,family,18,18,LHR
SYD,spring,3565,business,3,8,LHR
LAX,winter,1318,business,20,1,SIN
DXB,winter,221,family,3,18,BOM
LHR,spring,2378,business,8,13,CDG
BOM,winter,1919,leisure,1,11,SIN
JFK,winter,225,business,21,11,BOM
CDG,autumn,6665,business,18,9,NRT
LHR,winter,3293,business,14,16,LHR
LAX,winter,3072,family,8,6,LHR
LAX,winter,739,business,19,16,BOM
NRT,spring,5974,business,17,7,NRT
NRT,autumn,7565,leisure,10,3,NRT
LHR,autumn,4932,leisure,14,11,LHR
JFK,winter,679,business,26,13,BOM
LHR,autumn,1244,business,11,19,SIN
NRT,summer,1504,business,2,1,SIN
JFK,autumn,4508,leisure,7,3,LHR
DXB,summer,1178,leisure,12,14,SIN
FRA,spring,4179,family,13,14,LHR
FRA,autumn,1297,leisure,18,3,SIN
LAX,winter,7356,leisure,16,5,NRT
NRT,winter,2093,family,16,2,CDG
JFK,spring,1013,leisure,4,2,SIN
JFK,winter,288,family,14,17,BOM
NRT,summer,4164,leisure,19,9,LHR
BOM,winter,3009,business,27,15,LHR
LHR,autumn,1986,family,10,10,SIN
NRT,spring,727,business,23,8,BOM
SYD,summer,5044,family,15,4,NRT
SYD,winter,2822,leisure,27,19,CDG
LAX,spring,3438,business,6,15,LHR
DXB,summer,5603,family,4,11,NRT
JFK,autumn,443,family,4,4,BOM
DXB,spring,1280,business,16,8,SIN
SYD,winter,7939,business,9,11,NRT
SIN,winter,3145,business,22,10,LHR
SIN,winter,5396,family,4,2,NRT
CDG,summer,7045,family,14,11,NRT
LHR,spring,4092,leisure,6,13,LHR
JFK,winter,808,business,11,1,BOM
BOM,autumn,3145,family,25,10,LHR
LAX,winter,5777,business,16,6,NRT
DXB,winter,309,leisure,28,13,BOM
LHR,autumn,5931,business,8,6,NRT
NRT,winter,3472,leisure,17,10,LHR
JFK,spring,6299,business,21,2,NRT
SIN,winter,991,family,11,12,BOM
LAX,summer,1966,family,10,1,SIN
DXB,summer,6546,family,29,2,NRT
SYD,summer,1361,leisure,2,12,SIN
SIN,autumn,4319,leisure,24,8,LHR
LAX,summer,1622,business,6,7,SIN
LAX,summer,3614,leisure,22,1,LHR
LAX,spring,2380,business,12,4,CDG
JFK,winter,7663,business,20,7,NRT
BOM,summer,1137,business,11,5,SIN
SYD,summer,6776,leisure,13,16,NRT
LHR,summer,5436,leisure,26,14,NRT
DXB,winter,5078,business,13,12,NRT
FRA,autumn,4360,family,29,3,LHR
LHR,summer,7793,business,23,3,NRT
SIN,summer,457,family,12,5,DXB
LAX,winter,7916,family,11,9,NRT
BOM,winter,1631,family,11,8,SIN
SYD,spring,6611,leisure,6,17,NRT
BOM,autumn,2411,leisure,16,7,CDG
JFK,spring,2770,business,7,13,CDG
SIN,summer,3571,leisure,21,6,LHR
BOM,winter,2736,leisure,8,13,CDG
SYD,summer,7381,family,11,15,NRT
SIN,autumn,7652,business,6,11,NRT
SYD,summer,4907,family,13,2,LHR
DXB,spring,7049,business,7,11,NRT
CDG,summer,5830,family,12,9,NRT
LHR,summer,1770,family,16,14,SIN
LAX,spring,774,business,22,9,BOM
LAX,summer,359,leisure,24,7,DXB
BOM,spring,4795,family,2,2,LHR
LAX,spring,5245,family,27,3,NRT
SIN,spring,2545,business,18,9,CDG
SYD,winter,5535,leisure,18,17,NRT
NRT,spring,4002,leisure,20,10,LHR
JFK,spring,4893,leisure,1,14,LHR
LHR,winter,4544,family,17,14,LHR
BOM,winter,643,business,3,1,BOM
CDG,summer,4907,leisure,20,12,LHR
LAX,winter,6135,business,24,3,NRT
CDG,spring,3398,family,6,18,LHR
SYD,spring,4821,business,13,7,LHR
SIN,autumn,3610,family,4,13,LHR
NRT,autumn,6984,business,9,7,NRT
NRT,spring,7273,leisure,8,3,NRT
LAX,autumn,2051,family,29,11,CDG
JFK,spring,6472,business,8,7,NRT
LAX,summer,1327,business,17,15,SIN
FRA,spring,588,family,22,15,BOM
SIN,winter,5589,business,15,1,NRT
BOM,autumn,5794,family,15,4,NRT
CDG,winter,6345,family,12,11,NRT
SYD,spring,3293,family,8,10,LHR
JFK,spring,2564,business,22,13,CDG
DXB,winter,4581,leisure,29,11,LHR
LHR,summer,5714,business,19,11,NRT
NRT,winter,1366,business,12,3,SIN
JFK,autumn,6636,leisure,4,14,NRT
LHR,winter,6844,business,9,14,NRT
NRT,winter,4910,leisure,24,16,LHR
JFK,summer,7659,leisure,16,13,NRT
CDG,spring,6713,leisure,14,19,NRT
LHR,winter,7419,leisure,25,14,NRT
LAX,summer,7432,leisure,14,18,NRT
SYD,autumn,5399,business,2,16,NRT
NRT,summer,3587,leisure,6,7,LHR
SIN,spring,4034,business,26,3,LHR
LAX,winter,584,family,24,3,BOM
LHR,winter,5402,business,20,5,NRT
LAX,winter,6597,family,20,5,NRT
JFK,autumn,1591,family,18,13,SIN
SIN,autumn,5456,business,13,18,NRT
JFK,winter,7338,family,18,8,NRT
SIN,summer,6746,business,15,2,NRT
SYD,summer,7145,business,21,4,NRT
BOM,winter,3132,business,19,1,LHR
BOM,summer,6480,leisure,1,18,NRT
DXB,summer,1513,business,7,7,SIN
BOM,summer,7921,family,15,9,NRT
SYD,summer,852,leisure,15,13,DXB
LHR,winter,5250,family,10,10,NRT
CDG,winter,3772,business,19,17,LHR
DXB,summer,3605,family,1,19,LHR
DXB,winter,7681,leisure,29,2,NRT
SIN,summer,3807,leisure,4,13,LHR
LHR,summer,1973,business,8,13,SIN
JFK,winter,1415,business,29,12,SIN
CDG,summer,7914,family,28,5,NRT
SIN,autumn,6614,leisure,10,13,NRT
SYD,winter,4632,leisure,18,7,LHR
DXB,summer,3768,leisure,25,6,LHR
JFK,spring,2396,family,5,8,CDG
SYD,spring,3973,family,18,10,LHR
DXB,spring,6782,business,17,10,NRT
CDG,autumn,5514,leisure,21,4,NRT
NRT,winter,4744,family,4,12,LHR
SIN,spring,6293,family,9,13,NRT
JFK,winter,2340,leisure,20,19,CDG
LAX,autumn,4597,business,2,7,LHR
FRA,summer,3022,leisure,7,12,LHR
LAX,summer,2735,family,19,10,CDG
JFK,winter,3096,family,19,6,LHR
FRA,spring,6560,leisure,22,4,NRT
CDG,winter,573,family,15,14,BOM
DXB,autumn,1584,leisure,21,8,SIN
BOM,summer,1270,leisure,3,17,SIN
CDG,winter,7154,business,4,13,NRT
JFK,winter,930,leisure,12,19,BOM
NRT,autumn,7570,business,5,18,NRT
BOM,spring,6442,family,7,6,NRT
BOM,autumn,4882,leisure,13,18,LHR
SIN,winter,6459,family,13,15,NRT
SYD,spring,3519,leisure,2,5,LHR
NRT,spring,473,leisure,6,5,BOM
FRA,spring,7067,family,4,9,NRT
DXB,winter,1869,business,21,7,SIN
SIN,summer,5238,leisure,5,1,NRT
SYD,spring,4631,family,10,15,LHR
LAX,winter,4790,leisure,8,12,LHR
BOM,spring,3056,business,26,12,LHR
BOM,autumn,4911,business,21,5,LHR
FRA,autumn,4745,family,10,13,LHR
LAX,winter,6721,family,5,6,NRT
NRT,winter,7200,business,2,10,NRT
LAX,spring,2120,business,5,8,CDG
JFK,autumn,6007,leisure,17,16,NRT
SYD,summer,5449,leisure,26,13,NRT
SIN,spring,4878,leisure,1,9,LHR
DXB,autumn,3093,business,20,2,LHR
DXB,spring,3481,leisure,18,17,LHR
CDG,summer,2472,family,21,17,CDG
JFK,spring,5220,family,3,12,NRT
BOM,summer,4360,family,11,18,LHR
SYD,autumn,2490,business,25,13,CDG
FRA,spring,5798,business,9,4,NRT
BOM,summer,5949,business,6,11,NRT
SIN,spring,6324,family,2,1,NRT
CDG,summer,2355,family,28,3,CDG
SYD,spring,7597,family,5,8,NRT
SIN,autumn,6370,business,12,4,NRT
FRA,summer,7138,family,18,13,NRT
BOM,winter,7987,family,8,14,NRT
LAX,spring,6196,business,25,15,NRT
NRT,summer,713,leisure,5,2,DXB
JFK,autumn,1819,business,12,10,SIN
CDG,winter,4983,leisure,8,5,LHR
FRA,autumn,3672,family,23,9,LHR
SYD,autumn,5870,business,22,14,NRT
NRT,winter,1985,business,23,7,SIN
LAX,summer,3566,leisure,9,3,LHR
FRA,summer,7247,business,1,11,NRT
CDG,winter,501,family,13,13,BOM
NRT,spring,2122,leisure,1,14,CDG
CDG,spring,4038,family,20,11,LHR
LAX,spring,3976,leisure,3,3,LHR
LHR,autumn,4068,leisure,11,3,LHR
NRT,summer,6456,family,12,10,NRT
LHR,spring,5862,family,9,8,NRT
SIN,autumn,4366,leisure,26,3,LHR
NRT,winter,5820,leisure,9,8,NRT
FRA,summer,7546,business,9,15,NRT
BOM,spring,2618,business,23,16,CDG
LHR,summer,6804,leisure,13,16,NRT
SYD,winter,2607,leisure,15,6,CDG
LAX,summer,1409,family,10,5,SIN
SIN,spring,1884,leisure,17,12,SIN
DXB,summer,678,leisure,23,19,DXB
BOM,winter,993,family,10,14,BOM
DXB,autumn,5157,family,10,7,NRT
NRT,winter,4358,business,25,11,LHR
SIN,winter,2728,family,8,14,CDG
BOM,winter,7721,family,21,6,NRT
SYD,summer,5764,leisure,6,4,NRT
LHR,spring,5507,leisure,25,17,NRT
CDG,spring,1529,leisure,23,7,SIN
LAX,summer,1225,business,15,12,SIN
SIN,winter,268,business,22,3,BOM
FRA,winter,1974,leisure,15,9,SIN
NRT,summer,838,family,27,9,DXB
CDG,summer,7855,family,18,12,NRT
BOM,winter,5429,family,21,15,NRT
LAX,winter,4301,family,14,4,LHR
SYD,spring,5731,business,23,10,NRT
FRA,autumn,3461,family,3,9,LHR
SIN,winter,7514,family,14,13,NRT
BOM,summer,4126,business,11,14,LHR
LHR,summer,887,business,2,1,DXB
BOM,autumn,4904,business,11,17,LHR
SIN,autumn,1668,business,21,7,SIN
JFK,spring,7616,family,15,9,NRT
BOM,autumn,4167,business,22,12,LHR
JFK,spring,5603,family,6,11,NRT
FRA,autumn,3157,family,11,2,LHR
LAX,spring,4365,leisure,28,5,LHR
CDG,winter,2586,family,22,18,CDG
BOM,spring,7753,leisure,23,4,NRT
CDG,winter,2958,business,9,14,CDG
JFK,winter,5413,family,23,6,NRT
LHR,winter,2114,leisure,1,10,CDG
SIN,winter,2921,family,1,1,CDG
BOM,summer,721,business,25,10,DXB
SYD,autumn,5505,business,3,7,NRT
CDG,summer,491,family,24,2,DXB
NRT,spring,6408,business,17,4,NRT
FRA,autumn,2101,family,4,16,CDG
SYD,winter,6631,leisure,19,12,NRT
LHR,winter,1634,business,11,4,SIN
NRT,autumn,2605,leisure,23,15,CDG
BOM,spring,3220,business,19,2,LHR
BOM,winter,1001,family,5,10,SIN
CDG,summer,947,family,13,7,DXB
FRA,autumn,852,business,18,5,BOM
DXB,spring,1471,business,15,9,SIN
LHR,autumn,4513,business,3,19,LHR
JFK,autumn,3794,leisure,1,1,LHR
SIN,spring,5128,family,12,13,NRT
SYD,spring,5072,family,28,17,NRT
CDG,winter,6065,leisure,19,2,NRT
SYD,spring,3103,business,8,3,LHR
JFK,summer,2921,leisure,29,16,CDG
JFK,summer,7566,business,29,3,NRT
FRA,summer,798,family,19,9,DXB
BOM,autumn,4620,business,1,5,LHR
CDG,winter,4060,leisure,22,18,LHR
JFK,autumn,3450,leisure,1,15,LHR
DXB,summer,7676,leisure,13,5,NRT
FRA,spring,6186,business,19,1,NRT
CDG,autumn,1176,business,2,19,SIN
FRA,winter,713,family,11,17,BOM
BOM,summer,380,family,3,12,DXB
LHR,winter,7985,business,29,16,NRT
CDG,winter,5731,family,26,17,NRT
FRA,summer,7738,leisure,10,8,NRT
SYD,winter,2380,leisure,2,11,CDG
SIN,autumn,1874,family,17,6,SIN
LAX,winter,2862,family,11,15,CDG
SIN,winter,4815,business,5,9,LHR
SYD,spring,4499,family,4,16,LHR
SYD,winter,2389,business,17,5,CDG
SIN,autumn,7818,business,29,2,NRT
FRA,winter,406,leisure,29,7,BOM
NRT,autumn,3495,family,3,12,LHR
FRA,autumn,4762,business,26,11,LHR
LAX,summer,1946,leisure,28,17,SIN
CDG,autumn,6734,family,5,8,NRT
CDG,spring,3731,leisure,7,1,LHR
SIN,autumn,7694,family,17,12,NRT
BOM,spring,492,family,9,6,BOM
LAX,summer,7787,leisure,7,17,NRT
DXB,spring,1310,business,3,10,SIN
FRA,winter,297,family,26,3,BOM
JFK,summer,571,leisure,21,13,DXB
SYD,winter,4398,leisure,5,8,LHR
BOM,spring,6013,business,23,17,NRT
NRT,spring,905,leisure,2,5,BOM
CDG,summer,5399,business,20,7,NRT
CDG,winter,4425,family,21,3,LHR
FRA,spring,3307,business,19,6,LHR
LAX,autumn,4350,business,16,14,LHR
LAX,autumn,280,leisure,25,9,BOM
BOM,autumn,5166,family,7,17,NRT
JFK,spring,2660,leisure,8,9,CDG
BOM,autumn,2402,business,26,13,CDG
FRA,spring,3297,business,2,16,LHR
NRT,autumn,6926,family,22,11,NRT
SYD,winter,1797,leisure,2,5,SIN
FRA,spring,3400,family,21,17,LHR
LHR,autumn,1046,leisure,15,16,SIN
SIN,summer,720,family,6,5,DXB
SIN,spring,2182,business,4,19,CDG
BOM,autumn,1973,business,23,10,SIN
FRA,autumn,7085,leisure,24,12,NRT
SYD,spring,5370,leisure,14,19,NRT
BOM,summer,1108,business,7,7,SIN
NRT,autumn,4968,leisure,28,6,LHR
SYD,winter,7973,family,26,13,NRT
SIN,winter,4248,business,25,19,LHR
CDG,winter,2713,family,21,16,CDG
SYD,summer,7383,family,21,11,NRT
BOM,winter,413,business,14,10,BOM
DXB,summer,3730,business,19,15,LHR
LAX,summer,7958,business,7,7,NRT
SIN,spring,1284,family,14,2,SIN
NRT,autumn,3568,leisure,24,18,LHR
SIN,spring,5794,family,10,16,NRT
FRA,spring,271,leisure,3,4,BOM
DXB,summer,6667,family,13,10,NRT
NRT,winter,6262,leisure,22,5,NRT
CDG,spring,2727,leisure,21,11,CDG
LHR,summer,6299,business,10,16,NRT
NRT,summer,6957,business,5,9,NRT
LAX,autumn,3109,business,23,17,LHR
NRT,spring,7374,leisure,11,12,NRT
BOM,summer,7212,leisure,4,14,NRT
BOM,autumn,2828,business,16,15,CDG
DXB,summer,6405,family,4,5,NRT
CDG,autumn,1649,leisure,9,5,SIN
SYD,summer,2372,leisure,6,4,CDG
BOM,spring,2521,business,26,8,CDG
DXB,spring,1055,leisure,5,5,SIN
CDG,summer,2601,business,13,19,CDG
LHR,summer,6724,business,11,12,NRT
LHR,winter,7944,leisure,7,7,NRT
BOM,summer,896,family,14,6,DXB
DXB,spring,1094,business,15,19,SIN
SIN,autumn,943,business,1,6,BOM
JFK,summer,1246,leisure,7,1,SIN
SYD,autumn,6243,business,24,1,NRT
BOM,autumn,1585,family,25,5,SIN
BOM,autumn,5985,family,11,16,NRT
NRT,spring,3133,leisure,2,15,LHR
JFK,autumn,4926,leisure,15,10,LHR
JFK,summer,2123,family,19,19,CDG
LAX,spring,7337,leisure,13,7,NRT
BOM,summer,3813,leisure,29,16,LHR
SIN,summer,1020,business,4,5,SIN
NRT,autumn,2874,family,1,14,CDG
DXB,winter,3543,family,4,16,LHR
LHR,winter,3417,family,2,8,LHR
FRA,spring,5688,family,10,17,NRT
BOM,spring,2983,leisure,7,8,CDG
LAX,spring,5062,leisure,1,13,NRT
DXB,winter,3884,family,7,3,LHR
JFK,autumn,6484,leisure,25,8,NRT
NRT,spring,5506,leisure,15,5,NRT
SIN,spring,7896,leisure,14,11,NRT
LHR,winter,6531,leisure,25,4,NRT
JFK,winter,2683,business,2,3,CDG
DXB,autumn,2453,leisure,10,18,CDG
SIN,autumn,7304,leisure,12,5,NRT
SYD,summer,5998,family,20,13,NRT
BOM,autumn,4206,business,4,19,LHR
SYD,winter,7418,business,20,10,NRT
NRT,spring,1306,family,4,9,SIN
SIN,winter,7089,leisure,23,6,NRT
NRT,spring,7272,family,24,6,NRT
NRT,spring,595,leisure,24,18,BOM
NRT,winter,5585,business,28,9,NRT
DXB,summer,6820,leisure,15,5,NRT
SYD,winter,1058,business,24,1,SIN
SIN,autumn,424,business,26,9,BOM
NRT,winter,983,leisure,19,19,BOM
DXB,winter,2947,leisure,4,19,CDG
LAX,spring,6043,business,2,15,NRT
FRA,spring,5717,leisure,7,5,NRT
SYD,summer,2581,business,18,18,CDG
DXB,spring,2005,family,16,6,CDG
LHR,spring,4272,family,24,9,LHR
BOM,summer,7827,family,28,19,NRT
BOM,winter,2011,business,2,2,CDG
LHR,summer,269,family,29,19,DXB
