airport,hour_of_day,day_of_week,month,flights_per_hour,gate_utilization_pct,runway_utilization_pct,avg_taxi_time_min,weather_score,congestion_level
JFK,17,0,4,15,83,56,21,0.75,medium
CDG,3,5,1,33,54,44,45,0.09,medium
SIN,11,0,7,64,88,43,15,0.88,high
NRT,13,0,8,60,75,87,39,0.61,high
LAX,15,3,12,17,70,59,52,0.52,medium
CDG,20,1,8,52,51,92,56,0.7,high
DXB,4,1,9,35,20,44,49,0.15,low
LAX,14,2,4,75,32,25,55,0.14,medium
DXB,5,1,10,46,26,54,25,0.33,medium
LHR,3,4,6,47,64,82,6,0.97,high
SYD,17,1,9,15,24,41,43,0.43,low
LAX,23,4,8,37,33,43,33,0.93,medium
NRT,20,1,3,10,52,72,51,0.74,medium
SIN,23,6,8,23,73,82,20,0.72,medium
NRT,5,1,12,48,40,55,45,0.16,medium
FRA,10,1,8,57,45,24,33,0.16,medium
FRA,19,0,7,56,33,28,15,0.99,medium
BOM,7,4,2,20,24,78,42,0.94,medium
SYD,1,3,4,22,88,95,54,0.3,high
CDG,6,2,4,39,65,62,36,0.89,medium
DXB,10,0,8,31,45,38,44,0.63,medium
DXB,3,3,12,50,51,29,24,0.91,medium
DXB,22,1,5,23,82,68,7,0.0,medium
NRT,23,4,2,6,20,68,31,0.87,low
LAX,5,6,1,70,67,21,37,0.66,medium
JFK,14,6,3,51,66,70,17,0.11,high
LAX,15,5,7,10,45,25,36,0.36,low
SIN,21,1,8,38,88,26,27,0.59,medium
SYD,18,3,6,51,96,25,40,0.99,medium
LAX,19,4,5,72,97,49,29,0.7,high
FRA,23,1,10,31,62,75,36,0.22,medium
JFK,4,0,4,19,34,45,59,0.55,low
CDG,10,6,5,59,63,42,53,0.22,medium
DXB,5,6,12,8,87,93,29,0.78,medium
SYD,14,2,8,34,96,90,7,0.03,high
DXB,18,5,10,48,25,47,26,0.31,medium
SIN,20,3,9,74,95,97,40,0.79,high
BOM,20,4,12,70,29,33,18,0.79,medium
DXB,11,3,7,6,22,98,30,0.89,low
LAX,10,4,9,54,30,80,32,0.35,medium
FRA,19,3,5,25,60,68,17,0.64,medium
FRA,5,6,7,32,68,68,13,0.41,medium
FRA,20,6,4,64,43,61,41,0.57,medium
BOM,22,5,7,10,64,30,44,0.51,low
LAX,15,2,8,51,64,31,42,0.4,medium
FRA,21,1,11,15,63,68,21,0.64,medium
LHR,13,4,9,79,78,47,10,0.3,high
FRA,20,0,1,49,52,60,24,0.13,medium
LHR,23,5,6,50,35,86,36,0.05,medium
LHR,12,6,10,44,96,23,21,0.7,medium
FRA,1,4,4,34,37,22,10,0.44,low
FRA,19,2,6,39,56,75,10,0.41,medium
SIN,5,4,5,68,44,54,59,0.2,medium
DXB,10,5,1,18,80,95,58,1.0,medium
DXB,0,4,6,45,42,77,33,0.18,medium
JFK,22,1,12,42,41,56,11,0.6,medium
JFK,21,5,4,9,71,21,30,0.8,low
SYD,15,3,5,39,79,93,22,0.27,high
JFK,1,1,12,57,89,38,17,0.39,high
SYD,18,0,1,65,85,23,41,0.28,medium
NRT,5,4,3,53,96,57,51,0.21,high
DXB,16,4,2,16,77,89,9,0.09,medium
NRT,7,5,8,24,89,65,46,0.89,medium
CDG,9,1,6,70,69,78,21,0.67,high
SYD,1,5,1,20,84,96,31,0.34,medium
NRT,12,2,2,62,92,90,11,0.09,high
LHR,11,1,2,24,63,23,20,0.09,low
SIN,8,5,8,79,99,87,18,0.82,high
CDG,11,6,5,67,93,38,57,0.15,high
BOM,9,6,9,21,59,95,25,0.49,medium
LHR,21,1,2,37,24,80,41,0.6,medium
JFK,21,1,6,58,55,26,34,0.5,medium
BOM,23,0,7,73,47,89,36,0.78,high
DXB,20,4,3,38,42,68,53,0.93,medium
DXB,18,0,5,63,95,42,14,0.4,high
JFK,20,1,3,54,42,93,45,0.6,high
LAX,15,3,11,16,45,81,54,0.58,medium
LAX,1,6,1,67,67,67,35,0.24,high
SYD,2,5,8,78,98,49,20,0.2,high
CDG,13,4,3,74,70,36,31,0.8,high
SIN,14,0,4,34,40,53,45,0.68,medium
LHR,10,2,7,56,88,98,41,0.81,high
CDG,23,1,12,23,57,27,52,0.69,low
DXB,11,2,9,15,97,77,13,0.45,medium
LAX,11,3,3,28,70,94,40,0.62,medium
SYD,14,2,12,6,78,99,58,0.62,medium
SIN,22,4,11,59,56,76,41,0.54,high
JFK,22,3,4,63,27,75,28,0.72,medium
BOM,11,1,4,15,94,49,44,0.3,medium
NRT,19,5,9,73,35,39,39,0.28,medium
DXB,17,1,11,49,27,59,52,0.18,medium
DXB,9,3,10,19,35,43,24,0.84,low
JFK,6,3,8,24,33,37,56,0.2,low
BOM,18,3,1,73,84,59,32,0.69,high
LHR,0,6,2,11,29,88,48,0.99,medium
BOM,18,0,7,51,85,51,53,0.56,high
CDG,3,0,5,54,93,65,25,0.89,high
DXB,7,0,6,24,97,92,57,0.44,high
SIN,4,1,5,64,41,55,51,0.21,medium
DXB,14,2,8,73,41,21,28,0.3,medium
FRA,2,1,2,71,24,54,33,0.45,medium
FRA,3,5,8,37,95,47,19,0.26,medium
DXB,19,0,6,22,75,54,9,0.22,medium
NRT,7,2,7,70,36,85,13,0.12,high
DXB,0,3,2,36,82,94,51,0.24,high
SYD,13,3,4,24,83,79,30,0.3,medium
SIN,7,1,9,53,90,60,59,0.81,high
BOM,12,0,7,69,63,70,41,0.09,high
CDG,22,0,2,27,43,65,53,0.93,medium
FRA,1,4,7,47,20,66,8,0.13,medium
JFK,12,2,6,52,54,77,8,0.42,high
NRT,20,5,4,44,52,32,54,0.67,medium
BOM,4,5,12,26,98,39,44,0.03,medium
LHR,9,5,4,59,48,87,30,0.92,high
SYD,14,0,9,9,30,71,19,0.97,low
BOM,19,2,7,34,68,86,25,0.37,medium
JFK,15,5,4,39,39,25,40,0.52,low
LAX,11,3,8,75,94,98,47,0.89,high
JFK,1,6,5,54,66,74,18,0.15,high
SYD,3,1,6,27,61,46,54,0.71,medium
SYD,9,4,9,39,23,47,32,0.82,medium
SYD,0,6,3,44,95,40,48,0.84,medium
SYD,19,2,12,34,37,29,50,0.35,low
FRA,11,4,3,56,32,56,30,0.23,medium
FRA,19,1,5,71,37,46,29,0.72,medium
BOM,18,4,3,68,46,35,57,0.66,medium
SYD,14,2,2,44,48,70,31,0.17,medium
JFK,18,0,9,19,73,22,8,0.27,low
LHR,10,6,4,61,91,63,42,0.4,high
SYD,6,3,5,61,85,55,35,0.99,high
JFK,11,4,3,43,85,29,49,0.7,medium
LHR,21,3,6,56,59,92,43,0.06,high
BOM,1,5,6,53,96,26,18,0.18,medium
SIN,4,4,12,36,67,58,14,0.82,medium
LAX,6,5,6,53,91,49,20,0.47,high
BOM,0,5,4,68,43,24,37,0.82,medium
JFK,0,2,5,70,53,52,38,0.66,high
DXB,19,3,4,53,74,94,26,0.53,high
LHR,2,1,1,76,87,70,32,0.66,high
CDG,2,1,4,58,64,52,46,0.5,medium
SYD,4,5,7,65,45,79,59,0.39,high
BOM,11,6,9,63,64,78,29,0.78,high
NRT,3,3,12,34,75,97,5,0.18,high
BOM,0,3,8,27,47,40,10,0.08,low
CDG,8,1,9,46,58,92,56,0.9,high
SIN,20,2,8,19,79,20,41,0.74,low
LHR,14,6,11,71,41,65,38,0.62,high
JFK,5,4,1,25,59,68,43,0.81,medium
BOM,20,6,6,23,88,25,48,0.49,medium
LAX,9,2,1,14,80,33,35,0.6,medium
LHR,8,3,8,60,99,88,22,0.27,high
FRA,18,5,5,50,28,70,24,0.86,medium
LHR,17,6,2,24,62,89,25,0.76,medium
JFK,16,2,5,6,75,75,55,0.69,medium
FRA,19,6,8,77,25,98,43,0.81,high
SYD,23,6,4,69,88,57,26,0.49,high
CDG,0,3,10,40,98,86,10,0.68,high
SIN,16,5,9,62,26,97,32,0.84,high
JFK,7,2,5,43,58,21,49,0.1,medium
LAX,18,4,11,5,80,81,34,0.78,medium
FRA,17,5,4,74,37,60,21,0.82,high
LAX,1,2,4,14,29,71,29,0.77,low
DXB,5,0,4,78,68,20,42,0.04,high
LAX,15,5,3,19,36,41,7,0.06,low
DXB,19,4,2,56,96,40,21,0.12,high
SYD,5,5,5,64,63,61,49,0.41,high
SYD,17,5,5,70,43,28,48,0.54,medium
SIN,11,5,1,72,83,85,7,0.24,high
LAX,1,4,5,76,26,24,55,0.6,medium
FRA,3,6,1,22,60,71,21,0.9,medium
LAX,6,5,4,9,88,83,54,0.19,medium
NRT,3,2,4,7,90,86,13,0.83,medium
BOM,1,6,12,67,84,90,42,0.03,high
SYD,21,3,4,35,57,78,54,0.23,medium
LAX,22,0,1,42,28,62,12,0.06,medium
LHR,14,0,11,72,40,22,52,0.87,medium
CDG,16,0,4,64,79,74,53,0.95,high
SIN,17,0,3,22,92,83,23,0.73,medium
FRA,22,0,9,22,73,37,42,0.91,medium
DXB,8,1,4,75,73,56,30,0.47,high
SYD,10,2,4,5,51,69,51,0.76,low
LAX,23,1,8,43,90,79,27,0.89,high
NRT,14,5,8,60,67,85,36,0.6,high
CDG,9,3,11,15,46,25,59,0.57,low
LAX,18,2,5,28,20,71,59,0.84,medium
CDG,7,1,4,34,67,69,23,0.43,medium
DXB,20,5,12,79,80,28,59,0.95,high
CDG,21,1,2,49,55,24,38,0.3,medium
JFK,8,2,11,34,39,48,25,0.05,medium
NRT,1,0,6,56,30,96,57,0.12,high
LHR,9,4,5,35,33,21,19,0.66,low
SYD,18,0,2,22,27,62,12,0.62,low
DXB,16,2,10,75,25,40,52,0.53,medium
FRA,14,5,6,38,48,34,24,0.83,medium
LHR,0,4,3,28,93,93,9,0.8,high
DXB,19,1,4,10,84,54,39,0.86,medium
JFK,11,3,4,30,94,85,51,0.71,high
BOM,15,3,12,41,46,32,44,0.94,medium
SIN,3,0,4,12,28,81,44,0.53,low
NRT,4,5,12,76,35,82,31,0.97,high
NRT,23,0,11,59,30,98,17,0.99,high
JFK,3,0,7,68,44,84,50,0.62,high
LHR,15,0,11,58,52,33,36,0.31,medium
FRA,10,5,12,63,82,27,13,0.09,medium
JFK,0,0,3,6,76,91,18,0.24,medium
DXB,16,4,12,38,84,62,47,0.22,medium
FRA,5,6,11,33,84,81,36,0.32,high
BOM,11,3,12,8,78,24,39,0.28,low
JFK,10,3,4,79,40,74,5,0.21,high
SIN,12,1,10,16,23,50,48,0.85,low
DXB,20,4,8,56,43,55,24,0.45,medium
NRT,20,6,10,65,94,69,34,0.23,high
LHR,20,0,6,20,38,91,59,0.42,medium
DXB,2,5,9,30,90,49,20,0.06,medium
FRA,0,4,6,55,92,66,9,0.94,high
LAX,7,0,11,78,90,23,17,0.46,high
JFK,1,5,10,12,67,23,52,0.34,low
SYD,19,0,8,32,75,40,28,0.08,medium
FRA,22,2,1,79,73,81,11,0.97,high
SYD,2,1,7,12,86,69,44,0.54,medium
CDG,6,1,7,54,67,28,54,0.22,medium
NRT,16,5,8,17,37,29,31,0.47,low
JFK,23,3,12,15,24,53,48,0.32,low
SIN,0,3,7,31,99,79,13,0.68,high
LHR,13,2,9,53,35,46,58,0.24,medium
LHR,12,6,7,13,35,76,38,0.81,low
SIN,5,5,12,8,62,53,26,0.92,low
FRA,10,5,6,31,38,78,35,0.55,medium
JFK,16,5,10,7,45,49,36,0.13,low
JFK,6,2,9,6,39,44,54,0.27,low
JFK,19,5,1,49,83,69,13,0.15,high
LHR,18,1,4,62,33,94,21,0.38,high
SIN,4,4,8,66,41,57,55,0.16,medium
NRT,14,0,3,8,54,23,8,0.3,low
LAX,8,0,10,23,73,72,15,0.34,medium
LAX,17,2,7,23,76,42,21,0.74,medium
LAX,6,1,4,56,36,54,54,0.46,medium
CDG,21,5,6,9,55,97,26,0.22,medium
LHR,14,3,10,35,30,45,57,0.23,low
SIN,14,3,2,29,64,24,6,0.26,medium
FRA,7,0,11,13,76,98,19,0.06,medium
BOM,18,2,1,36,47,93,10,0.63,medium
FRA,20,4,4,71,31,39,12,0.51,medium
SYD,2,3,2,73,22,60,10,0.55,medium
CDG,1,2,10,41,31,45,16,0.33,medium
FRA,11,6,4,50,77,52,29,0.57,medium
LAX,14,0,11,36,29,96,37,0.39,medium
LAX,6,5,1,67,20,97,54,0.31,high
BOM,10,2,9,71,38,90,21,0.99,high
FRA,20,2,7,47,92,80,19,0.39,high
NRT,13,3,5,30,85,73,33,0.49,medium
NRT,21,2,9,34,80,53,19,0.12,medium
NRT,14,6,9,11,65,79,11,0.83,medium
DXB,19,5,12,68,91,22,59,0.66,high
JFK,9,2,3,28,61,52,37,0.94,medium
NRT,11,1,1,13,70,48,53,0.59,medium
NRT,20,1,2,68,73,88,49,0.46,high
NRT,18,2,4,5,70,27,35,0.34,low
SIN,13,0,8,45,93,54,52,0.04,high
CDG,17,0,6,37,84,89,31,0.01,high
CDG,17,3,6,36,27,40,8,0.35,low
LAX,14,1,2,44,60,87,23,0.36,high
SYD,7,1,5,25,45,99,29,0.56,medium
NRT,2,0,7,34,53,91,36,0.0,medium
CDG,7,5,9,73,34,84,54,0.33,high
BOM,8,3,12,58,44,43,23,0.2,medium
CDG,23,5,12,41,94,50,55,0.51,medium
LAX,2,2,9,56,93,96,46,0.04,high
LHR,14,6,1,15,68,35,59,0.01,low
DXB,9,4,4,30,89,54,57,0.52,medium
NRT,17,6,10,62,56,22,54,0.27,medium
NRT,8,6,10,63,28,98,39,0.98,high
JFK,6,0,7,72,96,69,52,0.04,high
SYD,9,1,8,18,83,57,14,0.67,medium
NRT,13,4,11,33,54,75,35,0.93,medium
DXB,17,2,12,67,66,67,16,0.68,high
SIN,14,4,9,14,23,94,59,0.69,medium
DXB,18,2,11,51,95,67,36,0.47,high
LHR,11,0,5,76,55,35,59,0.0,medium
LHR,0,4,4,5,66,73,34,0.2,medium
BOM,22,6,3,38,43,78,58,0.16,medium
SIN,17,5,3,70,49,36,30,0.07,medium
JFK,13,2,5,67,31,38,56,0.94,medium
FRA,13,6,9,56,29,65,37,0.34,medium
BOM,23,4,2,20,68,98,23,0.77,medium
SYD,11,3,4,27,51,69,24,0.8,medium
FRA,3,5,2,43,54,72,57,0.76,medium
FRA,15,4,3,8,68,59,15,0.81,medium
SIN,15,3,2,51,79,61,45,0.47,high
SYD,23,3,6,56,48,46,34,0.31,medium
JFK,4,6,10,11,20,91,32,0.09,low
DXB,20,1,5,73,52,79,36,0.85,high
LHR,20,5,7,45,85,64,6,0.35,high
FRA,14,4,7,53,74,62,17,0.08,high
SYD,17,5,10,69,64,76,51,0.97,high
SYD,8,0,7,8,27,81,28,0.23,low
FRA,6,2,9,42,80,62,25,0.38,medium
SYD,14,4,8,78,38,77,12,0.05,high
NRT,3,1,3,25,73,59,17,0.78,medium
BOM,10,6,2,35,43,23,51,0.78,low
NRT,5,2,1,46,49,50,31,0.67,medium
LAX,13,6,5,33,53,43,50,0.11,medium
SIN,8,3,7,76,59,64,23,0.13,high
LHR,2,2,10,54,52,43,14,0.33,medium
LAX,7,0,12,18,28,76,40,0.9,medium
LHR,8,0,5,71,75,30,46,0.48,high
DXB,19,0,5,51,28,64,47,0.55,medium
BOM,23,1,2,38,73,76,51,0.18,medium
CDG,14,2,11,14,79,50,49,0.71,medium
SIN,11,0,11,62,64,29,23,0.65,medium
CDG,9,6,8,21,45,35,8,0.49,low
JFK,0,4,6,61,53,23,51,0.21,medium
SYD,13,0,3,41,51,27,48,0.9,medium
LAX,19,4,12,68,69,88,41,0.19,high
FRA,10,5,9,55,85,69,53,0.95,high
JFK,12,2,12,47,78,54,28,0.23,medium
LAX,20,2,6,32,87,24,14,0.95,medium
BOM,6,4,10,9,91,94,14,0.89,medium
DXB,23,4,10,50,33,27,28,0.59,medium
NRT,15,0,6,30,65,70,14,0.76,medium
NRT,12,6,7,74,58,32,51,0.3,medium
NRT,19,3,1,77,69,82,12,0.88,high
NRT,20,5,9,35,20,27,22,0.68,low
SYD,13,1,11,32,43,84,45,0.27,medium
SIN,4,1,10,19,94,23,25,0.44,medium
JFK,5,0,6,66,23,50,44,0.75,medium
CDG,2,3,1,7,77,74,44,0.95,medium
DXB,22,6,5,55,71,67,33,0.07,high
LAX,0,2,9,72,97,98,53,0.18,high
BOM,23,4,2,72,99,25,34,0.08,high
LAX,15,2,5,73,64,51,28,0.67,high
SIN,4,5,1,16,76,78,33,0.33,medium
JFK,10,4,5,73,86,58,54,0.14,high
BOM,0,3,1,73,50,93,28,0.74,high
LHR,20,6,5,9,28,71,37,0.92,low
DXB,19,1,12,61,79,24,9,0.17,medium
SYD,9,6,8,32,30,46,22,0.16,low
BOM,12,1,3,5,25,92,35,0.19,low
BOM,23,3,12,26,79,46,28,0.33,medium
CDG,6,1,11,13,56,80,42,0.57,medium
NRT,10,1,4,24,74,84,5,0.3,medium
JFK,3,3,6,18,44,83,34,0.21,medium
BOM,21,3,10,23,83,62,21,0.06,medium
NRT,13,5,1,64,82,98,22,0.18,high
LHR,16,4,8,63,34,39,56,0.07,medium
SIN,0,4,1,47,73,37,37,0.23,medium
FRA,20,5,7,31,99,44,51,0.1,medium
LAX,2,2,4,5,40,98,47,0.17,medium
DXB,12,3,7,49,59,69,58,0.15,medium
DXB,15,5,1,48,58,43,56,0.55,medium
NRT,22,1,10,5,20,41,25,0.54,low
DXB,13,5,3,51,66,79,29,0.49,high
BOM,18,5,8,27,74,37,17,0.88,medium
NRT,23,4,12,76,72,37,31,0.82,high
LHR,17,6,5,73,94,24,35,0.92,high
CDG,15,5,9,30,63,90,15,0.5,medium
SYD,14,0,4,40,25,37,19,0.83,low
FRA,13,3,9,23,42,93,14,0.68,medium
BOM,11,5,11,36,89,47,8,0.64,medium
NRT,13,3,10,11,72,61,18,0.71,medium
BOM,16,1,2,52,25,82,29,0.56,medium
BOM,14,3,5,75,83,24,39,0.79,high
FRA,9,0,7,62,74,84,38,0.54,high
JFK,5,6,4,37,34,52,53,0.13,medium
SIN,0,6,1,36,79,26,51,0.28,medium
SYD,2,1,11,78,36,84,51,0.94,high
NRT,7,5,7,18,47,31,35,0.67,low
NRT,11,0,7,32,40,44,21,0.06,medium
LHR,13,0,1,43,27,39,38,0.59,medium
BOM,12,4,10,72,27,27,19,0.49,medium
DXB,18,3,10,72,82,41,12,0.16,high
SIN,9,2,3,53,80,27,25,0.92,medium
SYD,0,1,6,48,55,63,31,0.35,medium
FRA,8,0,12,32,35,91,43,0.64,medium
CDG,8,3,11,57,28,74,56,0.19,medium
CDG,11,2,2,18,23,25,20,0.93,low
SYD,1,6,6,33,37,71,32,0.72,medium
JFK,9,3,2,69,34,55,39,0.62,medium
FRA,2,3,12,53,87,44,59,0.4,high
DXB,14,6,6,50,21,39,42,0.39,medium
SIN,20,0,8,71,42,98,58,0.12,high
DXB,0,0,3,77,24,57,57,0.71,medium
DXB,23,2,7,51,70,77,55,0.27,high
CDG,21,3,4,77,94,43,9,0.24,high
LHR,14,4,4,19,86,35,20,0.2,medium
LHR,19,0,2,42,20,81,14,0.0,medium
SIN,2,1,3,73,68,52,30,0.72,high
FRA,15,0,7,56,21,47,32,0.12,medium
BOM,19,0,6,30,59,89,22,0.62,medium
JFK,14,2,11,37,52,40,7,0.76,medium
JFK,0,6,9,63,23,25,51,0.27,medium
LHR,7,0,7,32,89,28,8,0.11,medium
SIN,12,5,9,61,42,77,39,0.12,high
SYD,3,2,12,43,69,22,19,0.76,medium
CDG,12,3,11,38,78,27,50,0.87,medium
SIN,19,0,4,60,92,68,51,0.65,high
LHR,2,4,11,71,96,47,33,0.19,high
CDG,13,6,7,68,35,64,23,0.03,medium
SYD,12,0,12,62,26,88,40,0.76,high
BOM,3,1,2,16,28,55,22,0.15,low
NRT,14,5,11,10,25,44,58,0.24,low
BOM,13,1,11,20,34,72,46,0.94,medium
LHR,20,3,11,14,55,66,45,0.03,medium
JFK,19,2,4,73,46,72,5,0.47,high
JFK,21,6,12,37,51,72,41,0.39,medium
LAX,6,6,12,27,60,79,38,0.1,medium
SYD,10,3,12,25,37,87,38,0.82,medium
JFK,20,1,7,12,99,96,20,0.6,medium
SYD,12,4,8,78,49,55,17,0.56,high
BOM,4,2,2,49,37,84,25,0.96,medium
JFK,6,3,1,54,69,55,14,0.14,medium
BOM,5,2,7,10,69,22,48,0.33,low
LHR,2,4,8,69,20,31,19,0.46,medium
JFK,15,5,4,75,61,65,47,0.61,high
FRA,23,5,9,73,41,34,45,0.74,medium
JFK,0,4,3,73,72,94,46,0.26,high
JFK,3,2,9,8,90,78,19,0.05,medium
SYD,0,6,2,72,41,32,38,0.06,medium
FRA,14,2,8,72,38,43,19,0.63,medium
SYD,17,4,7,39,46,92,57,0.4,medium
LHR,17,2,4,47,75,42,16,0.17,medium
DXB,0,5,6,33,89,67,8,0.64,medium
JFK,7,5,7,43,40,49,47,0.65,medium
DXB,0,6,2,54,99,81,39,0.76,high
SYD,3,3,9,63,75,74,30,0.41,high
SIN,2,1,12,70,43,86,7,0.21,high
JFK,15,1,9,44,84,70,40,0.45,high
DXB,16,4,9,55,35,93,20,0.05,high
DXB,17,3,5,30,67,57,53,0.37,medium
SIN,14,0,8,34,74,33,48,0.23,medium
BOM,18,2,10,53,42,65,9,0.62,medium
SIN,3,3,5,8,94,83,28,0.63,medium
NRT,6,5,9,33,68,29,27,0.44,medium
FRA,18,2,11,55,34,56,11,0.16,medium
BOM,3,2,1,57,63,99,6,0.82,high
LHR,5,1,12,24,24,56,23,0.45,low
JFK,1,1,11,12,61,49,45,0.41,low
CDG,23,0,4,46,32,27,59,0.24,medium
NRT,14,2,5,31,34,22,33,0.19,low
LAX,18,4,9,23,98,56,56,0.09,medium
SYD,2,3,5,27,68,57,50,0.26,medium
FRA,0,6,5,50,38,53,18,0.37,medium
CDG,18,1,8,57,23,89,20,0.09,medium
DXB,20,0,9,53,27,29,41,0.77,medium
NRT,1,6,2,18,66,29,18,0.59,low
NRT,20,5,7,27,52,84,41,0.42,medium
BOM,17,5,9,10,97,44,21,0.54,medium
LHR,4,3,4,5,57,58,24,0.94,low
DXB,8,4,7,7,99,35,10,0.7,medium
SIN,12,6,8,35,64,67,45,0.6,medium
JFK,6,5,4,9,74,35,53,0.76,low
CDG,23,6,3,68,82,67,30,0.02,high
CDG,17,5,3,78,76,87,37,0.53,high
NRT,20,5,2,14,37,85,43,0.19,medium
SIN,15,2,2,69,29,91,43,0.58,high
LAX,4,0,8,5,34,79,57,0.74,low
FRA,7,2,5,19,39,97,31,0.4,medium
JFK,15,2,3,34,94,96,22,0.21,high
BOM,6,6,4,26,73,87,6,0.05,medium
JFK,0,5,7,67,61,30,13,0.18,medium
LAX,11,6,10,32,91,82,59,0.26,high
FRA,2,6,6,69,91,32,50,0.59,high
JFK,3,3,11,41,60,90,24,0.73,high
SYD,18,3,8,71,33,44,23,0.68,medium
FRA,18,0,10,31,82,62,42,0.33,medium
SYD,20,6,3,47,20,80,31,0.36,medium
BOM,6,0,12,8,75,29,27,0.86,low
DXB,8,0,4,36,23,64,20,0.39,medium
LAX,3,1,9,46,67,64,57,0.66,medium
JFK,15,5,2,34,38,71,37,0.37,medium
SIN,19,1,7,23,56,76,9,0.96,medium
CDG,13,2,9,22,92,81,53,0.49,medium
SIN,17,3,8,55,73,91,40,0.6,high
SYD,5,6,5,70,86,89,42,0.58,high
LAX,14,5,12,23,31,82,23,0.84,medium
CDG,17,2,2,16,78,38,48,0.12,medium
LHR,20,5,12,17,48,54,19,0.96,low
LHR,4,5,7,61,67,56,28,0.23,high
SIN,2,0,2,52,53,62,31,0.29,medium
SIN,21,2,9,9,43,83,40,0.58,medium
LAX,21,4,4,9,66,63,57,0.12,medium
SIN,21,1,6,71,94,43,53,0.66,high
LAX,19,4,1,62,97,32,7,0.62,high
LHR,9,0,9,65,50,30,6,0.47,medium
JFK,4,3,9,73,69,80,13,0.62,high
CDG,13,0,10,48,78,59,18,0.05,high
CDG,12,1,7,29,59,71,23,0.85,medium
NRT,20,1,6,71,86,22,41,0.68,high
DXB,12,3,4,21,80,64,23,0.72,medium
NRT,18,2,1,47,69,47,59,0.15,medium
SYD,13,0,11,21,87,77,17,0.35,medium
BOM,7,3,5,61,75,51,52,0.39,high
NRT,6,5,3,34,45,33,27,0.63,medium
FRA,10,3,8,74,36,97,22,0.1,high
SIN,0,1,6,75,85,54,5,0.71,high
BOM,2,2,7,15,48,93,6,0.4,medium
JFK,22,3,2,39,95,48,49,0.2,medium
LAX,21,1,12,63,77,85,53,0.46,high
FRA,3,2,5,19,21,75,34,0.01,low
CDG,23,2,10,25,77,35,11,0.07,medium
CDG,4,6,7,5,96,81,17,0.55,medium
LHR,6,3,3,37,59,29,26,0.17,medium
SYD,18,2,3,62,80,34,43,0.49,high
FRA,20,4,12,61,86,88,7,0.37,high
JFK,5,6,5,40,59,51,33,0.76,medium
SYD,22,5,12,29,68,72,57,0.95,medium
FRA,5,0,4,60,48,37,5,0.66,medium
FRA,1,2,8,75,50,56,52,0.89,high
NRT,10,1,7,41,38,48,49,0.88,medium
FRA,8,6,5,46,65,55,33,0.22,medium
JFK,15,4,11,7,54,72,24,0.66,medium
BOM,9,5,2,10,34,51,51,0.62,low
NRT,13,1,4,25,46,47,33,0.24,medium
LHR,4,6,6,54,75,73,32,0.24,high
BOM,23,3,7,73,96,92,54,0.55,high
SYD,7,0,10,34,57,80,30,0.51,medium
FRA,7,2,3,15,88,71,32,0.9,medium
CDG,22,2,5,79,28,32,44,0.93,medium
CDG,5,4,8,45,33,29,30,0.45,medium
NRT,14,3,5,51,73,44,20,0.52,medium
BOM,10,2,5,28,97,66,43,0.49,medium
SIN,12,6,2,9,91,64,54,0.4,medium
NRT,10,3,7,62,28,74,52,0.44,medium
SYD,7,5,5,22,35,27,53,0.84,low
NRT,19,5,3,52,20,86,17,0.72,medium
CDG,9,4,8,55,22,83,46,0.77,medium
SIN,7,6,12,22,71,98,12,0.58,medium
NRT,12,3,6,18,49,51,9,0.55,low
NRT,12,4,3,10,76,58,19,0.45,medium
SYD,3,2,12,54,99,57,21,0.26,high
CDG,2,1,3,64,96,81,53,0.27,high
SIN,15,0,2,69,87,67,23,0.79,high
NRT,22,5,3,45,82,68,31,0.72,high
SIN,11,4,11,33,82,88,54,0.88,high
JFK,0,5,1,25,70,59,57,0.72,medium
FRA,19,0,8,34,26,40,10,0.3,low
FRA,13,1,3,55,65,80,49,0.23,high
LHR,7,1,6,21,88,29,46,0.29,medium
NRT,23,3,3,49,34,69,16,0.17,medium
NRT,4,4,12,75,38,51,55,0.6,medium
NRT,11,4,9,16,84,97,30,0.37,medium
LHR,10,5,5,24,27,31,12,0.83,low
DXB,7,1,3,12,35,96,5,0.07,medium
SIN,15,0,10,74,94,49,9,0.46,high
JFK,7,1,2,47,63,68,7,0.92,medium
JFK,16,0,2,48,77,85,31,0.34,high
FRA,23,3,11,59,26,22,8,0.22,medium
SIN,21,0,7,13,43,86,38,0.52,medium
BOM,23,2,8,54,46,93,17,0.2,high
BOM,17,0,2,23,37,30,20,0.69,low
SYD,22,2,5,30,74,97,29,0.93,high
LAX,21,1,9,51,38,81,29,0.64,medium
NRT,15,6,3,38,58,39,42,0.05,medium
SIN,15,4,5,61,63,94,59,0.38,high
BOM,0,3,3,47,60,71,52,0.14,medium
LHR,18,1,12,27,72,68,40,0.58,medium
SIN,9,2,6,14,66,96,18,0.01,medium
CDG,15,2,1,13,64,24,15,0.48,low
NRT,18,2,12,63,34,60,49,0.34,medium
LHR,2,1,11,68,71,97,41,0.35,high
LAX,19,2,10,75,92,53,14,0.58,high
CDG,13,1,11,56,58,42,30,0.24,medium
CDG,14,0,11,19,74,87,53,0.82,medium
BOM,3,2,1,38,99,50,33,0.43,medium
BOM,2,1,11,8,98,64,40,0.47,medium
NRT,14,1,1,37,20,26,53,0.79,low
LAX,20,1,10,44,79,90,33,0.23,high
