weather_score,aircraft_age_years,crew_availability,atc_restrictions,season,route_distance_km,airline,prev_cancellations,is_international,cancelled
0.87,11,0.8,1,winter,6708,AeroGulf,2,0,1
0.16,20,0.68,0,summer,10115,SkyMind,3,1,0
0.91,2,0.67,1,summer,11512,PacificAir,6,1,1
0.43,23,0.86,0,summer,11128,AsiaJet,2,0,0
0.94,5,0.55,0,autumn,7724,SkyMind,9,1,0
0.87,5,0.52,1,autumn,4198,PacificAir,8,1,1
0.66,16,0.85,0,summer,7102,SkyMind,9,1,0
0.67,14,0.63,1,autumn,7572,AeroGulf,7,0,1
0.21,7,0.69,0,summer,1346,PacificAir,7,1,1
0.6,21,0.65,1,spring,10886,AeroGulf,4,0,1
0.55,1,0.81,0,winter,5170,PacificAir,2,0,0
0.33,2,0.58,0,spring,7643,SkyMind,1,1,0
0.51,14,0.86,1,summer,3805,AeroGulf,3,1,0
0.93,5,0.96,1,spring,1698,EuroWings,9,0,0
0.01,13,0.92,0,spring,8910,EuroWings,1,1,0
0.42,13,0.95,1,winter,3590,EuroWings,8,0,1
0.33,7,0.97,0,autumn,874,EuroWings,1,1,0
0.96,15,0.69,1,winter,8732,PacificAir,3,0,1
0.97,10,0.9,0,spring,7355,AeroGulf,6,0,0
0.59,2,0.75,1,summer,6094,PacificAir,2,0,0
0.55,24,0.63,0,autumn,5454,AeroGulf,0,0,1
0.9,21,0.87,0,summer,12056,EuroWings,9,1,1
0.01,22,0.62,0,summer,13152,AsiaJet,5,1,0
0.56,19,0.55,0,summer,3198,SkyMind,0,1,1
0.02,13,0.85,0,spring,12734,EuroWings,1,1,0
0.97,6,0.64,0,winter,1643,EuroWings,5,1,0
0.32,1,0.65,0,spring,2849,AsiaJet,1,0,0
0.52,1,0.94,1,autumn,8500,PacificAir,4,1,1
0.42,24,0.57,0,winter,3621,PacificAir,3,1,1
0.89,12,0.88,0,summer,9184,AeroGulf,7,0,0
1.0,14,0.69,0,spring,4847,SkyMind,1,1,0
0.07,23,0.95,1,winter,11255,AeroGulf,1,1,0
0.73,11,0.72,0,winter,12203,EuroWings,3,0,1
0.37,1,0.7,1,winter,9187,PacificAir,0,1,1
0.14,24,0.71,1,summer,13626,EuroWings,9,1,0
0.41,5,0.92,0,spring,13341,EuroWings,2,1,0
1.0,3,0.51,1,summer,3029,PacificAir,7,0,0
0.36,13,0.85,0,summer,12092,EuroWings,8,1,0
0.28,5,0.6,0,summer,8944,EuroWings,2,0,0
0.85,13,0.94,0,spring,2298,SkyMind,6,1,0
0.87,23,0.69,0,spring,12954,AeroGulf,3,0,0
0.34,10,0.67,0,spring,6342,SkyMind,2,0,0
0.3,24,0.86,0,spring,8499,AsiaJet,4,1,0
0.65,3,0.86,1,autumn,4847,SkyMind,8,0,0
0.21,1,0.82,1,summer,10499,AeroGulf,3,0,0
0.48,13,0.66,0,spring,755,SkyMind,7,0,1
0.14,22,0.81,0,spring,8298,AsiaJet,1,1,0
0.3,5,0.53,1,summer,12293,EuroWings,8,1,0
0.3,11,0.98,0,winter,9786,EuroWings,9,0,1
0.69,21,0.73,1,summer,3441,SkyMind,0,0,1
0.28,12,0.65,0,summer,4781,AsiaJet,7,1,0
0.9,11,0.93,1,winter,1420,AeroGulf,7,0,0
0.98,15,0.66,0,spring,7442,AsiaJet,2,1,0
0.08,6,1.0,1,autumn,8163,SkyMind,0,0,0
0.4,3,0.85,0,winter,13642,PacificAir,3,0,0
0.3,16,0.82,1,autumn,660,PacificAir,2,1,0
0.35,13,0.58,0,winter,1759,AsiaJet,1,0,0
0.27,16,0.8,0,autumn,2709,SkyMind,5,1,0
0.38,5,0.58,0,autumn,5500,AsiaJet,2,1,1
0.14,15,0.89,1,winter,774,SkyMind,6,0,0
0.28,16,0.57,1,summer,10219,AeroGulf,1,0,0
0.75,1,0.68,1,autumn,2260,PacificAir,3,0,0
0.34,8,0.74,1,autumn,5779,EuroWings,7,1,1
0.21,20,0.9,0,autumn,13804,PacificAir,2,0,0
0.11,5,0.82,1,autumn,3583,EuroWings,0,0,0
0.35,7,0.87,0,winter,11969,SkyMind,4,1,0
0.64,10,0.62,0,summer,832,EuroWings,6,0,0
0.25,16,0.62,1,winter,3133,AeroGulf,4,0,1
0.42,5,0.69,1,winter,11626,SkyMind,5,1,1
0.95,20,0.51,0,winter,13199,PacificAir,9,1,1
0.55,24,0.92,0,summer,12616,PacificAir,0,1,0
0.53,11,0.68,1,spring,5768,AsiaJet,1,0,1
0.41,22,0.53,0,summer,11472,EuroWings,0,0,0
0.56,18,0.94,0,autumn,13724,SkyMind,2,0,1
0.98,20,0.98,0,winter,8467,EuroWings,2,1,0
0.25,13,0.82,1,winter,13570,AeroGulf,9,0,0
0.94,19,0.68,0,winter,867,AeroGulf,3,0,1
0.15,12,0.71,0,winter,7497,AsiaJet,5,1,0
0.11,18,0.63,0,spring,12748,SkyMind,1,1,0
0.65,15,0.86,0,spring,2463,SkyMind,0,0,1
0.25,6,0.68,0,winter,7063,EuroWings,0,0,0
0.44,10,0.52,1,summer,2435,AsiaJet,9,0,1
0.73,17,0.52,0,spring,1920,PacificAir,2,1,0
0.53,10,0.81,0,summer,8617,SkyMind,3,1,0
0.01,4,0.65,1,spring,10086,SkyMind,1,1,0
0.31,8,0.58,0,autumn,8141,SkyMind,4,0,0
0.06,5,0.78,0,autumn,10527,AsiaJet,4,0,0
0.93,19,0.64,1,autumn,3581,AeroGulf,8,1,1
0.79,18,0.54,0,spring,4214,PacificAir,6,1,1
0.98,16,0.6,0,summer,2208,AeroGulf,0,0,1
0.89,22,0.89,0,spring,1759,EuroWings,6,0,0
0.48,4,0.93,0,autumn,12221,SkyMind,2,0,0
0.88,7,0.94,0,spring,8371,EuroWings,9,0,1
0.67,8,0.77,1,autumn,11661,EuroWings,2,1,1
0.52,15,0.98,1,autumn,6852,SkyMind,3,0,1
0.37,9,0.58,1,summer,10360,AsiaJet,1,0,0
0.68,7,0.84,1,winter,2089,EuroWings,8,0,1
0.59,9,0.85,1,autumn,12247,AsiaJet,5,0,0
0.61,20,0.53,1,summer,1120,AeroGulf,9,1,1
0.4,1,0.64,1,winter,7265,PacificAir,5,0,1
0.74,7,0.97,1,spring,12867,PacificAir,8,0,1
0.08,2,0.88,1,winter,9772,PacificAir,1,0,0
0.73,15,0.53,0,winter,8649,PacificAir,5,1,1
0.73,10,0.77,1,summer,12598,AsiaJet,8,0,1
0.52,9,0.82,1,summer,8177,AeroGulf,6,0,1
0.26,16,0.99,1,autumn,13114,AsiaJet,8,0,0
0.52,6,0.86,1,winter,8264,EuroWings,0,1,1
0.12,12,0.82,0,autumn,2979,SkyMind,8,0,0
0.29,8,0.95,0,summer,5016,EuroWings,5,1,1
0.42,9,0.83,1,autumn,5886,AsiaJet,5,1,0
0.67,7,0.97,0,winter,2618,EuroWings,4,1,0
0.19,14,0.75,1,spring,649,EuroWings,1,0,0
0.16,11,0.86,1,spring,12285,EuroWings,5,1,1
0.61,12,0.82,1,autumn,4705,AeroGulf,0,1,1
0.68,19,0.78,1,summer,13894,AeroGulf,0,1,0
0.08,10,0.66,1,spring,2141,SkyMind,6,1,0
0.03,21,0.95,1,winter,707,PacificAir,0,0,0
0.15,19,0.64,1,summer,2730,AsiaJet,4,0,1
0.9,13,0.58,0,spring,2867,AsiaJet,5,1,1
0.67,3,0.86,0,winter,11897,AeroGulf,3,1,0
0.92,23,0.77,1,spring,11769,AeroGulf,4,1,1
0.66,16,0.63,1,autumn,3494,SkyMind,1,1,0
0.97,22,0.94,0,winter,13829,AsiaJet,9,0,0
0.44,5,0.64,1,autumn,11030,AsiaJet,6,1,1
0.6,21,0.53,1,winter,1051,SkyMind,9,0,1
0.6,8,0.51,0,summer,3684,SkyMind,0,0,0
0.0,1,0.96,1,autumn,6030,EuroWings,1,1,1
0.03,14,0.7,1,autumn,12534,SkyMind,7,0,0
0.15,20,0.61,0,winter,13433,EuroWings,9,0,1
0.51,5,0.78,0,autumn,10768,AsiaJet,1,1,0
0.43,16,0.74,0,winter,7392,EuroWings,0,0,0
0.54,1,1.0,0,spring,9935,PacificAir,4,1,0
0.8,22,0.94,1,winter,6863,AeroGulf,1,0,1
0.82,3,0.64,0,summer,2730,EuroWings,9,0,0
0.98,3,0.85,0,summer,6319,PacificAir,2,1,0
0.56,11,0.69,1,winter,3917,SkyMind,5,0,1
0.35,11,0.68,1,winter,10823,SkyMind,5,1,0
0.31,20,0.68,1,summer,2947,SkyMind,2,1,0
0.34,5,0.82,0,autumn,6539,SkyMind,9,1,0
0.32,12,0.77,1,summer,3776,PacificAir,9,0,0
0.39,6,0.88,0,summer,3219,AeroGulf,2,0,0
0.07,21,0.58,0,spring,12702,EuroWings,6,1,1
0.63,16,0.71,1,winter,1083,AeroGulf,5,1,1
0.57,6,0.93,0,summer,11031,EuroWings,0,0,1
0.46,22,0.5,1,autumn,2791,AeroGulf,4,0,1
0.08,9,0.81,1,spring,13566,PacificAir,6,0,1
0.09,10,0.89,0,spring,11520,PacificAir,5,1,0
0.55,23,0.69,0,spring,3425,SkyMind,3,1,0
0.04,14,0.94,0,winter,2920,AsiaJet,0,0,0
0.72,15,0.87,1,summer,11238,PacificAir,6,0,0
0.99,7,0.8,1,winter,7184,PacificAir,3,0,1
0.6,20,0.6,1,spring,2448,SkyMind,3,1,1
0.72,5,0.84,0,spring,11948,AsiaJet,4,0,0
0.44,7,0.92,1,spring,5781,PacificAir,6,1,0
0.67,8,0.86,0,summer,6534,PacificAir,8,1,1
0.65,22,0.79,1,spring,5955,AeroGulf,3,0,0
0.82,24,0.86,0,summer,11421,EuroWings,0,1,0
0.71,14,0.99,1,winter,2066,EuroWings,2,1,0
0.75,15,0.51,1,autumn,2916,AeroGulf,6,0,0
0.56,17,0.83,1,winter,2921,EuroWings,9,0,0
0.48,20,0.9,1,winter,878,SkyMind,9,0,1
0.46,16,0.82,0,summer,9380,AsiaJet,6,1,1
0.39,9,0.64,1,winter,12496,PacificAir,1,0,1
0.27,21,0.91,1,autumn,586,EuroWings,5,0,0
0.03,11,0.96,0,autumn,12386,PacificAir,2,0,0
0.67,4,0.84,1,autumn,10191,AeroGulf,9,0,0
0.9,2,0.76,1,winter,7769,AeroGulf,6,1,1
0.93,2,0.68,1,spring,7997,EuroWings,0,0,0
0.58,15,0.67,1,summer,10445,AeroGulf,1,0,1
0.09,8,0.86,1,summer,6066,EuroWings,5,1,0
0.88,16,0.8,0,spring,10314,SkyMind,8,0,1
0.75,8,0.58,0,summer,4698,EuroWings,1,0,1
0.25,5,0.57,0,winter,631,AeroGulf,3,1,0
0.8,22,0.54,0,spring,8168,SkyMind,4,0,0
0.47,11,0.84,0,spring,10156,SkyMind,1,0,0
0.89,5,0.66,0,winter,1051,EuroWings,7,0,0
0.25,8,0.51,0,winter,10624,PacificAir,2,0,0
0.8,16,0.67,0,summer,9612,PacificAir,3,1,1
0.71,6,0.92,1,winter,1530,AeroGulf,8,1,0
0.01,6,0.62,1,autumn,13811,EuroWings,9,1,1
0.56,7,0.82,1,autumn,9169,PacificAir,4,0,1
0.72,18,0.72,0,winter,2142,EuroWings,2,1,0
0.16,3,0.77,0,autumn,5148,PacificAir,6,0,0
0.53,21,0.8,0,spring,2259,SkyMind,0,0,0
0.3,14,0.73,0,autumn,11800,EuroWings,2,1,0
0.7,17,0.53,0,spring,5576,PacificAir,3,0,1
0.54,10,0.78,1,spring,12688,AsiaJet,7,0,0
0.62,16,0.7,1,autumn,10956,AeroGulf,5,0,1
0.07,20,0.6,1,winter,6629,AeroGulf,2,0,0
0.14,22,0.95,0,autumn,4157,EuroWings,8,0,0
0.55,19,0.87,1,spring,3078,AsiaJet,7,1,1
0.18,12,0.64,1,winter,7479,SkyMind,9,0,0
0.5,22,0.77,0,spring,9007,AeroGulf,0,1,1
0.69,14,0.98,1,autumn,10960,EuroWings,4,0,0
0.81,11,0.62,1,summer,6485,AeroGulf,0,0,1
0.14,1,0.97,0,winter,4472,EuroWings,9,0,0
0.74,10,0.84,0,spring,8249,AsiaJet,8,1,0
0.36,11,0.77,1,winter,5337,PacificAir,1,1,0
0.68,4,0.99,1,spring,2646,PacificAir,3,1,0
0.15,18,0.67,1,autumn,951,PacificAir,0,0,1
0.52,11,0.64,0,autumn,4494,PacificAir,3,0,0
0.84,8,0.67,0,autumn,5748,SkyMind,8,1,0
0.11,7,0.88,0,spring,5699,EuroWings,9,1,0
0.83,17,0.67,1,autumn,4684,SkyMind,4,1,1
0.45,6,0.55,0,summer,9755,PacificAir,4,1,0
0.82,10,0.82,0,summer,9975,PacificAir,1,1,0
0.96,12,0.61,0,autumn,12695,AsiaJet,9,0,0
0.16,21,0.5,0,spring,2430,AeroGulf,5,1,0
0.67,2,0.6,1,autumn,11565,PacificAir,0,1,1
0.24,13,0.91,1,autumn,3333,SkyMind,9,1,0
0.14,13,0.97,1,spring,9834,SkyMind,0,0,1
0.63,5,0.83,0,summer,4837,SkyMind,3,0,1
0.11,22,0.66,0,summer,778,AsiaJet,6,0,0
0.47,6,0.72,0,spring,3935,SkyMind,4,1,0
0.64,16,0.6,1,autumn,6874,EuroWings,2,1,0
0.5,18,0.94,1,autumn,8802,EuroWings,8,0,1
0.7,17,0.83,1,spring,6724,AsiaJet,8,0,1
0.8,20,0.54,0,summer,13987,EuroWings,2,0,1
0.87,15,0.68,1,spring,6556,AsiaJet,8,0,1
0.56,15,0.77,1,winter,12288,AsiaJet,2,1,0
0.28,15,0.9,1,spring,4269,AsiaJet,5,1,0
0.51,4,0.96,1,summer,2014,EuroWings,1,1,0
0.39,9,0.57,1,spring,9425,PacificAir,1,1,1
0.23,12,0.92,1,winter,10657,EuroWings,5,0,0
0.53,14,0.53,1,autumn,10626,AsiaJet,4,0,1
0.02,1,0.62,0,autumn,9275,AeroGulf,4,1,0
0.61,10,0.51,1,winter,9017,EuroWings,6,0,1
0.82,15,0.53,0,winter,5837,AeroGulf,0,0,1
1.0,11,0.52,0,spring,11499,EuroWings,5,1,1
0.92,1,0.57,0,spring,9548,AsiaJet,8,0,1
0.09,8,0.94,0,summer,6077,EuroWings,4,0,0
0.16,21,0.64,0,spring,13227,SkyMind,9,1,0
0.14,9,0.74,1,winter,11847,SkyMind,9,0,1
0.56,22,0.74,1,autumn,13469,AsiaJet,6,1,0
0.05,3,1.0,0,summer,1607,PacificAir,2,0,0
0.94,1,0.68,0,winter,11084,AeroGulf,9,1,1
0.06,10,0.63,1,spring,8058,EuroWings,7,0,1
0.39,6,0.98,0,winter,3192,AsiaJet,0,1,0
0.89,19,0.8,0,autumn,8954,AeroGulf,9,0,0
0.95,4,0.64,0,spring,3106,EuroWings,6,0,0
0.47,19,0.64,0,spring,2191,EuroWings,5,0,1
0.49,7,0.54,1,summer,11204,PacificAir,9,1,0
0.64,12,0.78,0,spring,7950,AeroGulf,5,1,0
0.41,21,0.86,0,summer,12229,EuroWings,0,1,0
0.32,22,0.74,1,winter,3655,PacificAir,1,0,1
0.74,5,0.94,1,summer,9645,SkyMind,5,1,1
0.6,19,0.74,1,winter,2933,PacificAir,1,1,0
0.48,19,0.67,1,spring,8928,AeroGulf,3,0,1
0.1,20,0.63,1,summer,11401,PacificAir,5,0,0
0.07,21,0.62,1,winter,5125,SkyMind,1,0,1
0.51,7,0.66,0,summer,10043,SkyMind,5,0,0
0.62,14,1.0,1,summer,12670,AeroGulf,8,1,0
0.66,9,0.68,0,winter,7442,AsiaJet,5,0,0
0.89,5,0.76,1,summer,3954,PacificAir,9,0,1
0.82,18,0.64,1,winter,5256,AeroGulf,6,1,0
0.14,9,0.57,0,spring,9357,EuroWings,2,0,0
0.79,5,0.82,0,winter,12206,PacificAir,3,0,1
0.68,22,0.77,1,summer,13279,SkyMind,3,1,1
0.83,16,0.53,0,spring,5668,PacificAir,0,0,0
0.84,9,0.94,1,autumn,622,AeroGulf,8,1,1
0.35,20,0.75,1,winter,5451,AsiaJet,8,1,0
0.26,11,0.67,0,spring,8023,AsiaJet,6,1,0
0.55,14,0.89,1,summer,6167,EuroWings,1,1,1
0.3,3,0.56,0,winter,7748,AeroGulf,2,1,0
0.35,20,0.74,0,summer,8621,PacificAir,6,0,1
0.07,24,0.77,1,autumn,4707,SkyMind,0,0,1
0.99,7,0.89,1,autumn,4834,PacificAir,2,0,1
0.31,23,0.69,0,spring,853,PacificAir,3,1,0
0.78,11,0.93,1,autumn,13185,SkyMind,4,0,1
0.99,17,0.85,1,summer,13198,EuroWings,6,0,1
0.97,18,0.89,0,spring,3370,AsiaJet,8,1,1
0.63,19,0.98,1,winter,676,AsiaJet,1,0,1
0.54,17,0.92,1,summer,3688,PacificAir,5,0,0
0.31,9,0.67,0,summer,3468,AeroGulf,1,1,0
0.86,14,0.82,1,summer,2747,AsiaJet,9,0,1
0.34,21,0.93,1,winter,3131,EuroWings,1,1,0
0.11,11,0.76,0,winter,6305,EuroWings,9,0,1
0.29,15,0.84,1,summer,5063,SkyMind,4,1,0
0.32,4,0.59,1,autumn,11037,AeroGulf,4,1,1
0.72,19,0.91,0,spring,13168,AsiaJet,0,0,0
0.17,9,0.88,1,summer,11845,AeroGulf,7,0,0
0.32,2,0.94,0,summer,3507,AsiaJet,7,0,0
0.08,8,0.86,0,spring,1044,SkyMind,0,0,0
0.85,7,0.94,1,summer,12213,AeroGulf,5,0,0
0.72,18,0.58,0,spring,7194,AeroGulf,8,0,1
0.44,19,0.91,1,spring,11641,AsiaJet,4,1,1
0.43,18,0.98,1,autumn,11130,PacificAir,6,0,0
0.17,15,0.91,0,spring,11042,AsiaJet,5,0,0
0.38,11,0.81,1,spring,3126,AeroGulf,0,0,0
0.91,12,0.96,1,winter,7976,SkyMind,2,1,1
0.14,3,0.55,1,spring,13916,SkyMind,6,0,1
0.77,4,0.51,0,summer,3026,PacificAir,7,0,1
0.05,21,0.98,0,spring,7643,PacificAir,6,0,0
0.31,18,0.84,1,spring,9626,AeroGulf,0,1,0
0.85,12,0.56,0,winter,9577,PacificAir,2,0,0
0.44,16,0.67,1,autumn,13441,SkyMind,1,1,1
0.7,12,0.87,1,autumn,9479,AeroGulf,3,0,0
0.1,7,0.88,1,autumn,1413,PacificAir,2,0,1
0.68,12,0.58,0,winter,4431,SkyMind,8,0,1
0.82,4,0.74,1,autumn,4718,PacificAir,5,0,1
0.81,16,0.9,1,spring,11545,SkyMind,5,0,0
0.44,16,0.98,1,summer,8345,AeroGulf,5,0,1
0.9,17,0.81,1,summer,13909,SkyMind,8,0,1
0.57,20,0.82,0,summer,9866,EuroWings,8,1,0
0.82,9,0.73,0,autumn,2224,AsiaJet,8,0,1
0.21,14,0.77,1,winter,12973,SkyMind,3,0,0
0.21,5,0.55,1,winter,12051,EuroWings,5,0,0
0.75,18,0.67,0,autumn,12866,PacificAir,8,1,0
0.65,12,0.75,1,winter,985,AsiaJet,5,1,0
0.68,22,0.64,1,spring,4478,SkyMind,7,1,0
0.24,7,0.68,1,winter,12387,SkyMind,7,1,0
0.4,2,0.99,1,autumn,9411,AeroGulf,4,1,0
0.26,18,0.5,1,winter,8223,SkyMind,2,0,0
0.07,3,0.65,1,winter,9945,AsiaJet,5,0,0
0.2,15,0.79,1,spring,4378,PacificAir,4,1,0
1.0,11,0.64,0,spring,9247,AeroGulf,2,0,0
0.23,10,0.84,0,summer,9062,AsiaJet,5,0,0
0.16,20,0.65,1,winter,10194,SkyMind,3,1,0
0.7,21,0.82,1,autumn,4152,AsiaJet,5,0,1
0.6,19,0.92,1,autumn,7016,AsiaJet,6,0,1
0.75,13,0.83,0,spring,10231,PacificAir,0,1,1
0.65,16,0.52,0,summer,7149,SkyMind,5,1,1
0.22,20,0.9,0,spring,973,EuroWings,7,0,0
0.5,23,0.61,1,spring,1377,AeroGulf,9,0,0
0.18,22,0.82,1,spring,5743,PacificAir,2,1,1
0.25,18,0.82,0,autumn,10685,AeroGulf,1,1,0
0.99,12,0.9,1,winter,2254,SkyMind,6,1,0
0.73,15,0.75,1,winter,2810,AeroGulf,9,1,0
0.78,23,0.69,0,autumn,5974,AsiaJet,3,1,1
0.03,2,0.76,0,autumn,9255,AsiaJet,6,0,0
0.38,13,0.77,0,summer,1685,AsiaJet,8,0,1
0.56,12,0.91,0,autumn,12047,EuroWings,7,0,0
0.15,15,0.6,0,summer,4054,AsiaJet,1,1,1
0.85,3,0.92,1,winter,2040,AsiaJet,9,1,0
0.14,17,0.68,1,winter,11906,SkyMind,5,0,0
0.64,6,0.87,0,summer,12180,AsiaJet,2,1,1
0.55,11,0.67,1,autumn,8655,EuroWings,1,0,0
0.85,20,0.85,0,autumn,7203,EuroWings,9,0,1
0.31,4,0.9,1,summer,10767,PacificAir,2,0,0
0.28,10,0.78,1,autumn,2375,EuroWings,6,0,1
0.85,22,0.81,1,spring,11791,AsiaJet,5,0,0
0.22,24,0.85,1,summer,12136,AeroGulf,8,1,0
0.75,21,0.84,1,autumn,1090,PacificAir,2,0,0
0.19,19,0.86,0,summer,1224,EuroWings,2,0,0
0.88,9,0.92,0,summer,11115,PacificAir,7,1,1
0.84,19,0.61,1,autumn,11670,SkyMind,2,1,1
0.79,15,0.61,0,autumn,4915,AsiaJet,3,0,0
0.49,9,0.99,0,summer,6236,AsiaJet,9,0,0
0.03,13,0.93,0,autumn,13239,PacificAir,9,0,0
0.13,2,0.8,0,autumn,4622,EuroWings,7,0,0
0.46,8,0.5,0,summer,9632,AeroGulf,2,0,0
0.04,12,0.93,0,spring,1186,EuroWings,6,0,0
0.06,22,0.88,0,winter,3240,PacificAir,4,1,0
0.13,9,0.98,0,autumn,13621,EuroWings,8,1,0
0.26,5,0.51,0,winter,7077,PacificAir,0,0,0
0.75,4,0.51,1,spring,6942,AsiaJet,3,1,1
0.05,13,0.76,1,spring,9628,AsiaJet,2,0,0
0.98,15,0.93,0,spring,13596,AsiaJet,8,0,1
0.27,2,1.0,0,spring,1826,PacificAir,6,0,0
0.32,1,0.66,1,winter,4640,AsiaJet,4,0,0
0.25,4,0.52,0,autumn,5605,SkyMind,9,1,0
0.6,24,0.6,1,winter,1616,AeroGulf,0,0,1
0.02,10,0.94,1,spring,10804,PacificAir,7,0,0
0.09,1,0.73,0,summer,12959,AsiaJet,0,1,0
0.1,2,0.93,0,autumn,4081,SkyMind,0,0,0
0.66,12,0.72,1,winter,8655,EuroWings,2,1,0
0.33,16,0.53,0,winter,9448,AeroGulf,0,1,0
0.44,3,0.81,1,autumn,6854,AeroGulf,2,1,0
0.95,24,0.72,0,winter,11540,AsiaJet,4,1,1
0.2,9,0.75,0,winter,8242,PacificAir,1,1,0
0.07,3,0.97,0,winter,10167,PacificAir,4,1,0
0.44,20,0.73,0,spring,6894,SkyMind,9,1,1
0.16,16,0.9,1,autumn,5800,PacificAir,5,0,0
0.14,8,0.53,1,winter,1421,AsiaJet,4,0,1
0.41,19,0.74,1,spring,9018,AeroGulf,7,0,0
0.67,11,0.79,0,spring,5534,AeroGulf,5,0,1
0.24,6,0.56,0,autumn,13901,AeroGulf,3,1,0
0.88,14,0.65,0,summer,1219,AsiaJet,1,1,0
0.36,1,0.87,1,autumn,13825,EuroWings,7,0,0
0.93,12,0.59,1,autumn,2470,AsiaJet,8,0,0
0.49,23,0.56,1,autumn,8048,AeroGulf,7,1,1
0.73,21,0.65,0,summer,9624,AeroGulf,9,0,1
0.85,15,0.93,0,autumn,5920,PacificAir,8,1,1
0.53,16,0.88,0,autumn,1406,AeroGulf,0,1,1
0.85,4,0.89,1,winter,11155,SkyMind,4,0,0
0.38,24,0.66,0,autumn,7333,AsiaJet,2,0,0
0.36,8,0.55,0,autumn,7188,PacificAir,3,0,1
0.79,23,0.52,1,autumn,12088,PacificAir,4,1,0
0.24,17,0.79,1,winter,1333,EuroWings,9,0,0
0.72,22,0.85,0,summer,4333,EuroWings,0,0,0
0.08,3,0.69,1,autumn,1664,AeroGulf,1,1,0
0.64,24,0.76,0,winter,13780,SkyMind,7,0,1
0.94,3,0.64,0,autumn,5370,SkyMind,9,1,1
0.46,15,0.68,0,spring,8726,PacificAir,5,1,0
0.42,15,0.86,1,winter,2822,AsiaJet,8,0,0
0.54,8,0.86,1,autumn,5205,EuroWings,1,1,0
0.72,21,0.51,1,spring,5269,PacificAir,5,0,0
0.36,15,0.97,0,autumn,7565,EuroWings,8,0,0
0.0,21,0.63,1,autumn,11705,EuroWings,0,0,0
0.5,8,0.95,0,autumn,2253,SkyMind,9,1,0
0.42,19,0.76,1,winter,6230,PacificAir,9,0,0
0.53,4,0.75,0,winter,12682,SkyMind,7,1,1
0.72,1,0.73,0,winter,8882,SkyMind,3,0,0
0.28,3,0.96,1,spring,9981,PacificAir,4,1,1
0.51,8,0.6,0,summer,10519,AsiaJet,4,1,1
0.25,17,0.81,1,summer,3537,EuroWings,3,1,0
0.46,17,0.66,0,winter,7125,SkyMind,2,0,0
0.34,6,0.96,0,summer,5210,AsiaJet,2,0,1
0.37,11,0.58,0,autumn,10727,AeroGulf,4,0,0
0.58,6,0.84,0,summer,11668,PacificAir,0,1,1
0.69,23,0.71,0,summer,956,AeroGulf,3,1,0
0.01,1,0.83,1,spring,1138,AeroGulf,8,0,0
0.88,3,0.58,0,summer,2196,PacificAir,1,0,1
0.36,20,0.7,0,winter,3434,EuroWings,0,0,1
0.64,9,0.55,1,autumn,570,AsiaJet,8,0,1
0.12,15,0.98,1,autumn,10684,AeroGulf,9,1,1
0.57,8,0.61,0,winter,12976,AeroGulf,6,1,0
0.68,20,1.0,1,winter,3459,AsiaJet,4,0,1
0.16,16,0.71,1,autumn,7377,AeroGulf,7,1,0
0.91,10,0.54,0,spring,6853,PacificAir,7,1,1
0.76,14,0.51,0,winter,4787,AsiaJet,4,0,0
0.53,23,0.8,1,autumn,687,SkyMind,1,1,0
0.17,16,0.81,0,spring,13771,SkyMind,2,1,0
0.87,15,0.76,0,autumn,7782,EuroWings,1,1,0
0.07,9,0.53,0,autumn,4097,AeroGulf,5,0,0
0.12,10,0.67,0,spring,13217,PacificAir,1,1,0
0.7,8,0.68,1,winter,2512,AsiaJet,2,0,0
0.25,12,0.85,0,winter,4504,AeroGulf,3,1,1
0.46,5,0.71,1,summer,13273,PacificAir,1,1,0
0.54,14,0.79,1,winter,3782,PacificAir,0,0,1
0.46,21,0.64,1,winter,3449,SkyMind,6,1,0
0.08,3,0.86,0,spring,4152,SkyMind,0,1,0
0.74,15,0.52,1,spring,11006,PacificAir,9,0,0
0.24,6,0.99,1,autumn,12986,AeroGulf,6,1,0
0.74,19,0.82,0,spring,11901,AsiaJet,4,0,1
0.87,18,0.57,0,spring,6277,EuroWings,1,1,0
0.54,7,0.86,0,autumn,4443,AeroGulf,8,1,1
0.71,3,0.89,1,autumn,13801,PacificAir,5,0,1
0.04,5,0.89,1,summer,10708,AsiaJet,6,1,1
0.04,16,0.64,0,spring,1134,EuroWings,8,0,1
0.2,15,0.98,0,summer,10942,PacificAir,7,0,0
0.36,20,0.51,0,summer,5189,AsiaJet,7,1,0
0.18,9,0.69,0,summer,8400,AsiaJet,2,1,0
0.63,22,0.55,1,winter,10614,EuroWings,7,0,0
0.28,3,0.69,0,autumn,13841,PacificAir,3,0,0
0.85,12,0.53,1,spring,1830,SkyMind,6,0,0
0.56,1,0.82,1,summer,7040,AeroGulf,5,1,1
0.38,24,0.53,0,autumn,12877,EuroWings,0,0,0
0.89,20,0.81,0,autumn,10118,AeroGulf,3,1,1
0.83,6,0.62,1,winter,12542,EuroWings,8,0,1
0.82,2,0.59,0,spring,9272,SkyMind,8,1,1
0.73,13,0.67,1,summer,9228,AeroGulf,6,0,1
0.61,20,0.82,1,winter,6224,AsiaJet,2,0,1
0.37,8,0.79,0,autumn,10912,AsiaJet,2,1,0
0.42,18,0.84,0,summer,5836,AeroGulf,7,0,1
