aircraft_type,flight_hours,cycles,engine_temp_c,vibration_level,oil_pressure_psi,hydraulic_pressure,age_years,last_maintenance_days,needs_maintenance
B737,19141,3137,581.4,0.046,62.5,2951.7,23,313,1
A350,31936,9704,680.3,0.933,57.3,3066.8,1,175,1
B787,47055,3650,674.4,0.542,51.4,2951.6,2,0,1
A380,34657,19121,619.4,0.668,64.5,3178.9,21,185,1
A380,49884,12557,684.0,0.158,49.9,3006.2,7,22,1
A320,115,14100,639.6,0.535,71.3,3284.6,15,362,1
B777,22972,14952,690.5,0.519,73.9,2826.7,2,178,1
A320,19516,5085,578.6,0.342,50.3,2929.2,2,65,1
B787,46896,1379,687.7,0.285,64.1,2651.2,24,254,1
B737,17190,14716,679.8,0.728,50.7,3183.3,18,80,1
A350,21239,11239,739.4,0.838,42.3,2827.2,12,163,1
B787,27128,16157,641.5,0.442,53.8,3301.9,17,134,1
B737,18258,12117,641.5,0.623,57.1,2627.9,17,230,1
B787,10900,15873,654.4,0.933,48.2,2862.5,23,358,1
A380,15055,15205,667.5,0.943,62.6,3291.6,4,134,1
B787,45298,5655,648.9,0.908,63.2,3177.2,24,254,1
B787,46814,10244,680.4,0.946,75.6,2483.1,10,57,1
B777,42250,1547,623.3,0.417,66.1,3078.3,24,293,1
B777,41643,764,678.0,0.744,72.3,2820.5,19,86,1
B787,17163,19774,692.0,0.525,57.7,3159.3,1,85,1
A380,45906,2709,699.5,0.762,64.9,2909.9,2,338,1
A320,23835,7466,663.5,0.826,63.9,3145.4,7,141,1
A320,22060,1668,667.8,0.628,51.5,2730.6,7,299,1
A380,7468,5874,639.2,0.034,61.8,2958.5,11,350,1
A350,5270,11283,639.8,0.777,66.6,3064.5,23,91,1
B737,25279,17610,714.8,0.995,61.3,2814.8,4,100,1
B737,22262,6628,604.7,0.736,61.1,2936.6,14,328,1
A320,10370,18957,601.0,0.024,51.5,3310.7,24,194,1
A320,7571,5262,671.0,0.766,79.8,3083.5,10,323,1
A380,11534,10021,571.1,0.573,53.3,2632.5,14,133,1
A380,47869,4196,662.7,0.857,56.3,2953.3,7,338,1
A350,41215,3485,630.8,0.164,74.0,3174.1,5,100,1
B777,29890,10726,615.1,0.84,75.1,2901.4,7,157,1
B787,25117,5187,717.9,0.943,57.6,3111.9,14,242,1
A350,38511,14246,653.0,0.471,59.3,3200.6,7,159,1
A380,8290,2781,552.5,0.462,70.5,2719.4,3,4,0
A320,2209,9621,583.8,0.729,70.7,3088.2,11,311,1
A380,28105,4208,699.7,0.315,63.7,3055.0,4,119,1
A350,5234,8129,635.0,0.836,66.6,3219.5,19,311,1
A320,2022,3783,742.8,0.851,62.5,2936.0,24,310,1
A380,15680,8217,598.6,0.633,37.0,3077.8,4,118,1
A320,43545,7796,703.0,0.523,68.6,3294.1,15,251,1
A350,42219,9724,700.6,0.838,46.9,3206.8,18,225,1
B737,7641,16521,571.6,0.179,49.5,2906.5,10,297,1
A320,40577,3993,621.0,0.121,57.6,3002.4,21,289,1
A380,39492,16916,715.6,0.037,54.4,3358.2,10,361,1
A380,4614,6161,715.1,0.002,53.8,2542.5,16,112,1
B777,38633,16666,644.6,0.663,80.6,2682.0,20,67,1
B777,25676,6609,648.3,0.216,71.2,3225.1,2,135,1
B737,16709,2846,593.2,0.854,63.8,3054.9,9,279,1
A380,12388,4744,715.2,0.408,70.2,3219.1,12,75,1
B787,34913,2473,680.8,0.625,77.2,3027.5,22,364,1
A350,22084,13963,578.0,0.681,50.7,3128.5,4,12,1
A320,2139,8366,647.4,0.571,55.7,3224.6,22,3,1
A380,31522,18060,701.7,0.125,64.2,3083.2,1,197,1
B787,3084,11926,642.6,0.383,60.5,2987.3,7,33,1
A350,27738,16991,680.0,0.06,56.1,3273.0,11,114,1
A380,40156,16446,630.8,0.186,70.2,3078.0,4,114,1
A320,6966,2564,652.3,0.378,57.6,3041.7,14,25,1
A380,16525,12731,671.8,0.734,47.0,3386.8,21,29,1
A350,28093,8703,664.3,0.513,74.0,2779.0,4,30,1
A380,8246,194,638.3,0.707,75.5,2700.4,13,151,1
B787,38984,13585,626.9,0.541,80.0,3397.3,5,305,1
A320,21797,2909,686.7,0.027,79.7,2645.6,6,295,1
A350,14379,12152,730.7,0.497,57.4,3377.4,11,101,1
A380,48844,10031,676.8,0.133,56.3,3021.5,11,81,1
B777,16942,15375,566.8,0.849,41.3,2736.0,15,164,1
A350,13211,13323,598.7,0.612,50.5,3084.5,7,302,1
B737,4941,3156,614.8,0.632,63.6,2799.2,8,336,1
A320,37416,17252,531.9,0.614,44.5,2877.4,9,193,1
A350,11363,12668,712.9,0.448,65.9,3093.3,2,34,1
A350,30707,17627,592.6,0.27,64.4,2828.4,10,161,1
B737,15132,981,664.9,0.186,52.4,2824.3,19,255,1
A350,7366,14193,637.3,0.484,65.8,3167.8,23,217,1
A320,11438,8800,648.9,0.547,66.5,2871.4,7,151,1
A350,42951,5874,630.2,0.451,49.2,2801.7,12,178,1
B787,4609,5287,585.7,0.647,55.3,2601.8,17,258,1
B777,26453,16833,738.5,0.591,62.5,2815.0,24,7,1
A320,3046,8285,590.7,0.33,50.4,2824.7,8,179,1
B777,4951,10465,614.4,0.141,31.0,2799.9,7,116,0
A350,25960,17338,719.0,0.229,62.1,3302.5,16,96,1
A320,25200,3737,641.8,0.27,51.4,3276.6,13,20,1
A320,22926,11462,660.9,0.72,43.7,3030.8,18,130,1
B777,43909,10766,679.7,0.916,49.5,2886.8,3,13,1
A320,41914,9749,720.5,0.143,44.8,2859.3,2,289,1
B787,783,5346,660.0,0.358,56.4,3017.2,11,238,1
A350,39178,399,603.8,0.036,76.3,3008.7,3,61,1
B787,42509,1498,569.0,0.173,70.1,2781.0,6,315,1
A320,33523,2457,669.2,0.336,63.0,3203.1,11,67,1
A350,17001,4794,691.1,0.253,55.3,2876.2,12,213,1
A320,17516,8014,580.9,0.709,62.4,3029.3,12,307,1
B787,44566,9502,632.9,0.075,67.5,2816.6,14,152,1
B787,35967,4443,630.1,0.726,71.6,2731.7,23,52,1
A320,22240,14774,583.6,0.584,52.4,2610.0,18,132,1
A380,48661,18689,772.7,0.509,40.0,3038.9,24,22,1
A350,47030,2070,550.0,0.494,79.1,2976.6,19,88,1
A320,2526,7737,657.4,0.557,72.9,2796.8,3,205,1
B737,3275,19944,627.1,0.858,60.0,2987.4,8,237,1
B777,17918,8801,605.9,0.488,54.7,2958.2,17,56,1
A320,24370,1643,650.6,0.672,54.1,3149.7,20,88,1
A380,31151,15388,705.2,0.078,53.5,2723.3,9,79,1
A320,24588,13763,753.6,0.545,43.7,3103.9,5,29,1
A380,15707,12740,662.7,0.526,56.9,2829.0,2,14,0
B737,37465,675,633.5,0.982,58.2,2992.0,5,345,1
B737,22101,4180,620.0,0.268,48.6,2473.9,12,346,1
A350,45988,10049,592.4,0.021,60.2,2804.4,12,84,1
B777,48884,18298,725.8,0.916,70.2,2926.7,16,201,1
B787,39184,16726,695.5,0.518,54.3,2973.7,4,326,1
B737,49028,17491,629.9,0.144,71.3,2970.6,17,263,1
B777,3942,5826,668.8,0.112,63.4,2724.6,7,166,0
A320,24532,10441,623.2,0.976,62.8,3178.5,15,124,1
A380,27288,11623,721.6,0.373,50.3,2743.5,3,313,1
B787,41326,16439,678.5,0.55,74.4,3106.8,4,215,1
A380,32120,1228,701.8,0.309,63.4,2820.3,17,149,1
B777,2166,4313,667.9,0.018,64.8,3165.5,16,258,1
B787,28154,11909,651.4,0.771,69.7,3044.8,23,147,1
B777,7854,8995,668.1,0.588,50.6,3190.7,9,227,1
A350,28956,15586,669.3,0.62,68.3,3077.8,21,157,1
A380,10899,5496,677.2,0.684,55.6,2968.6,20,243,1
A320,12373,9982,657.8,0.151,55.4,3022.3,17,245,1
A320,10486,10607,660.3,0.384,60.7,2878.8,1,195,0
A320,35249,13823,644.4,0.468,55.1,3131.0,12,155,1
A320,554,1891,652.4,0.762,53.8,3150.5,7,136,1
A350,1091,17369,637.2,0.635,53.3,2769.5,4,160,1
A380,1235,3634,624.1,0.436,58.2,2778.4,22,195,1
A350,42625,12060,611.5,0.399,46.7,3239.4,4,294,1
A320,39375,6208,671.2,0.771,52.6,3290.1,11,225,1
A350,4199,14680,657.0,0.542,64.3,2754.2,17,247,1
A380,19096,10790,608.8,0.986,50.0,2819.8,19,312,1
A380,12624,6356,710.5,0.026,64.0,2782.6,9,143,1
B737,7631,19193,643.8,0.764,76.7,2799.1,4,159,1
B777,431,12768,724.5,0.149,76.6,3196.8,21,106,1
B737,1838,11025,671.8,0.865,43.0,3254.6,16,59,1
B787,16168,5568,543.0,0.275,62.3,3062.7,12,21,1
B777,7618,13271,643.3,0.243,49.7,3312.4,15,257,1
B737,41272,1412,577.5,0.523,48.4,3166.7,2,77,1
B777,29331,19399,627.1,0.452,60.4,2916.7,21,323,1
B777,13145,7352,638.0,0.313,70.6,3599.6,5,90,1
A350,38146,8873,703.4,0.323,69.5,2990.4,18,289,1
A320,2515,14313,671.5,0.271,44.0,2996.3,20,4,1
B777,27007,6738,642.8,0.415,62.9,3332.1,5,313,1
B787,35475,8851,639.5,0.651,56.9,2954.8,6,358,1
B777,46354,19077,597.5,0.452,43.9,2952.3,21,193,1
A320,28372,12702,645.0,0.446,66.8,3100.5,24,253,1
B777,25473,6606,670.8,0.927,45.1,3112.6,19,360,1
A320,24620,10250,684.1,0.922,59.7,3008.2,23,349,1
A350,5972,11884,704.1,0.46,68.4,2932.3,12,254,1
A350,9156,2465,689.4,0.234,61.1,2817.4,22,314,1
A320,24987,1087,642.0,0.158,58.3,2956.8,11,103,1
B787,16475,7384,589.9,0.896,64.9,3142.6,23,105,1
A320,43165,1988,615.1,0.473,63.9,2998.2,16,215,1
A380,16591,9998,624.6,0.761,69.0,3472.3,22,159,1
A320,43941,6233,616.6,0.586,62.1,2889.6,23,129,1
B777,19947,6108,559.1,0.219,68.9,2692.1,17,304,1
B787,21273,12374,615.7,0.28,68.3,2924.4,19,141,1
B737,4637,7813,628.7,0.911,69.4,2941.7,6,348,1
A350,19001,7969,550.5,0.451,40.1,3219.7,23,326,1
A320,48200,5471,630.0,0.543,54.2,2994.6,3,92,1
B777,20103,6855,628.9,0.301,69.1,3079.2,19,58,1
A350,29182,15497,655.8,0.474,65.5,3197.9,6,133,1
A320,33665,13798,642.4,0.811,61.8,3388.8,15,291,1
B737,48027,5709,711.3,0.829,65.8,2712.3,2,46,1
B787,31426,17471,701.6,0.6,68.4,3169.4,22,271,1
A380,12329,15735,639.8,0.372,59.0,2972.5,19,314,1
A350,9303,8969,656.6,0.027,44.8,2990.1,4,91,1
A320,4289,8078,658.7,0.407,80.9,2925.2,3,334,1
A320,30435,6380,592.3,0.054,57.5,2715.2,19,17,1
B787,24577,9093,630.1,0.278,61.8,2839.2,2,29,0
A380,33785,10462,602.5,0.38,39.4,2871.1,13,149,1
A320,49802,5891,635.6,0.477,66.8,3227.1,12,143,1
A380,48852,1108,654.2,0.854,51.5,3398.5,14,290,1
A320,43942,9872,546.6,0.056,56.3,3009.7,6,90,1
B777,27949,12725,674.1,0.053,58.5,3197.8,5,257,1
A350,11838,4734,705.4,0.864,73.5,2675.8,6,30,0
B787,23015,2224,743.9,0.756,78.4,3069.0,2,360,1
A350,30166,18156,574.5,0.028,63.4,2840.9,22,361,1
B777,12771,1297,553.3,0.836,66.1,2994.6,24,285,1
A350,17232,19816,728.8,0.557,63.1,3210.2,2,292,1
B777,48451,12522,629.2,0.165,55.3,3092.9,13,48,1
B737,25735,6154,637.4,0.697,43.4,2921.3,13,113,1
A320,48387,6895,606.8,0.697,74.0,3120.9,23,297,1
A380,38559,17572,602.5,0.779,63.8,3362.9,22,109,1
A350,771,18534,649.0,0.455,62.9,3092.1,3,90,0
A380,30223,6673,759.6,0.308,72.1,2884.0,21,125,1
A320,37002,6103,644.3,0.763,49.3,2737.2,9,249,1
B737,37302,11241,673.9,0.468,51.7,3175.1,19,232,1
A380,21502,17710,597.8,0.586,61.2,2855.9,10,122,1
A350,40553,2530,641.9,0.71,66.5,3011.2,13,118,1
B787,2622,16629,658.2,0.348,65.2,3229.1,10,198,0
A350,30117,18946,645.1,0.118,68.9,2916.5,12,70,1
B777,2226,18193,625.4,0.433,72.3,3231.1,11,180,1
A320,24175,1264,723.9,0.7,53.9,2899.1,24,210,1
A350,35388,8296,636.1,0.438,87.0,2818.9,9,352,1
A320,23891,17187,640.7,0.408,53.5,2916.7,17,97,1
A380,5460,372,662.2,0.64,63.8,3085.0,24,107,1
B777,25279,3143,627.8,0.014,59.8,2815.2,13,216,1
B787,23834,18441,695.2,0.67,58.3,2996.0,21,30,1
A350,6223,8410,559.8,0.055,80.3,3416.1,17,294,1
A350,45875,18278,622.6,0.995,74.5,3225.3,13,188,1
A350,28595,11233,705.4,0.006,62.4,2863.1,2,231,1
B787,42056,18874,666.1,0.556,61.9,3373.2,19,200,1
B777,25731,8177,599.0,0.876,38.4,3158.8,8,165,1
A350,48985,2342,612.4,0.788,53.6,3193.1,6,86,1
B787,7499,6397,660.8,0.665,57.9,3093.1,2,55,1
A380,30013,10790,555.3,0.066,55.6,2973.7,2,139,1
A320,10458,7640,663.0,0.478,62.6,3316.7,2,261,1
B777,38409,3316,680.6,0.74,57.5,3138.1,24,247,1
B787,1806,18576,641.9,0.69,62.9,3197.1,23,251,1
B777,41515,17360,671.5,0.659,60.9,2922.2,21,303,1
A380,48162,19809,745.5,0.664,66.7,2994.4,18,223,1
B777,21636,6968,646.0,0.818,63.0,2873.1,22,196,1
B737,21935,14534,593.7,0.712,77.8,3066.1,17,74,1
B737,7625,15848,606.7,0.194,59.5,3071.0,8,199,1
B737,4166,4645,668.3,0.241,72.1,3077.1,19,219,1
A350,22138,17125,634.4,0.168,47.9,3003.6,18,241,1
B787,25415,17479,641.0,0.328,53.2,3000.4,23,139,1
B777,46050,3737,725.8,0.615,47.0,3203.0,20,87,1
B787,12570,8063,632.5,0.698,78.9,3150.1,20,49,1
B787,16742,8702,612.7,0.239,60.7,3312.3,7,275,1
B787,3998,18204,669.5,0.449,43.4,3044.2,20,303,1
B777,16208,12175,694.2,0.295,49.9,2722.4,14,272,1
B737,47527,1460,708.4,0.345,64.0,3256.8,3,143,1
A380,11213,13528,756.8,0.448,55.2,2862.2,21,184,1
A380,23376,19252,736.3,0.899,53.3,3049.6,17,219,1
A320,46333,12448,636.1,0.269,47.1,3226.4,15,361,1
B777,35252,7675,654.8,0.979,72.2,3368.6,14,73,1
B737,14288,1987,622.3,0.352,74.4,2913.9,20,94,1
B787,2259,17357,583.3,0.107,71.2,3028.5,5,271,0
B787,31253,6669,720.5,0.465,74.5,2597.9,5,230,1
B737,14174,2085,586.6,0.624,63.1,3065.5,24,284,1
A380,15228,7197,649.6,0.103,57.0,2883.0,24,153,1
A320,3202,16779,663.3,0.247,39.8,3092.7,23,86,1
A380,23825,4112,718.0,0.242,51.7,2783.5,17,60,1
B737,7088,9709,695.4,0.278,59.4,3080.9,2,330,1
B737,33222,12707,656.1,0.069,65.3,3120.7,23,175,1
A350,9773,10956,617.8,0.292,57.1,3305.7,6,9,0
B777,42352,5462,512.0,0.264,59.4,2610.1,18,109,1
A380,37092,600,568.4,0.386,48.4,3252.5,14,243,1
B787,15999,16929,639.4,0.989,75.0,2697.3,11,228,1
B737,40015,13080,690.3,0.243,60.0,2762.4,14,308,1
A350,21283,15195,609.5,0.575,56.0,2728.3,24,152,1
A350,31510,13487,657.4,0.392,46.4,3317.2,20,123,1
A380,2295,19852,638.4,0.605,75.4,2898.2,2,231,1
A380,28776,11646,629.7,0.701,40.0,3070.5,6,362,1
A320,47100,15666,648.3,0.777,62.7,2837.0,18,283,1
A320,41583,15814,674.1,0.965,53.9,3153.7,15,204,1
A350,41821,17378,630.6,0.382,59.6,3213.1,22,306,1
B777,43733,14999,660.2,0.013,59.2,3244.9,20,38,1
A350,9488,19644,659.3,0.592,65.0,3094.3,9,227,1
A350,9790,2677,590.0,0.061,60.2,3066.0,20,270,1
A350,49403,7280,718.9,0.186,63.5,2895.5,8,1,1
A380,30076,368,727.5,0.766,56.4,3259.1,12,184,1
A320,2995,12507,557.5,0.273,57.2,3066.1,7,121,1
B777,8254,5492,647.1,0.431,68.7,3306.3,22,155,1
A380,17727,1834,626.6,0.111,62.8,2762.5,15,290,1
B737,28423,9821,666.7,0.24,69.3,2739.7,23,72,1
A380,18852,14404,748.1,0.831,52.2,3086.5,18,158,1
A320,16913,6564,668.9,0.136,58.9,3129.9,18,301,1
B737,26050,959,589.5,0.632,53.1,2872.2,22,54,1
A350,37425,7059,558.1,0.674,58.9,3216.3,10,260,1
A380,23255,13202,708.5,0.053,50.7,2783.7,20,249,1
B787,34249,9776,667.8,0.371,52.9,2993.9,21,170,1
B787,730,3953,657.6,0.416,67.8,3168.1,8,232,1
B737,1234,12314,672.5,0.128,50.3,3261.5,17,179,1
B787,28125,11983,669.1,0.214,62.1,2983.4,24,231,1
A320,4396,2082,641.8,0.178,72.5,2695.3,15,219,1
A380,13320,3324,676.7,0.876,51.0,3035.3,15,182,1
A350,7341,11837,640.1,0.969,68.7,3090.8,16,334,1
A350,38911,17970,650.3,0.39,52.1,3134.7,12,136,1
B777,28544,15098,628.0,0.41,57.5,3109.4,18,130,1
A320,14980,19977,579.4,0.119,70.0,3045.0,21,223,1
A350,46543,17181,689.3,0.977,49.2,3328.6,19,342,1
A320,6144,19886,677.9,0.099,86.2,3310.2,11,64,1
B787,43338,17493,628.5,0.144,59.1,2723.5,18,335,1
A350,18789,10099,641.8,0.636,82.1,3021.6,10,155,1
B787,25893,1970,580.4,0.142,76.9,2720.2,16,249,1
B777,43886,10830,647.5,0.634,63.3,2557.1,20,65,1
B787,41359,7578,577.3,0.241,46.4,2858.6,11,187,1
B787,15863,2785,628.5,0.673,67.0,2981.9,3,180,1
B777,36185,7326,607.0,0.243,49.5,2809.4,8,234,1
B737,24565,8180,640.4,0.792,60.1,2632.0,9,226,1
A380,10515,3456,666.9,0.365,59.8,2813.6,23,264,1
B777,24102,10424,699.1,0.571,59.0,3296.9,19,193,1
A380,29869,17043,671.3,0.954,58.6,3121.8,22,64,1
B777,4566,6075,579.2,0.889,54.3,2999.3,12,28,0
B737,34749,1412,759.8,0.798,52.6,2995.2,19,209,1
A350,9415,13975,668.6,0.399,54.6,3008.0,15,79,1
A380,2525,8327,702.6,0.189,70.7,3000.9,15,289,1
A350,2323,406,718.8,0.88,46.5,3128.9,19,218,1
B787,32435,9210,647.9,0.753,53.3,3509.7,4,357,1
A350,41560,17291,617.3,0.589,80.0,2560.3,14,259,1
A350,45089,18970,683.0,0.488,58.0,2716.8,22,264,1
A380,13709,11005,698.3,0.523,66.8,3087.4,6,133,1
B787,32500,9820,678.4,0.585,52.1,2965.3,11,200,1
B777,42798,16626,707.5,0.691,47.3,3030.0,5,113,1
B777,14294,18967,703.5,0.629,64.2,2586.6,16,310,1
B787,43913,10071,700.3,0.949,56.3,2743.1,19,195,1
A320,39954,1399,686.5,0.51,70.8,3024.0,6,276,1
A380,4300,15483,573.6,0.705,54.2,2883.8,19,88,1
A350,9654,7210,679.4,0.102,60.0,2894.1,14,210,1
A350,5820,3889,644.7,0.707,74.7,2783.4,9,160,1
A320,46939,2106,533.2,0.132,67.7,2956.1,7,190,1
B777,29769,11913,656.8,0.037,59.5,2749.9,1,351,1
A320,13452,8671,647.9,0.704,63.0,2751.7,18,319,1
B787,9670,11770,607.3,0.675,68.5,3109.1,15,32,1
A380,5840,4452,616.8,0.444,58.3,3019.7,13,145,1
A320,29025,2305,598.9,0.764,43.4,3138.1,4,160,1
B777,37812,17801,641.7,0.315,43.3,2908.4,1,215,1
B787,11118,16034,554.9,0.388,60.2,3138.6,20,141,1
A350,37049,15611,606.3,0.285,57.6,3459.8,14,299,1
B787,43989,3549,709.3,0.031,70.0,2836.4,9,102,1
A380,3571,6948,677.6,0.348,73.5,2822.6,24,341,1
B777,38855,8125,595.5,0.967,66.1,3116.9,4,325,1
A350,29547,14378,657.2,0.195,66.7,3015.7,24,127,1
A350,2116,2248,625.9,0.497,75.8,3036.8,20,39,1
B787,24921,12527,679.6,0.689,41.0,3474.5,9,16,1
B737,49535,2003,709.8,0.013,45.2,3105.2,21,263,1
A350,12472,19976,736.9,0.184,49.0,2960.3,22,21,1
A380,35044,18417,628.4,0.433,47.0,2875.7,21,335,1
A380,33620,12116,652.3,0.312,58.6,2831.5,7,103,1
B787,41640,10857,633.4,0.353,62.5,2852.6,3,22,1
B737,47722,12091,666.8,0.186,62.6,3003.5,14,95,1
A380,25402,12767,651.1,0.852,65.0,2822.2,20,186,1
A320,44849,15443,612.1,0.422,62.9,3222.8,1,90,1
A380,33924,15268,719.4,0.524,58.7,2810.8,8,120,1
B787,14257,19416,604.9,0.679,54.7,2954.2,17,212,1
A380,16769,6220,646.4,0.945,45.8,3277.2,7,66,1
A380,10285,9750,675.2,0.695,59.1,2868.2,15,84,1
A320,29299,14735,612.7,0.916,65.6,3073.4,5,90,1
B777,39251,5737,607.6,0.803,71.2,3004.6,16,14,1
B737,12413,11120,704.7,0.7,51.8,2716.7,9,111,1
B777,20213,16514,697.5,0.634,82.9,3054.4,6,354,1
B737,46357,3741,746.1,0.654,68.8,2985.9,8,40,1
B787,43677,11405,688.3,0.877,66.8,3220.1,6,122,1
A320,31436,9648,601.8,0.606,62.2,3167.8,18,279,1
A320,42230,5205,577.2,0.851,32.8,3254.5,22,363,1
B737,17377,6365,571.2,0.929,63.9,2995.7,15,236,1
B787,400,15555,583.6,0.569,57.5,2908.2,12,189,1
B787,45244,208,685.0,0.222,72.7,2767.7,12,294,1
A350,32285,13768,680.5,0.626,59.6,3001.8,5,219,1
B777,4813,5561,617.4,0.962,72.0,3443.9,5,187,1
A320,25167,10525,664.6,0.111,53.2,2771.7,7,246,1
A380,6604,7827,695.2,0.882,56.6,3116.0,10,67,1
A320,49081,16196,717.3,0.871,56.4,3337.7,8,103,1
B777,31724,17797,707.2,0.094,64.9,3133.4,18,252,1
B737,11383,10914,627.4,0.301,69.4,3277.7,9,332,1
B777,8065,4858,678.9,0.86,58.7,3260.9,23,11,1
A350,44845,7866,642.2,0.611,68.7,2954.4,23,185,1
B787,48928,10782,638.2,0.341,62.7,3026.6,9,51,1
A380,15733,16660,675.1,0.802,45.4,3253.1,3,206,1
B737,10381,10277,655.7,0.004,69.0,3003.0,9,142,1
B737,25674,12486,589.0,0.188,46.6,2898.7,2,165,1
A380,23336,11209,570.3,0.514,40.3,3125.7,6,22,1
B787,43789,17074,648.0,0.495,54.2,3120.9,8,26,1
A350,46485,13961,792.9,0.982,48.6,2961.6,12,327,1
A320,42195,15903,637.6,0.287,63.9,3087.7,24,224,1
B737,1530,14314,595.5,0.066,65.5,2726.3,22,339,1
B777,6274,310,642.4,0.336,67.0,2731.5,9,321,1
B737,8037,3357,663.6,0.154,58.4,2972.6,10,145,1
B777,43379,9564,627.1,0.743,53.7,2869.1,19,250,1
A380,24231,10989,700.8,0.357,53.9,2951.4,10,355,1
B777,9404,19479,681.6,0.767,59.1,3332.4,16,45,1
B737,48178,17394,701.4,0.365,62.5,2826.0,14,89,1
B787,20834,3692,593.8,0.352,70.4,2755.1,12,65,1
B787,488,8229,681.1,0.039,44.3,2876.6,6,278,1
B777,16271,14926,660.0,0.294,67.9,3378.8,12,36,1
A350,46025,5344,632.9,0.021,62.6,3032.1,3,118,1
B777,716,16223,657.3,0.243,80.8,2978.9,13,175,1
A350,9419,8062,673.0,0.195,62.2,3068.3,6,63,0
B787,32787,16352,664.0,0.201,75.4,2841.4,2,132,1
B777,32087,19586,737.4,0.948,60.5,2695.4,24,186,1
B777,10665,18992,576.3,0.01,63.3,2972.8,5,153,0
A320,12629,1256,672.3,0.12,62.2,3089.6,17,235,1
B777,38922,4623,632.6,0.952,60.4,3169.7,14,307,1
A320,26194,19093,739.6,0.082,62.2,3117.3,17,78,1
A320,24576,14636,646.0,0.276,70.2,2791.2,14,348,1
B777,1441,10597,708.0,0.885,72.3,2791.9,13,250,1
A380,24486,5404,596.5,0.643,64.0,2924.7,19,46,1
B777,15418,7687,677.4,0.769,68.6,2855.4,16,92,1
B777,32979,6259,634.9,0.417,55.2,2983.8,21,204,1
B787,22744,18105,695.9,0.595,71.1,2636.6,12,108,1
A320,22604,10911,647.9,0.593,60.6,2868.3,20,28,1
B787,36805,6637,665.0,0.548,70.9,3216.7,7,18,1
B777,14157,6583,705.7,0.355,68.9,2995.4,1,296,1
A320,17671,11336,598.0,0.132,51.1,3024.9,20,119,1
A320,244,16628,638.5,0.749,58.2,3247.9,14,4,0
A350,30101,5088,636.5,0.255,62.3,2984.6,4,319,1
B777,17384,946,684.9,0.832,44.7,3130.3,3,40,1
B777,44475,5068,746.3,0.283,45.2,3111.4,2,32,1
B737,4046,4010,648.2,0.081,63.4,3279.7,24,105,1
B777,8978,6008,710.7,0.33,53.1,2720.4,20,120,1
A320,37978,5492,669.9,0.591,52.0,3212.2,2,350,1
B777,26747,4082,600.0,0.842,70.7,2723.8,5,299,1
B737,27386,19504,664.0,0.392,79.9,2875.5,12,355,1
B737,49957,15487,681.9,0.11,61.7,2930.7,3,248,1
A320,13810,10198,625.6,0.071,70.4,3113.6,13,227,1
B737,11018,10831,709.8,0.47,73.2,3133.7,14,210,1
B777,22140,7766,666.3,0.718,43.8,3310.4,4,362,1
B787,25744,12970,591.7,0.538,63.7,3183.6,12,210,1
B787,40666,12056,633.2,0.094,73.5,2950.1,18,12,1
A320,23823,7370,653.4,0.202,70.8,3234.7,4,84,1
A380,42953,8997,723.0,0.001,64.0,2826.2,6,300,1
B737,14432,2770,640.1,0.835,55.2,3000.7,18,246,1
A320,22875,5630,755.5,0.085,71.0,3005.4,20,263,1
A320,42124,18251,753.3,0.587,61.0,3030.9,22,253,1
A380,36689,3887,671.5,0.373,61.5,3209.7,4,191,1
B777,19962,7319,735.3,0.254,42.2,3481.6,12,136,1
B777,13994,5009,623.6,0.867,68.2,3272.2,18,249,1
B737,4551,13763,658.4,0.604,52.7,2961.9,4,71,0
A350,27844,15940,586.7,0.375,60.0,2944.9,15,329,1
A380,3806,2827,680.9,0.339,59.0,2887.1,7,293,1
B777,28470,10602,634.6,0.338,68.2,2751.0,21,40,1
A380,36799,17046,721.2,0.52,48.8,3481.6,4,94,1
A320,5296,3392,681.6,0.77,56.0,3145.6,10,93,1
B787,16130,13193,629.7,0.61,57.3,2889.8,14,142,1
B737,6502,1455,620.9,0.913,47.7,3262.7,11,266,1
A320,36398,16413,750.0,0.367,73.8,3132.0,15,60,1
B737,3027,10556,588.7,0.739,60.5,3276.2,2,212,1
A380,39026,5246,591.1,0.227,44.6,3015.6,17,307,1
A320,38227,498,633.2,0.944,37.7,3060.8,22,345,1
A350,38831,12121,646.8,0.066,64.2,2753.4,19,70,1
B777,32578,367,582.5,0.255,57.9,2914.8,11,10,1
A350,10653,17406,713.4,0.919,65.4,2593.3,7,285,1
B737,40095,17491,666.9,0.92,63.9,2883.8,16,225,1
B737,13373,5657,799.5,0.054,53.2,3064.8,19,42,1
B787,12919,3671,729.0,0.755,46.0,3315.1,20,171,1
B737,8557,10739,588.8,0.599,71.2,3080.8,2,287,1
A320,31171,2325,683.7,0.208,60.3,2638.8,3,17,1
A320,28584,15597,625.1,0.373,43.7,3178.5,17,158,1
A320,47257,17514,611.0,0.896,78.3,2794.8,4,26,1
B787,47026,13683,619.2,0.861,61.1,2867.0,10,231,1
B777,3121,18925,619.9,0.23,45.6,2756.7,18,138,1
A350,7706,5533,610.3,0.302,50.7,3077.6,16,181,1
A350,22452,10197,613.7,0.211,65.2,3178.4,9,199,1
A320,23959,5237,730.7,0.402,46.4,3208.6,12,117,1
A350,362,3603,679.6,0.951,50.8,3238.5,14,351,1
