departure_hour,day_of_week,month,origin,destination,aircraft_type,airline,weather_score,atc_delay,prev_flight_delay,distance_km,delay_minutes
1,5,8,DXB,LHR,A380,AsiaJet,0.66,28,70,6137,117
7,5,1,JFK,FRA,A380,PacificAir,0.85,4,35,7967,65
17,6,8,JFK,NRT,B777,SkyMind,0.87,29,17,3746,103
18,5,7,BOM,FRA,A380,AeroGulf,0.71,19,37,10506,82
13,2,1,NRT,LAX,A350,SkyMind,0.84,24,58,4541,99
19,2,9,DXB,SIN,A320,AeroGulf,0.7,8,8,2389,55
9,0,11,SIN,BOM,A350,AsiaJet,0.68,29,72,8176,117
16,5,3,SYD,DXB,B737,AeroGulf,0.62,20,71,10591,85
7,6,2,NRT,BOM,A320,AeroGulf,0.75,25,50,3155,108
13,3,7,FRA,CDG,B787,EuroWings,0.16,19,34,11021,44
20,4,11,CDG,BOM,B777,AeroGulf,0.88,6,81,4218,90
22,5,3,FRA,CDG,A350,EuroWings,0.87,21,4,6035,89
7,0,1,SIN,JFK,A320,AeroGulf,0.03,3,13,9748,6
4,0,10,LHR,BOM,A380,EuroWings,0.83,12,29,2629,79
15,3,3,LAX,NRT,A320,AsiaJet,0.13,12,3,10198,24
7,6,6,LHR,FRA,A350,AsiaJet,0.34,9,38,2130,50
9,1,3,LHR,NRT,B787,AeroGulf,0.74,17,83,5560,84
7,0,5,LHR,SYD,A350,PacificAir,0.16,16,63,1491,44
8,2,9,DXB,CDG,B787,AsiaJet,0.82,19,24,5090,92
17,2,7,JFK,LAX,A380,SkyMind,0.83,19,27,9885,97
2,4,2,CDG,SYD,A350,SkyMind,0.51,12,75,7366,71
16,0,1,SYD,JFK,A320,EuroWings,0.01,16,65,12660,48
19,6,7,DXB,NRT,B737,PacificAir,0.29,21,77,9394,82
14,4,4,NRT,LAX,B737,EuroWings,0.62,3,21,9722,55
20,0,11,NRT,FRA,A380,AeroGulf,0.98,0,30,5421,54
16,3,7,DXB,LHR,A320,AsiaJet,0.63,0,22,8521,39
7,5,6,SIN,DXB,B737,PacificAir,0.26,14,47,2981,52
1,6,7,FRA,BOM,A380,EuroWings,0.63,12,19,13845,69
16,0,4,DXB,BOM,B787,EuroWings,0.54,16,37,9254,91
17,6,3,DXB,LHR,A320,SkyMind,0.78,23,54,6781,101
4,1,12,SYD,BOM,B787,AeroGulf,0.11,25,67,9058,59
8,6,5,SYD,NRT,A320,EuroWings,0.76,7,78,6749,90
8,6,3,JFK,LHR,B787,SkyMind,0.54,17,87,1293,103
1,2,3,SYD,SYD,B787,PacificAir,0.96,26,88,11795,132
1,3,4,JFK,SYD,B737,EuroWings,0.34,12,0,5231,31
18,5,8,LHR,JFK,A320,SkyMind,0.63,22,6,1486,80
22,5,2,FRA,DXB,A350,AeroGulf,0.93,13,56,9649,103
2,2,4,SIN,SIN,B737,AsiaJet,0.1,7,11,4095,12
16,6,11,FRA,LHR,B787,PacificAir,0.94,7,4,1354,71
13,5,3,JFK,SIN,B787,EuroWings,0.69,26,49,2069,107
13,4,7,SYD,BOM,A350,SkyMind,0.07,25,41,2756,67
13,3,2,DXB,LHR,A350,EuroWings,0.3,14,11,12601,42
5,1,1,CDG,DXB,B787,AsiaJet,0.71,26,17,4603,85
2,2,10,LHR,JFK,A350,EuroWings,0.07,12,65,13524,58
0,0,1,BOM,FRA,B777,EuroWings,0.58,6,73,10914,63
15,0,6,NRT,SYD,B737,SkyMind,0.35,4,78,4676,61
3,0,3,JFK,CDG,A320,AsiaJet,0.62,16,16,8461,56
0,3,7,FRA,CDG,A350,PacificAir,0.05,27,67,5754,78
16,1,8,SYD,SYD,A350,SkyMind,0.87,24,70,8929,114
17,5,5,LHR,BOM,B777,AsiaJet,0.97,28,61,11980,134
7,1,5,NRT,JFK,A320,AsiaJet,0.97,15,40,8406,100
1,1,12,BOM,JFK,B777,EuroWings,0.75,22,33,13837,81
17,2,2,DXB,FRA,A320,AeroGulf,0.13,1,69,12974,48
15,3,8,DXB,BOM,B737,AeroGulf,0.76,21,44,6501,107
9,0,10,JFK,SYD,A350,PacificAir,0.02,17,57,13417,56
7,2,1,JFK,FRA,B737,EuroWings,0.02,16,50,2232,39
11,5,10,SYD,NRT,A320,AeroGulf,0.32,29,33,11753,73
21,1,9,CDG,SIN,A350,SkyMind,0.49,6,43,1314,56
15,6,1,SYD,CDG,B777,PacificAir,0.77,12,14,13401,64
11,0,1,SIN,LAX,B787,EuroWings,0.68,17,77,7535,110
10,3,1,LHR,CDG,B777,SkyMind,0.45,28,69,1686,97
19,4,7,LHR,BOM,B787,AeroGulf,0.27,13,49,8081,33
18,1,4,FRA,DXB,B777,AeroGulf,1.0,29,31,2725,118
0,1,12,DXB,CDG,A320,AeroGulf,0.43,17,66,9676,74
2,1,7,LAX,LHR,B737,AeroGulf,0.45,12,2,6923,45
11,1,5,SYD,JFK,B787,AsiaJet,0.16,10,85,9489,55
8,0,12,FRA,CDG,A320,PacificAir,0.79,20,85,5673,117
20,3,7,JFK,LHR,B737,PacificAir,0.69,29,73,12854,123
21,2,10,LHR,SIN,B737,AeroGulf,0.22,20,50,9235,65
4,0,7,JFK,CDG,A350,PacificAir,0.08,15,66,6382,50
0,3,4,SYD,NRT,A350,SkyMind,0.68,22,75,1019,103
9,2,2,NRT,CDG,A350,SkyMind,0.65,16,47,11238,81
16,1,8,JFK,CDG,B787,PacificAir,0.27,7,16,5541,26
3,3,2,LAX,BOM,B787,AeroGulf,0.95,18,6,1954,91
14,1,9,LHR,LAX,B737,EuroWings,0.15,19,12,7370,45
18,6,5,SYD,NRT,B787,AeroGulf,0.43,14,65,7713,85
7,3,9,FRA,CDG,B737,AsiaJet,0.94,8,3,8259,79
22,5,9,CDG,CDG,A320,EuroWings,0.42,19,9,9750,51
14,4,8,CDG,CDG,B777,AsiaJet,0.64,9,87,10928,93
6,1,8,SYD,LHR,B737,PacificAir,0.4,11,16,9804,39
14,1,4,CDG,SIN,B737,AsiaJet,0.27,20,51,3906,72
7,1,4,LHR,DXB,A320,PacificAir,0.98,22,5,1446,89
22,5,2,NRT,DXB,A350,AsiaJet,0.41,19,82,4530,77
9,0,4,JFK,DXB,A380,EuroWings,0.89,29,68,8827,126
17,2,4,LAX,SYD,A350,AsiaJet,0.23,0,73,11285,21
3,1,6,BOM,DXB,A350,AeroGulf,0.21,24,8,1292,37
14,1,3,FRA,CDG,B737,PacificAir,0.03,19,76,1636,59
10,0,2,LHR,LHR,B737,SkyMind,0.65,8,82,10054,84
21,0,8,DXB,CDG,B787,AsiaJet,0.37,21,20,1054,58
2,4,2,SIN,CDG,B787,PacificAir,0.86,14,23,7537,69
14,3,8,SIN,JFK,B777,SkyMind,0.47,0,3,13733,22
2,1,7,FRA,BOM,B777,PacificAir,0.97,11,23,11264,87
14,3,3,LHR,SIN,A380,PacificAir,0.19,2,58,3903,42
5,6,6,SYD,SYD,B787,SkyMind,0.87,10,2,2754,67
0,0,6,JFK,SIN,B737,SkyMind,0.78,1,67,1866,84
13,0,10,SYD,DXB,A320,EuroWings,0.77,15,39,1448,87
15,4,5,SYD,CDG,B787,AsiaJet,0.84,8,47,8795,75
0,2,8,DXB,NRT,B737,AsiaJet,0.76,14,53,8309,85
20,5,11,CDG,LAX,B787,PacificAir,0.63,11,34,7707,56
16,5,12,SIN,LAX,A350,AeroGulf,0.13,0,55,9738,28
7,5,5,BOM,BOM,B787,AeroGulf,0.03,12,88,7919,63
17,0,7,BOM,SYD,A380,PacificAir,0.92,13,39,4526,95
15,1,6,JFK,LHR,A350,EuroWings,0.62,24,76,6456,114
5,4,11,SIN,BOM,B737,SkyMind,0.8,24,67,7869,108
9,2,7,DXB,JFK,A350,PacificAir,0.48,7,45,7822,68
9,6,9,FRA,CDG,B787,AsiaJet,0.12,7,77,3114,46
4,5,3,LHR,FRA,A350,AeroGulf,0.13,26,12,12023,63
11,4,10,SYD,SYD,A380,AeroGulf,0.69,29,26,9655,95
19,0,7,SYD,CDG,A320,AeroGulf,0.43,11,5,3771,49
16,5,10,LAX,NRT,A350,EuroWings,0.2,0,16,9529,30
13,2,3,FRA,SIN,A380,AsiaJet,0.49,10,35,7884,56
13,6,2,LAX,LHR,A350,EuroWings,0.06,7,80,11150,47
2,3,12,LAX,LAX,B777,SkyMind,0.58,9,1,6178,59
11,6,7,CDG,SYD,A320,PacificAir,0.27,29,76,1381,89
19,2,4,BOM,SYD,B737,PacificAir,0.8,18,51,3688,84
17,6,1,LAX,SIN,A380,AeroGulf,0.31,10,65,13211,76
11,1,6,SYD,NRT,A350,AeroGulf,0.46,6,51,10894,53
1,5,11,SIN,CDG,A320,SkyMind,0.01,10,42,3834,33
1,5,6,SIN,LHR,B737,EuroWings,0.07,16,89,2698,73
16,3,6,CDG,SIN,A320,AsiaJet,0.39,0,21,8903,26
9,6,2,SIN,SIN,A380,SkyMind,0.48,25,54,9907,79
17,3,1,SYD,SIN,B777,PacificAir,0.6,28,66,9572,106
21,6,3,BOM,SYD,A380,PacificAir,0.29,20,59,1254,56
18,5,12,BOM,SYD,A380,EuroWings,0.69,20,57,5717,91
20,1,2,BOM,SYD,B737,SkyMind,0.86,7,11,9392,68
0,6,6,LHR,SYD,B737,AsiaJet,0.78,22,87,10911,112
23,3,12,FRA,LHR,A350,SkyMind,0.04,23,68,870,51
3,0,6,LHR,NRT,B787,SkyMind,0.48,5,83,2232,82
3,5,5,LHR,FRA,A380,EuroWings,0.1,21,38,5759,53
1,2,10,LHR,LHR,B737,AsiaJet,0.24,17,12,13700,56
18,2,10,SIN,NRT,A380,PacificAir,0.99,5,40,1301,80
20,1,5,NRT,CDG,A380,AeroGulf,0.14,4,56,6899,29
11,0,9,SIN,JFK,B737,AsiaJet,0.5,12,52,9681,70
9,3,5,NRT,CDG,B777,PacificAir,0.62,18,11,5271,66
12,6,10,SIN,NRT,B777,EuroWings,0.7,21,12,7507,68
21,5,6,SYD,SIN,A380,AsiaJet,0.56,7,73,915,85
22,2,11,FRA,FRA,B777,AsiaJet,0.01,8,56,11657,30
19,2,4,DXB,LAX,A380,PacificAir,0.33,16,39,3837,44
22,2,10,DXB,BOM,A350,PacificAir,0.52,2,79,12304,76
14,2,1,LHR,SYD,B737,SkyMind,0.09,18,44,5758,45
2,4,4,DXB,DXB,A380,SkyMind,0.35,10,34,8527,44
22,1,2,FRA,LAX,B777,AsiaJet,0.03,23,2,5557,22
19,3,10,FRA,LAX,B777,AeroGulf,0.08,16,4,7467,44
12,5,3,JFK,CDG,A320,EuroWings,0.4,20,89,2120,79
7,5,7,CDG,SYD,A320,PacificAir,0.13,18,10,10227,39
6,5,7,FRA,JFK,B777,SkyMind,0.57,1,70,13036,71
23,3,1,CDG,NRT,A350,EuroWings,0.69,7,55,6482,77
7,1,8,DXB,SYD,B787,AsiaJet,0.8,18,9,8493,78
17,0,7,CDG,DXB,A380,PacificAir,0.2,6,33,3292,20
8,6,1,NRT,DXB,A320,PacificAir,0.17,27,66,9264,70
5,6,8,SYD,NRT,A380,SkyMind,0.1,26,71,7886,74
3,1,2,CDG,LAX,A320,AeroGulf,0.64,16,30,5393,68
14,2,8,SYD,SYD,B737,PacificAir,0.71,5,74,5596,81
4,6,3,LHR,DXB,B737,AeroGulf,0.03,18,70,5356,62
4,2,10,DXB,NRT,B777,EuroWings,0.94,23,65,4155,124
6,1,7,SYD,BOM,B737,PacificAir,0.05,5,69,8984,28
8,1,6,LAX,BOM,B737,PacificAir,0.54,27,40,4793,106
6,3,5,LHR,LHR,B787,AeroGulf,0.71,1,62,579,75
8,3,11,SYD,SYD,A350,SkyMind,0.87,5,31,12924,72
19,4,10,JFK,FRA,B777,AsiaJet,0.71,22,19,4808,91
9,5,11,CDG,NRT,B787,EuroWings,0.8,4,56,2362,95
3,4,2,JFK,LAX,B777,PacificAir,0.34,18,49,1118,55
5,5,2,FRA,JFK,A350,SkyMind,0.81,19,79,1459,106
23,2,12,NRT,DXB,B777,PacificAir,0.08,3,24,11970,0
13,4,1,LHR,SIN,A380,EuroWings,0.89,21,11,4235,90
8,4,9,BOM,SYD,A380,AsiaJet,0.55,25,70,8614,101
0,0,11,BOM,DXB,A380,PacificAir,0.82,16,38,10905,88
16,1,8,SYD,LHR,B737,AeroGulf,0.45,10,16,12266,43
12,3,8,CDG,NRT,A350,SkyMind,0.64,3,44,12688,44
23,4,1,DXB,LAX,B787,AsiaJet,0.53,25,10,11169,76
6,3,5,BOM,DXB,B787,PacificAir,0.73,12,69,11943,101
8,5,12,DXB,SIN,A320,AsiaJet,0.08,19,22,2668,37
10,4,6,BOM,JFK,B787,AeroGulf,0.06,25,69,3745,72
2,5,2,LHR,NRT,A380,PacificAir,0.25,16,37,11070,41
11,4,10,BOM,NRT,A380,AsiaJet,0.16,8,1,7735,25
20,6,5,FRA,FRA,A320,PacificAir,0.87,3,85,10414,87
2,2,6,SIN,LHR,B737,PacificAir,0.22,22,83,1661,73
14,0,9,SYD,NRT,B787,AsiaJet,0.98,27,88,10581,128
20,5,10,NRT,LAX,A350,PacificAir,0.34,13,78,2540,67
9,1,1,BOM,NRT,A320,AeroGulf,0.18,18,71,12663,69
0,1,10,CDG,FRA,B787,AsiaJet,0.79,25,36,12093,88
13,2,3,NRT,LHR,B737,AsiaJet,0.66,27,48,8660,96
19,2,12,DXB,SYD,A350,AeroGulf,0.5,2,51,12001,53
5,6,9,JFK,CDG,A350,AeroGulf,0.56,13,32,6149,57
1,1,1,FRA,SYD,B737,AeroGulf,0.72,7,21,9791,76
22,5,1,LAX,BOM,B787,PacificAir,0.23,23,4,12710,43
7,1,1,LAX,FRA,B777,PacificAir,1.0,26,17,7818,100
0,0,7,NRT,NRT,B787,EuroWings,0.97,27,37,10380,105
3,4,5,JFK,LHR,A320,PacificAir,0.65,0,36,7983,67
3,0,6,CDG,SYD,A320,AeroGulf,0.2,9,63,4632,55
4,6,8,NRT,SYD,B787,EuroWings,0.68,17,9,1344,62
19,6,2,DXB,BOM,A380,AeroGulf,0.07,15,78,6277,66
8,1,2,LHR,SYD,A320,SkyMind,0.03,7,41,2143,30
22,4,3,NRT,FRA,B777,AsiaJet,0.26,0,47,11025,36
12,1,3,LAX,SYD,A380,SkyMind,0.46,11,43,1763,58
17,0,3,SIN,LAX,B777,AeroGulf,0.87,7,81,3434,89
16,0,4,LAX,BOM,A350,PacificAir,0.73,23,86,12377,115
0,5,3,JFK,LHR,A320,AsiaJet,0.74,15,15,6639,68
21,5,2,DXB,LHR,A380,PacificAir,0.43,17,53,7674,87
14,0,9,CDG,SYD,B787,PacificAir,0.35,3,34,715,28
1,4,6,FRA,FRA,A380,AsiaJet,0.37,5,27,5276,52
15,6,3,SYD,FRA,A350,AsiaJet,0.99,11,1,12349,75
19,5,9,SIN,JFK,B777,SkyMind,0.04,26,12,2840,48
21,5,4,FRA,DXB,A350,AeroGulf,0.87,8,40,8206,86
4,3,4,NRT,LAX,B737,PacificAir,0.58,14,79,10199,82
21,3,8,SIN,JFK,A320,AeroGulf,0.44,15,58,2590,79
18,5,7,JFK,DXB,B787,AeroGulf,0.73,23,68,12070,83
4,1,7,DXB,CDG,B777,EuroWings,0.49,11,52,1616,60
1,4,10,CDG,SIN,A350,SkyMind,0.87,23,44,8250,96
6,2,7,FRA,DXB,B787,PacificAir,0.9,22,19,11432,84
2,5,10,NRT,SIN,A320,AsiaJet,0.42,13,23,5834,52
16,3,11,DXB,BOM,B787,AsiaJet,0.28,12,60,13746,61
23,4,5,NRT,SYD,A320,AeroGulf,0.59,24,57,2661,99
23,4,7,CDG,DXB,A320,SkyMind,0.91,1,26,3756,68
2,3,4,FRA,FRA,A320,SkyMind,0.21,2,25,11660,20
12,4,8,NRT,LAX,A350,PacificAir,0.62,25,6,9840,80
6,4,9,DXB,CDG,A320,PacificAir,0.63,23,41,3676,89
23,3,12,NRT,LHR,B787,AeroGulf,0.73,29,46,6880,113
2,0,3,FRA,JFK,B737,AeroGulf,0.13,21,52,12945,66
14,5,7,DXB,SYD,B787,AeroGulf,0.72,9,58,13695,80
17,1,12,JFK,JFK,A350,EuroWings,0.91,8,37,3845,74
9,2,10,LHR,JFK,A320,SkyMind,0.18,25,68,12653,70
22,1,9,DXB,NRT,B737,AeroGulf,0.24,19,86,7496,72
6,0,1,SIN,JFK,A350,SkyMind,0.97,7,52,9832,86
8,6,2,LHR,JFK,B777,AsiaJet,0.18,9,14,3433,32
4,0,7,NRT,NRT,B777,AsiaJet,0.85,18,25,8241,93
19,4,2,FRA,NRT,B777,SkyMind,0.49,2,47,6155,50
7,1,7,DXB,LAX,B737,AsiaJet,0.25,23,18,10799,56
13,0,1,FRA,DXB,B787,AsiaJet,0.87,4,8,2948,62
3,1,3,DXB,DXB,B737,AsiaJet,0.45,2,63,1327,51
19,0,5,FRA,LAX,B737,PacificAir,0.51,25,53,6396,81
13,2,12,SIN,NRT,B737,PacificAir,0.36,26,50,1703,66
11,0,11,SYD,SIN,B777,SkyMind,0.59,15,38,11995,67
1,1,6,LHR,LHR,A380,SkyMind,0.16,16,3,7119,38
12,4,9,LHR,LAX,B787,EuroWings,0.39,14,2,7298,39
0,1,9,DXB,CDG,A380,PacificAir,0.97,2,63,1344,84
19,3,3,NRT,LAX,A380,SkyMind,0.26,11,28,3471,47
6,1,8,CDG,NRT,B737,PacificAir,0.66,8,10,1768,59
8,2,4,CDG,SIN,B787,EuroWings,0.33,20,57,13425,63
16,5,7,LHR,SYD,A380,SkyMind,0.77,11,74,5244,100
20,2,6,SYD,NRT,A320,SkyMind,0.13,25,26,8235,64
22,2,8,CDG,BOM,B737,SkyMind,0.97,14,20,10321,78
12,0,6,BOM,BOM,B737,SkyMind,0.45,1,38,4030,37
22,2,4,CDG,LHR,B737,AeroGulf,0.24,22,45,5585,74
9,1,2,LAX,NRT,A320,PacificAir,0.07,17,65,9495,54
15,5,7,FRA,FRA,A320,PacificAir,0.17,19,35,8819,34
5,6,11,LHR,BOM,B777,PacificAir,0.52,11,74,9643,66
15,4,11,SYD,JFK,A350,EuroWings,0.34,22,81,2764,83
10,6,4,NRT,SYD,B787,AeroGulf,0.83,3,64,519,70
19,2,9,DXB,JFK,A350,PacificAir,0.43,22,62,12330,80
2,1,9,JFK,CDG,B737,PacificAir,0.25,15,34,2281,51
8,0,7,SIN,LHR,A380,SkyMind,0.62,22,30,12526,93
14,0,5,LHR,CDG,B737,SkyMind,0.71,15,27,11823,73
12,4,3,SYD,CDG,A380,SkyMind,0.17,0,0,13462,18
9,4,3,DXB,BOM,B777,PacificAir,0.17,21,24,7357,62
19,1,9,JFK,NRT,A350,SkyMind,0.04,24,42,5334,66
23,4,9,LAX,DXB,B737,PacificAir,0.74,1,83,7796,81
12,4,12,LHR,BOM,A350,EuroWings,0.66,29,66,9248,93
16,0,11,NRT,LAX,B777,EuroWings,0.47,2,62,2744,59
6,1,4,SIN,DXB,A350,AsiaJet,0.84,25,50,3483,116
5,5,11,JFK,NRT,A380,AeroGulf,0.81,20,1,12255,78
12,4,1,NRT,CDG,B787,SkyMind,0.59,24,81,3225,117
16,1,10,CDG,SIN,B777,SkyMind,0.87,19,63,5099,112
14,2,5,DXB,LHR,A350,AeroGulf,0.21,16,73,5866,70
3,0,8,LHR,NRT,B737,AeroGulf,0.11,19,68,13525,70
14,5,10,DXB,SIN,A320,AsiaJet,0.27,21,8,5387,53
13,0,4,JFK,SYD,A320,AeroGulf,0.06,20,1,12023,14
20,0,10,BOM,CDG,B777,PacificAir,0.53,29,33,696,84
10,3,10,BOM,JFK,A320,SkyMind,0.94,28,59,5726,131
23,1,4,SIN,LAX,B787,AeroGulf,0.04,0,60,3328,19
3,2,12,CDG,SIN,B777,PacificAir,0.12,19,30,13531,45
2,4,9,LAX,NRT,B737,AeroGulf,0.45,5,9,4488,29
1,2,9,SYD,JFK,B737,PacificAir,0.93,28,75,6232,142
19,1,7,LHR,BOM,B777,EuroWings,0.32,14,35,5779,67
9,0,10,LHR,SYD,A320,PacificAir,0.51,25,84,2969,94
12,3,8,JFK,SYD,A320,AsiaJet,0.04,25,48,2130,60
19,1,12,BOM,BOM,B737,PacificAir,0.15,13,69,3778,50
20,5,12,FRA,SYD,B787,AeroGulf,0.99,19,48,2538,112
22,5,4,LAX,JFK,A380,EuroWings,0.97,14,2,5932,84
17,1,8,JFK,JFK,A320,EuroWings,0.0,13,73,11171,55
20,4,6,LAX,LHR,B787,PacificAir,0.95,24,4,5521,97
15,2,3,FRA,DXB,A320,AeroGulf,0.64,20,89,4830,127
10,2,7,BOM,NRT,A380,EuroWings,0.87,23,60,6970,102
9,4,3,NRT,SIN,B777,PacificAir,0.45,24,84,7577,82
8,3,11,FRA,LHR,A350,PacificAir,0.52,25,89,13266,101
11,0,7,JFK,DXB,B737,PacificAir,0.49,4,25,11167,32
18,6,5,SYD,JFK,B777,EuroWings,0.67,5,71,5261,64
0,6,4,LAX,CDG,A320,SkyMind,0.14,16,4,5719,25
17,0,3,CDG,LHR,A380,AeroGulf,0.03,10,14,12001,15
13,5,8,JFK,FRA,B737,AsiaJet,0.31,15,15,11870,39
21,3,4,NRT,SYD,A350,AsiaJet,0.7,11,0,7501,62
20,4,8,SYD,SYD,A350,AeroGulf,0.2,14,15,1887,34
0,6,10,BOM,JFK,A380,SkyMind,0.67,22,36,1141,86
16,1,3,SIN,DXB,A380,AeroGulf,0.97,3,2,6112,70
10,2,10,LHR,LAX,A320,PacificAir,0.09,26,51,7710,58
19,1,9,FRA,NRT,B737,AeroGulf,0.67,17,46,1074,81
14,2,6,LHR,LHR,A320,AeroGulf,0.44,20,12,11836,64
3,1,5,JFK,BOM,A350,EuroWings,0.87,27,79,10413,108
14,4,5,BOM,FRA,B777,AsiaJet,0.18,2,54,9710,16
21,4,3,DXB,FRA,B777,AsiaJet,0.69,21,20,8296,83
21,3,2,SYD,SIN,B787,PacificAir,0.84,7,65,12750,90
13,1,6,CDG,FRA,A350,PacificAir,0.94,22,53,12112,127
21,1,11,LHR,SYD,A350,EuroWings,0.68,2,26,9091,55
0,3,1,LAX,NRT,A320,PacificAir,0.5,7,37,5190,61
8,3,7,NRT,JFK,B787,SkyMind,0.62,17,89,1956,96
6,4,5,LHR,FRA,A380,EuroWings,0.87,9,57,2095,90
22,4,4,JFK,BOM,B787,EuroWings,0.57,24,61,8808,107
10,5,9,SYD,LHR,B737,AeroGulf,0.03,19,45,8486,31
22,1,10,SYD,DXB,A320,AeroGulf,0.93,16,88,9074,118
1,4,1,FRA,NRT,A380,SkyMind,0.69,7,10,13646,72
1,6,11,DXB,SIN,A380,EuroWings,0.68,22,71,2629,104
5,4,4,FRA,FRA,B777,EuroWings,0.22,10,7,10542,44
22,1,3,SIN,SYD,B737,AeroGulf,0.66,28,70,1331,104
18,3,6,CDG,LAX,B787,AsiaJet,0.39,4,63,5468,54
19,1,5,BOM,CDG,B777,AsiaJet,0.65,25,20,11392,84
13,6,7,JFK,DXB,A350,AeroGulf,0.11,12,71,11473,35
2,0,1,JFK,BOM,A320,PacificAir,0.66,20,62,3981,85
6,1,5,BOM,LHR,B787,EuroWings,1.0,22,84,2617,117
6,0,2,BOM,SIN,A350,SkyMind,0.05,4,63,4982,40
3,1,2,BOM,JFK,A380,AsiaJet,0.98,23,19,2506,107
22,6,11,DXB,CDG,B787,PacificAir,0.41,26,7,11263,68
4,0,11,BOM,LHR,B777,EuroWings,0.87,12,57,8988,99
16,0,2,BOM,NRT,B737,PacificAir,0.78,5,45,7260,70
3,6,9,LHR,LAX,B777,EuroWings,0.57,28,30,9410,97
22,1,10,LAX,JFK,A320,EuroWings,0.74,4,8,11828,53
12,5,3,SYD,LHR,A320,AeroGulf,0.88,8,14,6194,70
15,4,4,BOM,LHR,B787,AeroGulf,0.4,26,25,6562,70
15,2,5,LHR,LAX,B777,SkyMind,0.33,15,9,3579,51
1,4,4,SIN,CDG,B737,SkyMind,0.67,1,28,5778,49
17,0,4,SYD,LHR,A380,PacificAir,0.81,0,79,510,88
0,1,5,CDG,JFK,A320,AeroGulf,0.76,7,35,5380,61
17,1,10,SYD,DXB,B737,EuroWings,0.8,27,83,910,112
7,1,9,DXB,LHR,A350,AeroGulf,0.44,18,36,11631,73
10,1,12,BOM,LHR,B787,EuroWings,0.82,29,85,11346,125
23,5,9,SYD,LHR,B737,AeroGulf,0.12,10,70,11878,46
23,2,6,SIN,SYD,B787,EuroWings,0.54,27,22,12142,88
14,3,11,DXB,JFK,A350,PacificAir,0.01,11,40,1098,28
15,0,12,BOM,SIN,B737,AeroGulf,0.32,11,79,1323,65
16,2,3,FRA,LHR,B737,AsiaJet,0.37,6,27,8376,53
16,4,6,SYD,NRT,A380,AsiaJet,0.4,25,47,11089,92
11,3,10,BOM,LAX,A350,EuroWings,0.7,12,37,5717,87
9,3,4,FRA,LAX,B777,PacificAir,0.39,26,30,7586,72
19,1,3,DXB,SYD,B737,EuroWings,0.45,7,13,12806,52
5,2,6,NRT,BOM,A380,PacificAir,0.24,28,72,812,77
7,4,11,LAX,NRT,B737,SkyMind,0.37,28,87,11666,91
12,1,6,NRT,NRT,A380,AeroGulf,0.23,21,76,7171,56
1,1,2,FRA,JFK,A320,PacificAir,0.07,27,89,7200,93
18,6,9,JFK,CDG,B777,EuroWings,0.6,25,28,12430,77
21,6,8,LAX,DXB,B737,SkyMind,0.67,29,50,2992,102
9,6,6,LAX,JFK,A350,EuroWings,0.62,8,48,10637,61
3,5,1,SIN,LHR,B787,AsiaJet,0.46,6,42,730,58
11,0,12,SIN,SYD,A350,AsiaJet,0.38,25,71,4240,85
17,3,2,BOM,LAX,B777,AeroGulf,0.86,20,86,11364,105
6,4,4,SYD,SIN,A320,AeroGulf,0.52,23,4,12146,70
19,3,7,NRT,SYD,A320,SkyMind,0.48,14,41,12275,54
23,2,9,CDG,BOM,A320,AsiaJet,0.03,1,6,543,0
23,0,10,JFK,FRA,A380,PacificAir,0.34,22,41,8032,52
22,1,5,CDG,LHR,A350,AsiaJet,0.38,19,35,8592,53
3,0,10,BOM,SYD,B787,AeroGulf,0.4,24,26,11616,71
6,1,2,FRA,JFK,B787,EuroWings,0.58,11,57,12385,58
9,6,11,LAX,BOM,A380,SkyMind,0.53,0,45,7778,37
14,0,11,JFK,CDG,B737,AsiaJet,0.61,22,65,10962,95
11,1,11,BOM,JFK,A380,PacificAir,0.76,21,24,3957,82
0,3,1,JFK,BOM,B787,PacificAir,0.81,7,72,11641,103
19,6,10,LHR,JFK,B787,PacificAir,0.72,4,26,5884,74
17,6,1,NRT,LAX,B737,SkyMind,0.96,14,0,11010,71
15,6,5,SIN,JFK,A350,PacificAir,0.02,0,86,6115,40
4,3,7,NRT,DXB,A350,PacificAir,0.2,0,73,12077,47
18,3,9,CDG,LHR,B777,AsiaJet,0.01,24,41,6006,48
3,3,9,JFK,SIN,A350,SkyMind,0.65,9,51,10986,60
5,6,8,DXB,LHR,A320,EuroWings,0.9,21,24,3495,95
16,0,1,SIN,SIN,A320,EuroWings,0.24,9,53,4138,47
6,1,5,CDG,SIN,B777,PacificAir,0.93,20,66,13608,108
23,3,6,LHR,SIN,B787,AeroGulf,0.06,14,5,8017,30
22,0,6,LHR,DXB,B777,SkyMind,0.93,16,57,12059,96
6,1,4,DXB,LAX,B737,AeroGulf,0.35,21,69,3784,70
8,6,1,LAX,FRA,B777,SkyMind,0.1,5,52,11034,35
12,0,3,JFK,SYD,B777,SkyMind,0.49,2,65,8862,61
19,6,10,LHR,LHR,A380,AsiaJet,0.26,12,57,4841,46
13,5,4,SIN,JFK,A320,PacificAir,0.28,15,81,13952,79
15,3,4,CDG,BOM,B737,AsiaJet,0.31,7,86,10331,49
22,2,4,DXB,SYD,A380,AeroGulf,0.8,29,1,1116,87
8,0,5,LAX,SIN,B737,AeroGulf,0.54,14,75,739,81
