booking_lead_days,seat_class,is_business_traveler,prior_no_shows,checked_in_online,has_baggage,route_distance_km,is_connecting,fare_paid_usd,no_show
63,Economy,0,4,0,0,2996,0,321,1
231,First,0,2,0,0,5113,1,3488,1
20,Economy,0,2,1,0,10376,0,4165,1
4,First,1,3,0,1,3598,1,3812,0
5,Economy,0,0,1,1,13262,0,1514,0
42,Economy,1,3,1,0,6125,1,175,0
281,Business,1,4,1,1,13279,1,185,1
348,First,0,1,0,1,1145,0,4396,1
53,Business,0,4,0,1,9499,0,3032,1
130,First,0,0,0,0,4748,1,1482,0
138,First,0,1,1,0,3046,0,475,0
214,Business,1,2,0,0,11576,0,607,1
24,First,0,3,1,0,13489,0,3207,0
64,First,0,4,1,0,578,0,2690,1
259,Business,0,3,1,0,11809,1,4662,1
197,First,0,4,1,0,1955,1,3434,1
108,Business,0,3,0,0,2969,0,3608,1
15,Economy,1,1,1,0,4164,1,2193,0
202,Business,0,3,1,1,7940,0,150,1
141,First,0,0,1,0,5125,1,3031,0
357,Economy,1,0,1,1,7703,0,3829,0
112,Economy,1,3,0,0,8489,1,1890,0
73,Economy,0,2,1,0,2422,0,2055,1
52,Business,1,0,1,1,5708,0,3307,0
117,Business,1,4,1,0,10582,0,2093,1
185,Economy,1,3,0,0,5472,0,4138,0
62,First,0,3,0,0,8327,1,2832,1
140,First,0,0,0,0,9566,0,2305,0
300,Economy,1,2,1,0,2163,0,2543,1
225,First,0,4,0,1,2904,0,2271,1
224,First,0,0,1,1,7957,0,4625,0
182,Business,1,0,0,1,3289,1,2957,0
160,First,0,1,0,1,1708,1,4921,1
61,Business,0,0,1,1,7320,1,2449,0
80,Economy,0,4,0,1,11508,1,3810,1
328,First,0,1,0,1,8236,1,851,1
15,First,0,2,1,1,9002,1,3105,0
228,Business,0,2,1,1,8338,0,2301,1
96,Business,0,0,1,0,7178,1,4028,0
359,Economy,0,4,0,0,4185,1,4989,1
319,Economy,1,2,1,1,11108,1,1718,1
325,First,0,4,1,1,13118,1,3309,1
139,Business,1,4,0,1,5594,0,1656,1
129,Business,1,1,1,1,3363,0,4576,0
142,First,0,0,0,0,12167,1,2202,0
336,Business,0,4,1,0,13144,0,4149,1
179,Business,1,4,1,1,4474,0,4047,0
162,Business,1,4,1,0,6742,0,541,1
350,Business,1,0,0,0,11381,0,1653,1
122,First,0,1,1,0,4846,1,1801,0
37,Economy,1,4,1,0,795,0,3933,0
297,Economy,1,3,0,1,7002,1,4700,1
364,First,0,1,1,0,11361,1,2823,0
231,Economy,0,0,1,1,9724,0,147,0
336,Business,1,2,0,0,13421,0,4874,1
251,First,0,4,0,0,11038,1,2890,1
6,Economy,0,3,1,0,2388,1,3840,1
55,Business,0,2,1,1,8230,1,1056,0
167,Economy,1,2,0,0,13512,1,3354,1
316,First,0,4,0,1,9665,0,82,1
218,Economy,1,4,0,0,5157,1,3358,1
64,Economy,0,2,1,1,13961,1,648,0
193,Economy,0,3,1,1,7247,0,1428,1
92,First,0,1,0,1,5198,0,3927,1
340,Business,1,4,0,1,9725,1,3673,1
169,First,0,4,1,0,9925,0,82,0
225,Economy,1,0,1,1,6603,1,2745,0
230,First,1,4,0,0,11446,0,3501,1
280,Economy,0,0,0,0,12151,1,866,0
5,Business,0,2,0,1,13841,1,996,1
263,Business,0,3,0,1,10184,1,1312,1
52,Economy,0,0,1,1,10889,1,3254,0
18,First,1,0,0,1,6735,0,1858,0
264,Economy,1,1,1,0,13500,0,410,0
160,First,1,2,0,0,13151,1,620,1
263,First,1,0,0,1,8988,0,4438,1
293,Economy,1,0,1,1,2012,1,2176,0
159,Business,0,2,0,1,12419,0,568,1
22,Business,0,4,0,0,7128,1,4573,0
161,First,1,3,1,0,9272,1,3762,1
342,Economy,0,2,0,1,9345,0,1759,1
6,Economy,1,1,1,0,12199,1,1956,0
362,Economy,0,1,1,0,1537,0,548,1
23,Business,0,3,1,1,9378,1,920,0
129,Business,0,1,1,0,11523,0,3529,0
254,First,1,2,0,0,2103,0,4236,1
255,Business,0,4,1,1,11506,1,1012,1
249,Business,1,1,1,0,5528,1,2912,1
338,Economy,0,2,1,1,7297,1,3150,1
105,Economy,1,1,0,1,13852,1,3722,1
355,Business,0,0,1,1,8778,0,1703,0
311,First,1,0,1,1,9532,1,4030,1
347,Economy,0,4,0,0,8075,0,879,1
31,First,1,0,1,1,5694,0,3553,0
76,Business,0,0,0,1,8655,0,965,0
325,Business,1,1,1,0,6598,1,3391,1
92,Economy,1,1,0,0,8447,0,3160,0
9,Economy,0,3,1,0,6434,0,4813,1
329,Economy,1,4,0,1,12373,1,3124,1
33,Economy,0,0,0,1,6783,0,2710,0
339,Business,1,3,1,0,4726,0,3561,1
110,Business,1,1,0,0,5521,1,988,1
288,Economy,1,3,0,0,7853,1,1777,1
343,First,1,0,1,1,10082,0,378,1
96,Economy,1,3,0,0,3745,0,3824,1
312,Economy,0,2,0,1,13654,1,4500,1
149,Economy,1,4,0,1,12290,0,1779,1
203,First,0,0,0,0,9502,1,3784,0
221,Economy,0,2,0,1,7049,0,3353,1
31,Business,0,3,0,0,9980,1,1939,1
124,First,1,0,1,1,6991,1,1078,0
107,Business,0,3,0,1,11600,0,437,1
210,First,0,4,0,0,11802,1,1831,1
1,First,1,4,0,0,730,1,2467,1
182,Economy,1,1,1,0,11226,0,1023,0
58,Business,1,2,1,0,5572,0,120,0
288,First,1,4,0,1,5943,1,1013,1
95,Business,0,2,1,1,4652,1,4152,0
249,First,1,3,0,0,5882,0,1306,1
104,Economy,0,2,1,0,2601,1,1370,0
210,First,0,0,1,1,11160,1,3768,0
269,Business,1,1,1,1,4541,1,4240,0
58,Business,1,2,1,1,10693,1,1584,1
270,Business,1,2,0,1,12175,1,4886,1
28,Business,0,4,0,0,4654,1,918,1
202,First,1,0,0,0,11169,0,592,0
111,First,1,4,1,0,11186,0,2582,1
364,First,1,2,0,1,10134,0,3155,1
122,First,1,3,1,0,5462,1,4420,0
200,Economy,0,4,0,0,10598,0,2676,1
302,First,0,4,1,0,7761,0,1501,1
184,Economy,1,0,0,1,3784,1,1950,1
57,First,1,4,0,0,4141,0,1896,1
348,First,1,4,0,1,8396,0,1953,1
254,First,1,1,0,1,3200,0,4113,1
228,Economy,0,2,0,0,12665,0,3322,1
340,First,1,0,1,1,3360,1,2153,1
52,First,1,4,1,1,8824,1,3363,1
341,First,1,2,0,0,7833,1,4830,1
319,Business,0,0,1,0,2572,0,4053,1
243,Business,0,4,0,1,8066,0,2292,1
337,Business,1,3,1,1,13499,1,3932,0
257,Economy,1,1,0,0,4416,0,2783,1
59,First,0,0,0,0,5530,1,633,0
228,Economy,1,3,0,1,547,1,1808,1
339,First,1,0,0,1,6695,1,2772,0
303,Economy,1,0,1,1,2607,0,4782,0
117,Business,1,1,1,1,7116,1,3578,0
25,First,0,3,1,0,9482,1,3602,1
339,Business,0,4,1,1,6072,0,2425,0
149,Business,0,2,0,1,2377,1,461,1
170,First,1,3,1,1,4361,1,2644,1
252,Economy,0,0,1,1,6826,0,3634,0
19,Business,0,3,0,0,10803,1,687,0
348,Business,0,2,1,0,9320,1,1382,1
303,First,0,3,0,0,12301,1,2357,1
350,First,0,2,1,0,5207,1,3663,1
60,Economy,0,1,1,1,10434,1,3513,0
150,Business,0,0,0,0,4569,0,2519,0
235,Business,1,4,0,0,7374,1,1429,1
316,Economy,1,3,1,1,3989,0,4906,1
229,First,0,1,0,1,5167,1,3257,0
335,First,1,3,0,1,2188,0,2988,1
190,First,0,1,1,1,3113,1,1909,1
274,Economy,1,2,1,1,7410,0,3067,0
202,First,0,1,1,0,11150,0,4565,0
203,First,0,2,1,0,8712,1,2386,1
227,Economy,0,1,1,0,13334,0,4143,0
268,Business,1,3,1,1,12455,1,1599,0
178,Business,1,4,1,1,13241,0,3743,1
330,Economy,0,0,0,0,6102,0,3917,1
256,First,1,4,1,0,9869,0,2544,0
168,First,0,1,1,1,13802,1,3919,0
2,Business,1,2,1,1,12418,0,657,0
7,First,0,3,1,0,6648,1,2122,0
335,Business,0,0,0,1,6605,1,3002,0
106,Business,1,0,1,0,3220,0,3561,0
39,First,0,3,0,0,11660,0,690,0
187,Business,0,1,1,0,7276,0,3435,1
263,Business,0,0,1,0,12484,0,250,1
329,Economy,0,3,0,0,5543,1,2855,1
242,First,1,1,0,1,3231,1,607,0
164,Economy,0,3,0,0,5383,1,1192,1
282,First,1,0,0,0,13533,0,4966,0
94,First,1,4,1,1,9003,0,4534,1
130,First,0,0,1,1,10037,1,2418,0
261,First,0,0,0,1,3178,0,1320,1
208,Business,0,4,1,1,9211,1,3788,1
9,Economy,1,1,1,0,7494,0,4548,0
28,Economy,0,3,1,0,12851,1,566,1
147,Business,1,1,0,0,10384,0,485,1
334,Economy,0,1,1,0,12195,0,3737,1
65,Economy,0,3,1,1,11388,1,3536,1
11,First,1,1,1,1,3131,0,2121,0
12,First,0,2,1,1,8706,0,4021,1
363,First,0,0,0,0,4053,0,4453,1
101,First,0,2,1,1,1842,1,3439,1
172,Business,1,3,0,0,10830,1,806,1
212,Business,1,4,1,0,11673,0,2214,1
168,Business,0,4,0,1,12032,0,4169,1
207,Economy,1,3,0,1,2003,0,2139,1
346,First,1,3,1,0,3670,0,418,1
61,Economy,0,1,1,1,10727,0,4630,0
8,First,1,0,0,0,5987,0,2538,0
124,First,0,2,1,1,10017,1,1001,1
161,Economy,1,3,1,0,3351,1,4321,1
18,Economy,0,4,1,0,6653,0,4267,0
345,Economy,1,0,0,1,6058,0,1946,0
86,Business,1,0,1,0,12298,1,765,0
17,Economy,0,1,0,1,6922,1,1644,1
236,Business,0,4,1,1,4511,1,3905,1
173,Economy,1,0,1,1,4728,1,2782,0
103,Business,0,4,0,1,1015,1,3851,1
236,Economy,0,2,1,1,9105,0,2337,1
125,Business,0,4,0,1,11868,0,1918,1
48,Economy,0,0,0,1,13012,0,1403,0
101,First,0,4,1,0,9955,1,4583,1
73,Economy,1,4,0,0,8411,1,2761,1
170,Economy,1,4,1,0,5504,1,3953,1
137,First,1,0,1,1,5737,0,99,0
84,First,0,2,1,0,8197,1,4408,0
165,Business,1,4,1,1,5011,0,872,1
37,First,0,2,0,1,5012,0,4416,0
248,Business,1,0,0,1,7469,0,3369,0
267,Economy,0,3,1,0,7281,0,2554,1
307,First,1,4,0,0,6330,1,2052,1
104,Business,1,2,0,1,4481,0,4900,1
347,Economy,1,4,0,0,2139,1,1793,1
23,Business,0,1,1,0,13825,0,4230,0
286,Economy,0,1,0,0,12541,1,988,1
81,Business,1,0,1,0,2140,0,1280,0
254,Economy,0,2,1,1,10670,0,3632,1
22,Economy,1,2,0,0,12263,0,2987,0
326,Business,1,4,1,1,2330,0,2394,1
71,Economy,1,1,0,0,8353,0,3529,1
117,Business,1,4,1,0,9094,0,2758,1
37,Economy,1,4,1,0,2523,0,4381,0
155,First,1,0,0,1,10717,0,2723,1
346,First,0,3,0,0,12894,1,4195,1
126,Business,0,0,0,1,8472,1,2199,1
276,First,1,0,1,0,1526,0,3227,1
26,First,0,0,1,0,4331,0,3440,0
55,Economy,0,4,0,0,1146,1,322,1
124,First,1,4,0,1,826,0,509,1
361,Business,1,4,1,1,8691,0,4789,1
20,Business,1,4,1,0,11496,1,3074,1
13,Economy,0,1,0,0,12327,1,4295,0
240,First,1,2,1,1,5033,0,327,0
106,Economy,0,1,0,1,13849,0,4962,0
69,First,1,2,0,1,5170,1,397,1
203,First,0,4,0,0,6633,0,796,1
27,First,1,1,0,1,3379,1,4496,0
220,Economy,0,2,0,1,12782,0,3418,1
101,Economy,0,3,1,1,8697,0,362,0
66,First,0,0,1,0,12477,1,4660,0
123,Business,0,2,1,0,1139,1,4745,1
288,First,0,1,1,1,8999,0,1296,0
241,Business,1,1,0,1,8301,0,2654,0
11,First,0,3,0,1,1943,1,4001,1
202,First,1,2,1,1,1432,1,3496,1
219,Business,0,0,1,1,10035,0,3408,0
178,Business,1,1,0,1,12010,0,3855,0
225,Economy,0,4,1,1,5539,0,1905,1
213,Business,0,4,0,0,4366,0,3727,1
358,First,1,2,1,0,8288,0,4172,1
267,Economy,0,3,1,1,2420,0,1169,1
18,First,0,0,0,0,931,0,367,0
350,Economy,0,2,1,0,8520,0,1154,0
314,First,1,2,1,1,12952,1,2211,1
268,Business,0,0,0,0,10063,1,2310,0
274,First,1,1,0,0,6692,0,1877,1
163,First,0,4,1,1,3882,0,4678,1
213,Economy,0,1,0,0,5658,1,2646,1
221,Business,0,3,0,1,9909,0,4113,1
268,Business,0,0,1,1,6069,1,2464,0
83,First,0,1,0,0,12533,0,3305,1
230,First,0,2,0,1,7476,1,4293,1
43,Economy,1,2,0,0,10331,1,4526,1
75,Economy,1,3,1,0,773,1,4806,1
364,Business,1,3,1,0,3228,0,3505,1
336,Business,0,0,0,0,1365,0,289,0
160,Economy,1,1,1,1,8398,0,4299,0
235,Economy,0,2,1,1,3694,0,669,1
307,First,1,0,0,0,13527,1,212,1
358,First,1,0,1,1,11242,1,4390,0
116,Economy,1,2,1,1,9882,0,3919,0
89,Economy,0,1,0,1,10174,1,419,0
338,Economy,0,4,0,1,11355,0,3386,1
268,First,0,3,1,1,2038,1,2764,1
253,Business,0,1,0,1,5284,0,1716,1
137,Economy,1,4,1,0,13839,0,1881,1
94,First,1,4,0,0,12759,1,3398,1
154,Business,0,2,1,1,2691,1,4353,0
194,Economy,1,4,0,0,13270,0,1545,1
324,Business,0,3,0,1,9838,1,2707,1
4,First,0,0,0,1,6759,1,4967,1
70,First,1,1,1,1,2883,0,3775,0
103,Economy,0,3,1,0,4180,0,554,1
55,Business,1,4,1,0,832,0,2439,1
306,Business,0,0,0,0,7716,0,3529,1
311,Business,0,0,1,0,6128,0,2355,1
169,Business,0,4,0,0,6927,0,1907,1
140,First,0,3,0,1,3807,0,2080,1
33,Business,0,4,0,0,6019,0,859,1
355,Economy,0,1,0,0,563,0,2523,1
52,First,1,0,1,0,5807,0,2199,0
2,Economy,1,2,1,1,3765,1,3609,0
329,Business,0,0,1,0,7693,1,1165,0
249,Business,1,4,0,0,1693,1,1551,1
106,First,0,4,1,1,2511,0,1090,1
98,Business,0,2,1,0,6006,1,2643,0
292,Economy,0,2,1,0,2143,0,2591,0
179,First,1,0,0,1,2323,0,4924,0
133,Business,1,4,1,1,3564,1,3000,0
148,Economy,0,0,0,0,12473,0,3049,1
300,Business,0,3,0,1,8888,0,187,1
132,Business,1,4,1,0,523,0,1461,1
258,Business,1,0,0,0,3826,0,3501,0
275,Business,1,4,0,0,1076,0,2869,1
203,Economy,1,4,0,0,5386,1,3123,1
60,First,0,1,0,0,9283,1,1770,1
159,Economy,1,0,1,0,2555,1,4919,1
146,Economy,1,4,1,0,13344,1,2608,1
142,First,0,2,0,0,11212,1,3568,1
329,First,0,2,1,0,9057,1,4002,0
312,Business,1,1,0,0,6188,1,2720,1
153,Business,0,4,0,1,13823,1,2160,1
325,Economy,0,0,0,1,12768,1,1655,1
110,Business,0,0,1,1,3643,0,1353,0
89,First,1,2,0,0,3453,0,638,1
48,First,0,3,0,1,12850,1,4046,1
130,Business,0,4,1,0,13974,0,2812,1
210,Economy,0,1,1,1,3097,0,2410,0
227,Business,0,1,0,0,3848,0,2262,1
252,First,1,4,1,1,2086,1,605,1
93,First,1,4,0,1,5509,1,1729,1
164,Economy,1,1,0,0,12269,0,3873,1
108,First,1,1,0,1,8557,0,3520,0
59,Economy,1,0,0,1,9357,0,1951,0
97,Economy,1,1,0,0,8199,0,4597,1
186,Business,0,2,1,0,9484,1,2019,1
235,Business,1,1,1,0,11973,0,3151,0
80,Economy,1,1,0,1,11203,1,226,0
41,Business,0,2,0,1,2792,0,3792,1
150,First,1,2,1,1,11168,1,2573,0
72,Economy,0,4,0,0,7915,1,3775,1
26,Economy,0,1,0,0,13741,1,3435,0
80,Business,1,2,0,0,2526,1,1955,1
232,Economy,1,0,1,1,8739,1,1951,0
173,Economy,0,3,0,1,10753,0,3870,1
272,Economy,0,2,0,1,2938,0,607,1
112,Business,0,3,0,1,3225,0,206,1
249,Economy,0,1,0,0,3684,0,4072,0
250,Economy,0,0,0,1,13875,0,3700,0
14,Economy,0,0,1,1,5904,0,2284,0
168,Business,0,4,1,1,1610,1,244,0
72,Economy,1,4,1,0,994,0,2446,0
269,Economy,0,1,1,1,4844,1,2634,0
263,Business,1,2,1,1,10340,0,3777,1
331,Economy,1,0,0,0,3797,0,2832,1
66,Economy,1,1,1,0,11946,1,765,1
258,Economy,0,1,0,1,12868,0,2849,0
131,Economy,1,2,1,0,10656,1,2852,0
123,Economy,0,0,1,1,12550,0,1165,0
223,First,0,0,0,0,11856,1,2050,0
173,Economy,1,0,0,1,10421,0,3708,1
269,First,0,4,0,0,7109,0,1304,1
140,First,1,0,1,1,13274,0,3864,0
135,First,0,3,0,0,6749,1,1719,1
229,First,1,2,1,0,12375,0,1916,1
101,First,1,0,1,1,9387,1,3638,0
301,Business,1,2,0,0,4308,1,777,1
286,Business,0,2,0,1,13362,0,3246,1
90,Business,0,3,1,0,13173,1,3857,0
208,First,0,0,1,1,12146,1,1346,0
34,Economy,0,2,0,0,3202,0,4420,0
61,Economy,1,0,0,1,2993,1,304,0
151,Economy,1,3,0,1,1791,0,3846,1
64,Economy,1,4,1,1,13046,1,2240,1
220,Business,1,4,0,1,753,0,2818,1
345,First,1,4,1,1,1788,0,279,1
299,Business,0,4,1,1,929,1,1918,1
354,Economy,0,1,0,1,2077,0,1399,1
50,First,0,2,0,1,5309,0,2770,1
107,Economy,1,1,0,1,7698,0,1197,0
343,Business,0,0,1,0,9880,0,2330,0
173,Business,1,4,1,0,5374,0,1919,0
288,Business,1,0,1,1,4272,0,201,0
191,Economy,1,3,1,1,13070,0,2748,1
356,First,1,2,1,0,13729,1,3399,1
166,First,0,3,0,0,8761,1,4579,1
243,Business,1,2,0,1,11857,0,1922,1
254,First,0,3,0,0,2846,0,1569,1
57,Economy,0,3,0,0,2518,0,3377,0
25,First,1,2,0,1,3360,1,1815,1
116,Economy,1,0,1,0,10629,1,2297,0
241,Business,0,3,0,1,5413,0,4809,1
229,Business,1,2,1,0,3833,1,4127,0
330,Business,1,2,1,0,2546,0,3378,1
252,First,1,3,1,0,10880,0,203,1
92,Economy,0,0,1,1,1753,0,4395,0
220,Business,0,4,1,1,5375,0,4878,1
194,Economy,1,1,0,0,2236,1,3641,1
200,Business,0,4,1,0,13910,1,3028,1
226,Economy,0,3,0,0,8994,1,210,1
56,Business,0,3,0,1,12026,1,3174,0
69,Economy,1,2,0,0,9242,1,4981,1
247,Economy,0,0,0,0,10411,0,3591,0
72,Economy,0,0,1,0,4808,0,2389,0
254,First,0,3,0,0,9094,1,3477,1
263,Business,0,0,0,0,6254,0,1783,0
90,Economy,0,1,0,0,3854,1,1138,1
125,First,0,0,1,0,7728,0,4572,0
289,First,1,0,1,0,12341,1,4125,1
239,First,0,2,0,1,9511,1,3474,1
324,Economy,0,3,0,1,13807,1,2707,1
9,Economy,1,0,1,1,7083,0,946,0
211,First,0,3,0,0,13697,0,2046,1
21,Business,1,0,1,1,9048,0,762,0
156,Economy,1,0,1,1,607,0,2641,0
158,Economy,0,0,1,0,6783,0,1148,0
261,Business,1,2,1,1,6886,1,1165,0
109,Economy,1,0,0,0,12104,0,1013,0
262,Business,0,4,1,0,9297,1,3710,1
352,Business,0,1,0,0,2357,0,2827,1
12,Economy,0,0,0,0,11728,0,1854,0
62,First,1,4,0,0,6283,0,1179,1
23,Economy,1,3,1,1,2771,1,1076,0
349,First,1,2,1,1,5792,0,4987,0
352,Economy,1,3,0,1,9407,0,3896,1
339,First,1,2,1,0,11498,0,1392,0
18,Business,1,3,1,1,13994,1,1329,1
338,First,1,3,0,1,7666,0,3375,1
229,First,1,1,0,1,10606,0,1962,1
87,Economy,1,1,0,1,10170,1,4535,1
68,Business,0,1,1,1,8232,0,3131,0
149,First,1,3,1,1,1461,1,1657,1
315,First,0,2,1,1,13659,1,3906,0
277,Economy,0,1,0,0,4358,0,1147,1
91,Business,0,2,1,1,13478,1,4115,1
144,First,0,2,1,0,4421,1,2568,1
350,Economy,1,0,1,0,5717,0,4211,0
174,Business,1,4,0,1,6257,0,4810,1
144,First,0,3,0,1,9909,0,1799,1
190,First,0,4,1,0,1056,0,4547,0
134,First,1,3,0,0,883,1,2642,0
28,First,1,2,0,1,5019,1,2497,1
236,First,0,4,1,1,4985,1,3591,1
199,Business,1,0,0,0,7590,1,4112,1
259,First,0,4,0,1,12444,1,3958,1
359,First,1,4,0,1,3490,0,3050,1
117,First,1,0,1,0,5764,0,699,0
271,First,0,0,0,0,1418,0,2194,1
79,Economy,0,1,0,0,7195,1,2733,0
341,Business,1,3,1,0,12604,0,1424,0
74,Business,0,2,0,1,8177,0,4121,1
186,Business,1,4,0,1,13208,0,3666,1
40,First,1,4,0,0,6489,1,1486,1
245,Business,1,2,0,1,7752,1,2869,1
315,First,1,0,1,0,13485,0,4212,0
57,First,0,0,0,1,3464,1,1091,0
229,Economy,1,4,0,1,11662,0,4017,1
111,First,0,4,1,1,5502,1,2115,0
203,Business,0,2,1,0,4122,1,1498,0
39,First,0,2,1,0,2257,0,930,1
57,Business,1,3,0,0,8370,0,1834,1
188,First,1,0,1,0,3599,1,144,0
172,Economy,0,1,0,1,1351,0,418,1
76,First,0,1,1,0,2722,0,3481,1
47,Business,0,2,1,1,1058,1,4155,0
89,Economy,0,3,0,0,5081,0,1263,1
10,First,0,4,0,0,12151,0,4102,1
55,Economy,0,2,1,1,3760,1,4671,0
278,First,0,2,0,1,7941,0,3764,1
32,Economy,0,2,1,0,12271,0,2705,0
179,First,1,1,1,1,11344,0,2548,1
115,Business,1,2,0,0,8599,1,3933,0
27,First,1,3,1,1,4174,1,3591,0
114,Business,1,1,1,0,11252,0,1932,1
219,First,1,3,0,0,2582,1,4557,1
225,First,1,1,0,0,2539,1,3021,1
242,Business,1,3,1,1,8295,1,4485,1
178,Business,1,0,1,0,599,0,4444,0
307,Business,1,0,1,1,2168,0,1128,0
199,Business,0,1,1,0,11999,0,1447,0
264,First,1,0,1,0,13459,0,2111,0
273,First,0,4,1,0,10650,1,3251,1
193,First,0,3,1,0,13536,1,2534,0
81,Business,1,1,1,0,11346,0,2687,0
167,First,0,0,0,0,2587,0,1779,0
65,First,1,1,0,0,1759,0,4565,0
21,Economy,0,4,1,0,5405,1,799,1
335,Economy,1,1,0,1,573,1,3225,1
100,Business,1,1,0,1,7378,1,170,1
351,Business,1,2,1,1,11643,1,273,1
329,Economy,1,2,0,1,5454,1,3647,1
360,First,0,2,0,1,10768,0,4375,1
175,First,1,2,0,1,6063,1,1948,1
271,Business,1,3,0,0,7489,0,2711,1
48,First,0,4,0,0,3594,0,1898,1
353,First,0,1,1,1,13303,1,125,0
100,Economy,1,4,1,1,10983,0,2041,1
62,Economy,1,1,0,0,13333,1,1316,0
311,Business,1,2,1,0,9308,1,2545,1
353,Business,1,3,0,1,12441,0,4333,1
363,Economy,0,1,0,0,10544,1,3835,1
332,First,1,1,1,0,4622,0,1360,0
36,Economy,1,0,0,1,9798,0,1836,1
206,Economy,1,3,0,1,12946,1,2361,1
221,Business,1,3,0,1,4470,1,94,1
222,First,0,3,1,0,10192,0,1006,0
348,Business,0,4,1,1,2368,0,776,1
353,Business,1,2,1,0,1166,0,1312,0
31,Economy,1,0,1,1,7838,1,2123,0
363,Economy,1,4,0,1,11695,1,4210,1
150,Business,0,2,1,1,8481,0,1342,1
73,Economy,1,1,1,1,8677,1,260,1
71,Economy,1,0,0,0,7448,0,4206,0
276,First,0,4,1,1,13420,1,2011,1
202,First,0,0,0,1,2742,1,260,1
102,Business,1,2,0,1,1145,1,1799,1
174,First,0,4,0,1,13942,0,1549,1
210,Business,1,4,1,1,1518,0,3209,1
252,First,0,0,0,1,7143,1,732,1
353,Economy,1,1,1,0,5056,0,1420,1
317,Economy,0,1,1,1,5502,1,3330,0
293,Business,0,1,1,1,10766,1,2108,0
353,First,1,2,0,1,10984,1,3071,1
153,Economy,0,0,0,0,8821,0,2199,1
295,Business,0,2,1,0,10035,0,4039,1
143,First,0,2,1,0,3803,1,1922,0
18,Economy,1,1,0,1,9887,1,3319,0
28,First,0,1,0,1,2111,1,748,0
364,Business,1,1,0,1,11306,0,2456,1
188,Business,0,0,0,0,12002,0,2784,0
163,Business,1,0,0,1,4204,1,175,1
340,Economy,0,1,1,0,3978,1,3363,1
265,Business,0,2,1,1,10419,0,835,0
174,First,1,0,1,0,2476,1,2795,0
171,Economy,0,4,0,1,3069,0,1593,1
115,Business,1,2,0,0,1512,0,2212,1
363,Business,1,2,1,1,11030,0,2779,0
250,Economy,1,3,1,0,3193,0,4775,1
6,Business,0,0,0,1,3538,0,2626,1
196,First,1,4,0,1,5362,1,1078,1
274,Economy,1,0,1,0,6825,1,3394,1
32,First,1,2,1,0,13521,1,4682,0
151,First,0,0,1,1,1903,1,1712,1
22,Business,0,2,0,0,4290,1,2143,0
254,Economy,0,4,0,0,13793,1,2282,1
85,Business,1,2,1,1,4677,1,939,0
355,First,1,1,0,1,4584,0,2291,0
180,Business,0,2,1,0,1131,0,369,0
148,Business,0,1,1,0,12587,0,2960,0
337,First,0,4,0,0,8004,1,595,1
101,Business,1,4,1,1,12847,1,3269,1
90,First,0,2,1,1,1281,0,1129,1
36,Economy,0,1,1,1,4257,0,227,0
48,First,0,2,1,1,1283,1,3014,1
38,Economy,0,4,0,1,8038,1,514,0
29,First,1,1,0,1,7950,0,4892,0
42,First,0,3,1,0,9112,0,1202,0
205,Business,0,3,1,0,7636,1,2777,1
225,Economy,0,4,0,0,11824,1,855,1
31,First,0,1,0,1,4457,1,3220,0
125,Business,1,2,1,0,3975,1,365,1
94,Business,0,4,1,1,5388,0,3758,1
1,Economy,1,4,1,0,7213,1,140,0
302,Business,1,0,0,1,9281,0,3523,1
98,Business,1,2,0,0,11160,0,1696,1
22,First,1,2,0,1,6776,1,2372,1
340,Economy,0,3,0,1,7465,1,1329,1
217,Economy,1,0,0,1,2328,0,4794,1
221,Economy,1,2,0,0,1853,0,4126,1
296,Economy,1,2,0,0,1788,0,3340,1
297,Business,0,3,0,0,12609,0,4634,1
71,Economy,1,0,0,0,7956,1,4958,0
166,Business,1,0,0,1,1931,1,371,1
224,Business,0,1,1,1,9785,0,3273,1
137,Business,0,4,0,0,6126,0,3828,1
209,Business,1,1,0,1,7724,1,653,1
111,Economy,1,0,1,1,9229,1,911,0
227,Business,0,3,1,0,4767,0,4086,0
232,First,0,1,1,1,6963,1,4393,1
49,First,0,3,0,0,10210,1,433,1
330,First,1,0,0,0,11171,0,2842,1
235,First,1,3,0,0,3619,0,859,1
256,Business,1,1,1,1,12315,0,4175,0
199,First,0,0,1,0,673,0,4503,0
196,First,1,0,0,0,11091,0,888,0
0,Business,1,1,1,0,7629,1,4244,0
282,Economy,1,4,0,1,6390,0,3260,1
364,Economy,1,1,1,1,897,0,4730,1
188,Economy,0,1,1,1,1264,1,2548,0
124,Economy,0,2,0,1,7366,1,3592,1
175,Business,0,0,0,1,2807,1,3432,1
278,Business,1,2,0,1,2290,1,2643,1
364,Economy,1,2,1,0,5247,0,3700,0
138,First,0,2,0,1,3542,0,4653,1
355,Business,0,3,0,1,12274,0,531,1
101,First,1,1,1,0,9065,1,2911,1
286,First,1,2,1,0,2286,0,2632,1
310,First,1,3,0,1,2442,1,1787,1
317,Economy,1,3,1,1,7286,0,1117,1
146,Economy,0,0,0,1,1526,1,4906,1
351,Economy,1,1,0,0,1136,0,205,1
295,First,0,4,1,0,797,1,3689,0
357,First,0,1,1,0,3011,1,3127,1
272,Business,0,3,0,0,9664,0,1536,1
354,Business,1,1,1,0,3718,1,4378,0
11,Economy,1,0,0,1,10895,1,4781,0
