airport,wind_speed_kmh,visibility_km,precipitation_mm,temperature_c,humidity_pct,lightning_risk,fog_level,season,risk_level
LHR,88.1,17.0,31.3,12.2,24,0,heavy,summer,medium
BOM,65.3,9.5,3.7,8.0,11,0,heavy,autumn,medium
SYD,38.8,9.2,19.6,12.5,65,1,none,spring,medium
BOM,9.3,3.2,48.4,11.3,42,0,light,summer,medium
CDG,98.0,6.5,15.4,15.3,71,1,heavy,spring,high
BOM,41.8,2.7,29.9,24.7,57,1,heavy,spring,high
SIN,38.2,9.3,12.5,37.1,76,0,light,autumn,medium
LAX,59.5,18.6,2.5,-1.9,58,1,none,summer,low
NRT,27.7,9.2,27.9,18.5,64,1,light,autumn,medium
JFK,21.2,19.4,49.8,21.0,22,0,heavy,winter,low
JFK,22.0,9.1,10.5,6.6,10,1,none,autumn,medium
SIN,108.9,9.4,37.6,28.9,64,0,none,winter,high
LAX,68.0,15.0,45.7,15.3,38,1,none,summer,medium
JFK,117.9,7.4,35.6,49.2,27,0,none,spring,high
NRT,53.2,7.6,32.3,32.6,85,1,none,summer,medium
SYD,10.3,16.0,28.2,0.7,30,1,none,winter,low
JFK,112.3,15.8,18.1,-2.8,92,1,light,autumn,medium
SYD,46.9,14.9,7.1,48.1,42,1,none,winter,low
SIN,11.6,11.4,22.4,25.5,71,0,none,autumn,medium
JFK,69.0,17.2,22.3,34.8,63,1,light,autumn,medium
SIN,55.3,16.9,7.9,44.7,49,1,none,summer,low
SYD,20.6,19.8,6.3,9.0,55,0,heavy,spring,low
SYD,96.3,18.5,39.3,26.8,31,0,heavy,summer,medium
LHR,5.2,19.6,4.1,25.1,39,0,none,summer,low
BOM,70.5,18.7,1.5,8.5,48,1,heavy,autumn,low
BOM,29.7,16.0,10.6,8.9,78,1,none,summer,low
LHR,89.2,12.4,15.9,28.2,71,1,none,summer,medium
LAX,69.3,9.2,0.4,0.4,26,0,none,summer,medium
SYD,16.6,10.5,38.7,12.0,83,1,light,spring,medium
CDG,17.1,19.2,43.5,26.0,97,1,none,autumn,low
SYD,110.9,17.7,2.6,20.9,92,0,heavy,winter,medium
FRA,103.8,16.3,39.0,35.0,72,1,heavy,autumn,medium
FRA,72.8,5.8,30.8,21.2,40,1,none,spring,high
LAX,115.1,15.6,30.3,27.0,63,0,none,autumn,medium
BOM,31.4,7.8,43.4,10.2,74,0,heavy,winter,medium
CDG,21.1,17.3,0.9,20.8,46,1,heavy,winter,low
CDG,118.4,15.6,19.6,27.7,84,1,light,spring,medium
DXB,90.1,3.6,13.2,17.2,16,0,light,spring,high
LHR,8.6,11.6,8.7,-5.2,71,1,none,summer,low
CDG,56.1,12.7,49.2,36.5,36,0,none,winter,medium
FRA,66.5,12.0,41.7,42.5,31,0,light,autumn,medium
SYD,42.4,9.8,35.0,-0.2,69,0,light,winter,medium
BOM,102.3,15.5,48.5,38.2,82,0,none,autumn,high
SIN,111.5,14.6,39.5,37.9,52,0,heavy,summer,high
JFK,46.6,1.5,15.4,22.6,28,0,none,summer,medium
SYD,3.9,8.2,17.6,7.1,19,1,none,autumn,medium
SIN,97.5,16.9,8.7,-1.8,43,1,light,spring,medium
SYD,2.1,4.7,24.3,31.3,76,0,light,winter,medium
BOM,99.3,10.9,40.6,2.0,27,1,none,summer,high
JFK,60.8,16.3,43.5,14.6,48,0,light,summer,medium
SIN,55.9,17.2,12.7,48.7,49,0,heavy,spring,low
LHR,43.9,12.2,21.2,6.6,14,1,light,winter,medium
BOM,93.8,4.2,46.0,22.4,38,1,light,summer,high
CDG,93.7,18.6,8.1,29.3,16,0,heavy,autumn,medium
DXB,110.8,9.6,9.5,32.7,59,0,light,winter,high
LHR,101.1,9.6,0.0,20.5,97,0,none,summer,medium
NRT,81.2,6.0,45.3,18.9,52,1,none,summer,high
FRA,21.8,9.6,22.6,-18.0,68,1,heavy,autumn,medium
LAX,0.2,10.4,5.5,-13.0,11,1,none,winter,low
CDG,53.8,2.8,14.4,7.9,60,1,light,winter,medium
BOM,70.0,5.5,24.8,33.2,10,0,light,spring,high
SYD,37.8,5.7,7.9,26.1,56,0,light,winter,medium
SYD,89.7,19.7,9.1,21.4,28,0,light,summer,medium
LAX,48.4,1.0,49.3,31.0,44,0,light,summer,high
SYD,85.2,11.7,32.8,28.1,11,0,light,winter,medium
SYD,89.0,16.6,15.8,39.9,44,0,none,spring,medium
BOM,28.3,11.2,4.3,35.4,66,0,light,summer,low
LAX,81.6,7.7,49.2,12.0,90,0,heavy,spring,high
LAX,112.6,18.0,4.4,26.3,58,0,heavy,autumn,medium
BOM,42.2,10.5,10.9,36.1,50,1,heavy,winter,medium
SYD,46.3,11.0,4.9,24.0,63,1,none,spring,medium
LAX,7.7,3.9,17.7,29.6,48,1,light,winter,medium
SIN,110.4,19.1,37.2,10.3,42,1,none,summer,medium
BOM,98.3,8.3,44.9,0.8,12,1,light,autumn,high
NRT,59.1,3.5,7.5,7.7,62,1,none,autumn,medium
BOM,39.6,9.5,4.7,38.0,14,1,none,summer,medium
LAX,44.1,15.8,26.2,15.7,34,0,none,summer,medium
DXB,12.6,2.4,33.7,12.7,34,0,light,spring,medium
SYD,6.5,8.9,42.4,20.1,94,0,light,autumn,medium
DXB,107.2,8.6,4.6,17.0,16,0,light,spring,high
BOM,102.3,16.6,20.6,-7.1,96,0,light,spring,medium
DXB,115.6,2.6,32.8,29.5,89,0,heavy,spring,high
DXB,78.6,17.7,4.6,21.2,84,1,none,autumn,medium
BOM,74.5,7.0,42.2,30.6,43,1,light,winter,high
FRA,53.6,6.5,43.3,20.2,30,1,heavy,autumn,high
FRA,47.5,9.3,14.2,21.0,57,1,light,autumn,medium
SYD,32.6,3.3,21.3,20.2,49,1,none,spring,medium
SYD,97.9,19.1,37.1,41.7,48,0,light,autumn,medium
SIN,2.0,5.2,34.6,17.6,93,1,none,winter,medium
SIN,53.7,1.6,19.1,20.8,57,1,heavy,spring,high
SYD,30.8,8.0,20.5,44.5,64,0,none,autumn,medium
LHR,71.1,1.7,29.0,14.5,66,1,light,spring,high
JFK,44.7,3.0,28.5,23.5,38,0,none,autumn,high
LHR,91.0,3.5,44.7,6.5,44,1,heavy,autumn,high
SYD,26.2,2.0,16.0,1.0,37,0,none,winter,medium
LAX,36.3,12.1,5.4,11.4,80,0,heavy,winter,medium
NRT,41.5,9.2,21.3,6.1,16,1,light,spring,medium
DXB,74.5,9.4,3.5,37.7,50,1,heavy,autumn,medium
SYD,71.2,4.7,35.6,28.5,18,0,heavy,winter,high
JFK,108.7,13.5,33.0,-0.4,90,1,light,winter,high
NRT,3.4,17.5,23.5,-1.4,78,1,light,winter,low
SYD,47.9,12.9,35.9,21.8,10,1,light,spring,medium
LHR,0.0,15.8,32.7,37.1,30,1,heavy,spring,low
SIN,72.5,19.3,46.1,7.6,33,1,none,spring,medium
FRA,37.8,15.7,43.9,30.0,38,0,none,winter,medium
JFK,4.8,8.1,27.6,50.6,43,0,none,autumn,medium
FRA,74.6,13.2,27.5,38.4,65,0,none,spring,medium
LAX,103.0,13.1,44.7,46.3,35,1,none,autumn,high
LHR,102.2,11.9,29.5,34.0,15,0,light,spring,high
SIN,96.8,12.1,1.8,2.3,69,0,light,autumn,medium
JFK,52.6,7.8,30.6,26.6,32,0,heavy,summer,medium
JFK,2.0,11.2,2.3,16.0,45,0,none,spring,low
SIN,73.1,18.5,38.4,21.8,47,0,none,summer,medium
SIN,110.4,19.7,21.5,18.3,80,0,none,summer,medium
JFK,37.8,1.5,41.8,48.1,31,1,heavy,autumn,high
JFK,1.8,4.0,36.1,22.0,48,0,none,spring,medium
BOM,47.4,18.5,37.1,14.2,64,1,light,autumn,medium
NRT,119.2,7.9,5.8,31.0,56,1,none,spring,high
BOM,71.6,2.3,22.6,23.5,63,0,heavy,winter,high
LHR,88.1,9.2,49.7,22.9,24,1,none,winter,high
BOM,74.3,5.4,31.9,12.2,88,1,light,winter,high
DXB,46.7,19.9,20.6,19.1,57,1,light,autumn,low
LAX,38.8,13.7,34.2,34.5,86,1,light,winter,medium
FRA,79.2,19.5,41.4,3.5,68,0,none,winter,medium
JFK,68.4,12.8,42.7,35.5,88,1,none,spring,medium
LHR,94.4,10.9,18.0,10.6,60,0,none,winter,medium
SYD,71.8,1.2,2.2,20.6,60,1,none,autumn,high
LHR,31.1,12.9,36.1,24.8,95,0,light,autumn,medium
CDG,9.1,10.2,15.2,16.5,68,1,light,winter,low
SIN,41.1,17.1,39.8,18.3,56,0,light,spring,medium
NRT,67.5,7.0,4.9,7.4,71,1,light,spring,medium
NRT,13.8,11.5,16.7,25.2,12,1,heavy,spring,low
BOM,87.7,6.2,6.4,37.2,20,1,heavy,winter,medium
JFK,87.7,1.8,23.4,-2.4,76,0,light,winter,high
LHR,22.1,19.1,12.1,30.8,95,0,none,spring,low
BOM,106.5,0.6,20.3,14.8,29,1,light,autumn,high
LAX,96.2,7.7,48.8,23.0,42,1,light,winter,high
SIN,79.2,6.4,21.0,15.1,12,1,heavy,winter,high
LAX,23.1,17.2,29.2,20.0,97,0,heavy,spring,low
SYD,44.6,3.3,4.8,3.2,49,1,light,winter,medium
DXB,41.5,18.1,17.5,48.4,71,0,none,summer,low
NRT,55.4,12.8,15.3,-1.8,30,1,light,spring,medium
JFK,87.2,12.4,18.1,20.1,67,1,heavy,winter,medium
BOM,30.9,14.9,46.9,2.1,61,0,light,summer,medium
LAX,106.9,9.7,0.1,26.3,60,0,light,summer,medium
JFK,41.4,5.1,3.1,-5.8,73,0,none,spring,medium
SIN,117.4,5.8,24.4,25.4,81,1,light,spring,high
SYD,13.9,5.1,42.3,11.8,40,0,heavy,autumn,medium
FRA,75.3,10.5,2.0,15.1,54,0,heavy,winter,medium
FRA,97.7,19.8,38.3,24.5,67,1,none,spring,medium
DXB,70.8,5.9,48.6,28.9,86,0,light,summer,high
SIN,73.0,16.0,42.4,32.2,83,1,light,autumn,medium
NRT,77.4,6.1,47.8,4.2,23,0,light,winter,high
BOM,91.1,17.0,32.0,32.0,34,0,none,autumn,medium
JFK,59.6,14.9,30.8,23.2,87,1,light,winter,medium
SYD,97.3,5.0,49.2,38.4,88,0,light,spring,high
SYD,70.0,10.2,17.7,6.4,34,1,light,winter,medium
FRA,87.5,13.7,23.9,13.3,54,1,light,winter,medium
CDG,43.4,14.0,5.5,8.3,11,1,heavy,autumn,low
LHR,6.2,3.9,24.0,28.5,60,0,heavy,autumn,medium
NRT,54.7,18.3,43.7,31.9,38,1,light,autumn,medium
SYD,11.1,5.9,30.4,32.2,58,1,light,autumn,medium
JFK,64.2,15.7,30.5,23.6,56,0,light,winter,medium
JFK,5.7,10.7,15.5,19.7,69,0,none,spring,low
LAX,41.1,14.1,1.7,38.1,96,0,none,spring,low
CDG,89.9,14.9,29.2,4.1,30,1,light,summer,medium
SYD,118.8,11.5,18.8,1.6,78,0,none,spring,high
BOM,31.4,13.6,46.8,32.7,36,0,none,winter,medium
CDG,16.0,18.8,12.1,-4.7,59,1,heavy,autumn,low
LAX,80.3,1.5,2.0,47.0,61,1,none,autumn,high
CDG,29.7,3.3,48.0,21.2,25,1,light,spring,high
FRA,3.1,13.6,34.9,51.3,22,1,heavy,spring,low
LHR,115.6,12.2,11.9,8.8,39,1,heavy,autumn,medium
LHR,107.3,5.4,21.6,12.3,48,1,none,summer,high
JFK,24.1,12.0,46.3,27.6,15,0,heavy,autumn,medium
SYD,62.6,11.9,19.8,-2.0,71,1,none,summer,medium
JFK,99.0,4.3,34.8,11.5,53,0,light,summer,high
BOM,108.6,7.2,6.1,9.1,95,0,none,spring,high
BOM,72.2,5.6,17.5,8.6,56,1,light,winter,medium
FRA,37.8,9.5,14.5,29.4,64,1,heavy,autumn,medium
DXB,86.4,10.1,14.8,4.8,25,0,light,spring,medium
CDG,29.2,3.3,20.3,26.2,95,0,light,spring,medium
NRT,45.0,5.8,46.3,41.0,77,1,heavy,winter,high
BOM,78.4,18.5,19.2,24.2,24,1,none,winter,medium
LAX,23.3,12.8,6.0,19.2,86,0,heavy,spring,low
JFK,82.5,7.3,41.4,5.9,82,0,light,winter,high
FRA,78.0,18.1,21.6,-5.2,83,1,none,spring,medium
CDG,89.2,4.3,47.9,28.2,43,1,light,winter,high
NRT,85.5,11.5,4.7,26.6,51,1,heavy,winter,medium
NRT,63.6,1.8,19.1,37.7,91,0,none,winter,high
FRA,61.8,8.4,22.7,28.6,86,0,none,spring,medium
LAX,108.6,14.9,33.4,23.6,38,0,light,spring,medium
FRA,86.0,1.8,1.2,29.1,77,1,none,autumn,high
CDG,101.2,16.1,40.6,18.3,67,1,light,spring,medium
DXB,10.0,3.5,18.1,-4.1,77,0,light,autumn,medium
DXB,17.7,19.8,48.9,15.5,70,1,heavy,autumn,low
LHR,107.0,14.8,12.3,21.1,80,1,light,autumn,medium
BOM,37.7,16.5,13.6,4.0,44,0,none,winter,low
JFK,48.2,7.6,35.6,34.0,12,1,none,spring,medium
CDG,95.6,2.5,48.2,19.0,44,0,none,summer,high
BOM,66.1,13.2,31.7,-7.7,79,1,light,autumn,medium
LHR,97.4,12.2,31.9,3.2,12,1,light,autumn,high
CDG,55.4,12.3,49.4,44.0,79,1,none,autumn,medium
DXB,48.1,15.2,5.6,29.4,92,1,heavy,spring,low
JFK,100.4,2.8,4.3,7.7,80,0,light,spring,high
FRA,93.6,5.2,32.9,31.2,25,1,none,winter,high
LHR,43.6,1.5,6.1,24.2,96,0,none,winter,medium
BOM,110.0,13.1,5.0,42.1,74,0,heavy,winter,medium
BOM,65.0,12.1,23.8,57.8,51,1,none,summer,medium
JFK,70.1,5.1,48.1,6.8,83,1,light,winter,high
FRA,57.3,0.8,32.8,19.7,38,0,none,autumn,high
SYD,111.3,2.2,7.8,48.4,28,0,none,autumn,high
JFK,69.0,4.0,22.6,32.6,21,0,none,autumn,high
CDG,51.5,17.7,31.0,4.9,89,1,light,summer,medium
FRA,88.6,17.6,38.8,45.1,12,1,light,spring,medium
CDG,12.2,9.0,40.2,31.7,70,0,heavy,spring,medium
BOM,69.9,12.8,20.5,43.3,90,1,light,winter,medium
LAX,100.6,14.5,29.8,1.8,90,1,light,summer,medium
SYD,119.6,5.6,21.1,3.0,82,0,heavy,spring,high
SYD,23.0,14.6,4.5,17.9,87,1,light,spring,low
LHR,11.4,9.4,17.1,28.2,25,1,none,summer,medium
DXB,17.5,16.0,36.0,3.1,65,0,light,spring,low
NRT,24.1,7.2,12.7,35.4,96,1,heavy,spring,medium
SYD,118.3,11.7,49.2,54.4,53,0,heavy,summer,high
SYD,32.9,16.8,20.3,11.0,46,1,none,spring,low
NRT,80.3,0.6,3.6,10.2,32,1,none,winter,high
BOM,97.0,7.4,21.2,46.8,54,1,none,winter,high
SIN,25.2,12.3,6.8,12.0,68,0,none,autumn,low
CDG,38.5,8.7,48.9,-0.3,88,0,none,winter,medium
CDG,2.9,13.3,39.6,42.3,38,0,none,spring,medium
CDG,1.8,4.0,41.1,31.2,11,1,none,summer,medium
SYD,101.5,1.1,1.9,42.6,65,0,none,winter,high
DXB,118.0,3.6,9.4,20.5,47,0,light,winter,high
SYD,73.4,8.8,18.7,21.7,61,1,light,autumn,medium
NRT,81.9,14.1,40.1,16.0,66,1,light,spring,medium
LAX,38.0,5.7,31.8,14.6,95,0,light,spring,medium
NRT,106.0,2.9,17.6,12.3,94,0,light,winter,high
SIN,86.1,9.6,25.0,6.1,14,0,none,winter,medium
SYD,103.2,19.4,42.8,9.1,19,0,heavy,winter,medium
SYD,43.2,11.7,44.0,14.1,69,1,none,winter,medium
SIN,26.3,17.9,8.4,23.9,45,1,none,summer,low
SIN,9.1,16.1,30.5,40.6,41,1,heavy,autumn,low
BOM,75.2,3.6,32.7,-4.8,34,0,light,summer,high
SYD,18.4,5.3,4.5,25.6,83,1,light,summer,medium
BOM,102.3,10.2,4.4,-5.8,92,1,none,spring,medium
BOM,11.3,9.9,37.5,27.8,54,1,light,autumn,medium
SIN,28.4,8.3,19.6,-7.4,20,0,light,summer,medium
BOM,43.7,15.5,21.3,-6.5,66,0,light,summer,medium
SIN,73.1,9.0,35.4,27.8,13,1,none,summer,high
BOM,14.3,5.1,45.8,23.0,53,1,heavy,spring,medium
SYD,111.3,7.8,18.9,-1.5,27,1,light,winter,high
LAX,13.2,2.3,38.6,36.5,73,0,light,winter,medium
JFK,34.7,1.8,11.6,16.0,50,1,light,summer,medium
DXB,78.0,11.2,20.7,27.7,96,0,none,winter,medium
SYD,59.8,16.4,2.5,35.1,49,0,light,spring,low
SIN,65.0,6.3,45.3,46.2,57,0,light,summer,high
JFK,5.5,1.3,49.8,19.8,97,0,heavy,spring,medium
CDG,51.9,3.9,36.0,4.4,65,1,light,winter,high
NRT,28.5,10.8,46.9,36.9,36,1,none,summer,medium
FRA,28.7,13.5,18.0,40.5,73,0,light,summer,low
SYD,66.2,16.2,35.1,32.8,40,0,none,summer,medium
SIN,92.7,6.0,2.7,25.9,42,0,heavy,summer,medium
JFK,0.6,17.3,24.1,37.5,61,1,heavy,winter,low
SIN,45.0,5.1,40.5,15.4,42,0,heavy,spring,high
FRA,86.2,14.4,2.5,20.6,56,1,light,summer,medium
LAX,26.0,1.9,8.8,32.7,33,0,none,autumn,medium
CDG,99.9,2.0,15.0,26.4,60,0,light,autumn,high
LHR,14.3,15.4,43.9,35.6,86,1,light,spring,medium
LHR,86.2,9.4,1.9,-4.3,56,0,light,autumn,medium
FRA,74.2,3.7,20.2,17.1,93,1,none,summer,high
BOM,68.6,19.4,6.6,32.8,11,0,heavy,summer,low
FRA,41.6,8.3,0.3,18.6,19,0,heavy,autumn,medium
CDG,49.6,16.3,30.3,31.2,12,0,none,autumn,medium
BOM,88.5,12.2,32.0,13.4,13,0,light,spring,medium
DXB,98.9,15.6,48.0,40.7,11,0,none,winter,high
SIN,4.7,4.1,29.3,14.8,15,0,heavy,summer,medium
NRT,61.6,0.4,33.0,8.2,72,1,heavy,winter,high
SIN,69.2,4.1,29.9,16.3,17,1,heavy,winter,high
BOM,56.2,0.8,17.1,33.0,80,0,light,autumn,high
BOM,11.4,11.1,6.7,16.4,24,1,heavy,winter,low
NRT,107.1,5.3,8.8,-13.8,39,0,heavy,summer,high
JFK,75.4,17.1,45.1,9.6,40,1,heavy,autumn,medium
FRA,0.4,11.9,25.6,20.1,83,1,heavy,autumn,low
JFK,94.0,0.2,38.2,22.0,96,1,heavy,summer,high
LHR,0.4,9.6,13.6,32.6,95,0,heavy,summer,low
JFK,10.6,10.0,47.1,13.1,27,1,light,winter,medium
JFK,66.8,8.9,32.7,10.5,58,1,heavy,spring,medium
LHR,41.1,13.3,46.8,19.5,63,1,none,winter,medium
SIN,25.3,14.4,11.9,14.4,15,0,heavy,winter,low
DXB,90.2,0.6,9.8,15.5,77,1,heavy,spring,high
BOM,46.0,13.2,19.4,9.2,52,0,heavy,autumn,medium
SIN,99.3,19.6,47.6,32.0,93,0,heavy,summer,medium
JFK,100.5,5.6,38.2,44.3,36,1,heavy,winter,high
BOM,43.1,15.0,40.7,-9.3,16,0,none,winter,medium
SIN,99.6,7.6,47.1,14.2,98,1,none,summer,high
DXB,24.6,1.9,12.8,36.6,82,0,light,summer,medium
LAX,111.9,14.0,47.1,23.2,10,0,none,autumn,high
SYD,60.8,19.2,28.5,16.5,32,0,light,autumn,medium
SIN,7.8,15.4,39.5,45.9,62,0,light,autumn,low
CDG,60.3,14.2,44.3,10.3,35,1,light,spring,medium
NRT,59.9,18.3,21.4,30.5,51,1,heavy,summer,medium
NRT,19.6,13.8,10.3,28.3,77,1,heavy,summer,low
LAX,107.5,16.3,31.2,1.8,65,0,none,autumn,medium
SYD,68.4,16.5,3.3,16.2,94,0,heavy,winter,medium
BOM,63.0,19.8,33.2,21.4,88,1,none,winter,medium
LAX,112.4,0.6,39.3,38.5,42,1,heavy,spring,high
DXB,21.7,3.0,41.5,46.9,19,1,light,spring,medium
NRT,41.3,18.1,21.2,15.7,81,1,heavy,spring,low
NRT,111.0,18.9,8.0,28.3,10,0,heavy,spring,medium
BOM,9.9,4.1,7.3,31.5,51,0,none,winter,medium
SYD,102.8,1.3,15.8,26.9,45,1,none,summer,high
SYD,31.7,12.7,43.2,8.8,51,1,light,autumn,medium
LHR,47.4,17.7,45.7,20.8,31,0,light,winter,medium
FRA,67.5,9.2,15.5,32.0,86,0,none,summer,medium
DXB,23.9,17.0,40.2,10.5,29,1,light,summer,medium
NRT,43.4,15.3,20.6,3.1,30,0,none,spring,medium
JFK,70.7,14.4,15.2,-0.9,20,0,none,autumn,medium
DXB,108.0,12.3,38.0,23.5,61,1,none,autumn,high
JFK,31.4,4.0,17.2,-6.8,77,0,heavy,spring,medium
SIN,55.9,15.9,9.2,8.1,28,0,heavy,spring,medium
SYD,25.9,17.6,26.9,-3.5,36,1,heavy,winter,low
JFK,59.1,16.9,32.0,4.6,98,0,none,winter,medium
JFK,44.6,6.7,34.4,13.4,36,1,light,spring,medium
JFK,111.5,10.9,19.2,-1.8,60,1,heavy,spring,high
LAX,72.5,2.1,26.9,14.3,87,0,none,summer,high
LHR,62.4,14.4,33.9,3.5,13,1,light,spring,medium
LHR,53.4,17.5,25.5,19.4,42,1,heavy,spring,medium
SYD,9.4,14.2,15.1,8.3,86,1,heavy,winter,low
BOM,62.3,4.8,34.3,35.6,28,1,light,summer,high
FRA,22.2,2.7,27.0,26.4,47,1,none,winter,medium
CDG,39.2,12.5,38.2,4.1,52,1,light,summer,medium
JFK,39.4,17.2,43.7,31.3,76,1,heavy,spring,medium
JFK,117.8,13.6,49.9,0.2,46,1,light,winter,high
BOM,46.8,7.5,47.7,30.6,60,0,light,summer,medium
SYD,115.0,5.7,36.0,47.9,31,0,none,spring,high
BOM,29.5,18.8,28.9,26.5,14,1,light,spring,low
LHR,92.6,3.4,47.9,3.2,56,1,none,spring,high
NRT,2.6,7.1,48.3,17.0,46,1,light,summer,medium
JFK,8.0,4.6,49.6,14.4,34,0,heavy,spring,medium
FRA,113.5,6.8,37.8,9.4,20,0,light,summer,high
NRT,52.9,15.7,43.9,17.0,80,0,heavy,summer,medium
DXB,47.2,1.0,13.6,18.3,25,1,none,winter,medium
SIN,61.8,1.9,49.1,30.2,48,1,light,spring,high
CDG,27.1,9.5,15.5,29.0,40,0,heavy,spring,medium
CDG,91.2,14.2,5.9,31.9,87,1,heavy,summer,medium
LHR,36.7,8.0,31.3,-0.8,90,0,none,autumn,medium
LAX,106.4,16.8,29.3,2.4,64,0,none,spring,medium
SYD,68.7,0.2,6.6,36.9,46,0,heavy,winter,high
CDG,81.1,7.2,5.4,16.3,40,1,light,summer,medium
DXB,63.9,3.6,21.9,23.5,29,1,light,spring,high
LAX,26.1,19.5,44.7,23.1,59,0,none,winter,low
LHR,51.4,18.3,29.6,11.2,87,1,light,spring,medium
SYD,78.8,17.9,11.6,18.8,81,0,light,spring,medium
LHR,31.8,15.1,10.3,11.7,73,0,heavy,winter,low
SIN,109.2,1.6,3.9,-4.6,70,1,heavy,autumn,high
LHR,26.1,17.4,3.9,12.1,11,0,light,summer,low
CDG,40.9,0.8,25.3,30.9,50,1,none,summer,high
CDG,2.1,11.3,9.8,14.2,55,1,none,winter,low
CDG,90.1,19.5,12.8,27.7,23,1,heavy,winter,medium
JFK,82.6,0.9,37.4,19.9,79,0,heavy,spring,high
SYD,46.8,3.7,7.3,34.8,36,0,heavy,autumn,medium
SIN,46.3,18.2,24.6,37.4,24,0,none,autumn,low
CDG,10.1,10.2,12.5,22.8,88,1,none,winter,low
DXB,34.3,4.7,35.9,30.4,60,0,light,spring,medium
DXB,96.8,7.2,36.4,14.7,69,1,light,winter,high
CDG,18.9,12.3,13.9,-3.1,26,1,light,autumn,low
CDG,24.4,19.1,33.9,-8.2,23,0,light,winter,low
NRT,3.5,3.7,29.3,19.9,21,0,light,winter,medium
SYD,76.6,6.0,23.8,0.2,36,1,light,summer,high
DXB,17.9,9.6,28.2,43.9,71,0,none,summer,medium
BOM,40.3,15.7,23.0,6.7,97,0,none,winter,medium
NRT,63.2,15.8,26.0,23.0,69,0,light,spring,medium
LHR,38.3,10.4,9.2,16.5,27,1,heavy,autumn,medium
NRT,50.2,1.2,14.6,-1.7,51,0,heavy,winter,high
CDG,82.9,15.8,40.5,9.5,45,0,heavy,spring,medium
FRA,19.2,17.0,6.9,20.3,11,1,light,autumn,low
NRT,67.3,14.0,30.6,20.8,95,1,none,autumn,medium
SYD,14.5,18.8,7.3,14.3,27,1,light,summer,low
LHR,20.2,11.1,37.0,25.2,39,0,heavy,autumn,medium
SYD,51.2,11.9,28.7,3.1,98,0,light,spring,medium
LAX,5.3,18.7,42.1,14.5,92,0,none,spring,low
LHR,50.9,20.0,9.0,45.2,37,1,heavy,summer,low
NRT,22.3,16.7,6.1,4.3,60,1,none,autumn,low
SYD,63.3,0.8,43.8,38.5,87,0,none,summer,high
SIN,115.1,10.7,47.2,7.5,44,0,none,spring,high
SIN,38.7,19.9,29.9,4.2,91,1,heavy,winter,low
NRT,53.1,15.1,46.1,21.6,12,1,light,summer,medium
SIN,74.5,11.3,9.8,32.1,51,1,light,winter,medium
CDG,73.6,13.7,44.0,8.9,29,0,none,winter,medium
SIN,58.3,11.6,44.0,-10.3,20,0,heavy,spring,medium
BOM,24.1,12.0,35.9,39.3,77,0,none,spring,medium
SYD,68.0,18.2,47.7,8.8,21,0,light,autumn,medium
JFK,62.4,15.1,28.3,1.4,56,1,heavy,spring,medium
SIN,43.1,6.8,20.2,23.8,60,0,light,autumn,medium
LAX,21.9,1.6,21.0,11.4,93,0,heavy,winter,medium
JFK,28.4,17.2,10.4,23.4,48,0,heavy,autumn,low
LAX,20.1,0.3,41.8,6.5,45,0,heavy,spring,high
NRT,87.3,5.4,26.9,9.8,80,1,heavy,spring,high
FRA,106.8,13.6,3.0,4.0,56,1,heavy,autumn,medium
SIN,61.5,8.9,18.9,5.4,32,1,none,winter,medium
SYD,97.8,7.0,41.2,17.1,41,1,light,spring,high
SYD,66.4,7.1,4.3,46.9,19,1,heavy,spring,medium
DXB,41.0,17.6,32.8,22.4,90,0,light,autumn,medium
CDG,19.0,16.2,28.4,14.5,96,1,heavy,winter,low
JFK,117.0,5.6,6.3,17.6,22,0,light,summer,high
JFK,114.2,19.6,19.9,-2.8,38,1,heavy,winter,medium
SIN,18.1,12.8,19.2,44.6,95,1,none,spring,low
FRA,90.2,13.4,19.0,37.9,30,0,none,autumn,medium
JFK,98.1,13.9,7.6,34.9,81,0,light,winter,medium
LHR,100.1,19.6,41.7,27.9,85,1,light,summer,medium
CDG,77.3,15.8,4.9,39.2,33,1,none,autumn,medium
JFK,79.6,19.5,46.1,26.7,91,0,light,autumn,medium
BOM,34.7,14.7,16.2,27.4,32,0,heavy,winter,low
JFK,90.6,17.6,43.8,12.2,56,0,light,autumn,medium
LAX,47.9,18.9,42.6,26.8,52,1,heavy,spring,medium
BOM,92.4,12.6,0.5,44.4,43,0,none,summer,medium
LHR,69.8,2.9,23.7,44.8,98,0,none,winter,high
DXB,61.5,10.2,16.2,6.2,58,1,light,summer,medium
NRT,68.9,10.1,35.1,-0.3,47,1,heavy,winter,medium
JFK,105.5,7.1,3.2,22.3,41,1,light,summer,high
BOM,19.3,7.3,14.6,11.9,53,1,heavy,autumn,medium
SIN,107.0,9.7,3.9,20.3,76,1,light,spring,medium
DXB,64.4,8.2,15.9,15.4,34,1,light,spring,medium
LHR,54.6,13.9,21.0,11.6,15,1,light,autumn,medium
LHR,47.2,1.4,15.1,42.1,68,1,light,summer,medium
LHR,93.4,7.4,33.6,14.8,45,0,none,summer,high
DXB,8.4,17.9,30.8,21.0,65,0,heavy,spring,low
NRT,79.2,8.7,22.4,-2.9,19,0,light,winter,medium
CDG,113.4,1.6,8.2,56.7,69,0,heavy,spring,high
