preferred_class,budget_usd,preferred_airline,avg_rating_given,trips_per_year,loyalty_tier,prefers_direct,recommended_airline
First,4165,EuroWings,4.3,28,Gold,1,SkyMind
Economy,4526,AeroGulf,4.4,10,Bronze,1,SkyMind
Economy,2703,AeroGulf,4.8,5,Silver,0,AeroGulf
Economy,1147,AsiaJet,2.3,21,Silver,1,PacificAir
Economy,706,AeroGulf,3.8,19,Silver,0,EuroWings
Business,2371,EuroWings,2.4,5,Gold,1,AeroGulf
Economy,1705,SkyMind,4.6,14,Gold,0,PacificAir
First,1990,AsiaJet,3.1,22,Silver,1,PacificAir
Economy,587,EuroWings,2.5,7,Silver,0,EuroWings
Economy,198,EuroWings,1.0,20,Platinum,0,AsiaJet
Business,1481,SkyMind,3.7,11,Platinum,0,PacificAir
First,1617,AsiaJet,2.8,3,Gold,1,PacificAir
Economy,3395,SkyMind,1.4,24,Silver,0,SkyMind
First,634,SkyMind,2.5,21,Gold,1,EuroWings
Business,4752,AsiaJet,3.1,11,Bronze,0,SkyMind
Economy,3598,PacificAir,2.3,29,Silver,1,SkyMind
First,734,AeroGulf,4.1,13,Bronze,1,EuroWings
First,3377,PacificAir,3.9,7,Gold,1,SkyMind
First,3403,AsiaJet,1.5,11,Bronze,1,SkyMind
Business,1753,PacificAir,3.1,16,Platinum,1,PacificAir
First,719,AsiaJet,2.8,15,Gold,0,EuroWings
Business,4843,PacificAir,4.0,24,Silver,0,SkyMind
Economy,2086,PacificAir,2.9,12,Platinum,0,AeroGulf
First,2502,EuroWings,2.3,11,Bronze,1,AeroGulf
Business,4108,AeroGulf,2.9,9,Platinum,1,SkyMind
Economy,1084,SkyMind,2.9,14,Gold,0,PacificAir
Economy,1087,EuroWings,1.7,13,Silver,0,PacificAir
Business,1711,AsiaJet,2.4,22,Silver,1,PacificAir
Business,4629,AsiaJet,2.7,26,Silver,0,SkyMind
Economy,1069,SkyMind,1.2,10,Gold,0,PacificAir
Business,166,EuroWings,3.5,23,Bronze,1,AsiaJet
Economy,2303,EuroWings,1.8,8,Bronze,1,AeroGulf
First,4901,AeroGulf,2.4,22,Platinum,1,SkyMind
First,3652,EuroWings,1.7,22,Silver,0,SkyMind
Business,2828,EuroWings,4.0,18,Platinum,1,AeroGulf
Business,1715,AsiaJet,3.2,14,Gold,0,PacificAir
Business,783,AeroGulf,1.8,26,Silver,1,EuroWings
Business,3985,AeroGulf,1.8,13,Platinum,0,SkyMind
First,1690,EuroWings,1.9,5,Bronze,1,PacificAir
First,1296,EuroWings,4.8,27,Gold,1,PacificAir
Economy,1245,SkyMind,2.9,3,Silver,1,PacificAir
Economy,4156,EuroWings,4.7,2,Platinum,1,SkyMind
First,1249,PacificAir,5.0,5,Silver,0,PacificAir
Business,3937,AsiaJet,3.0,22,Gold,0,SkyMind
Business,4111,PacificAir,1.3,19,Bronze,0,SkyMind
First,764,AeroGulf,4.2,23,Bronze,0,EuroWings
First,2776,AsiaJet,3.4,3,Gold,0,AeroGulf
Business,4155,PacificAir,1.3,19,Platinum,0,SkyMind
Economy,2182,EuroWings,3.0,6,Gold,1,AeroGulf
Economy,3590,PacificAir,3.6,29,Platinum,0,SkyMind
Economy,3159,PacificAir,2.8,25,Platinum,0,SkyMind
Business,2326,EuroWings,3.3,2,Bronze,1,AeroGulf
Economy,298,AsiaJet,4.7,27,Bronze,0,AsiaJet
Business,1893,SkyMind,1.6,22,Platinum,1,PacificAir
Economy,2681,EuroWings,2.9,11,Gold,0,AeroGulf
First,4793,EuroWings,1.0,26,Gold,1,SkyMind
First,3006,AsiaJet,2.7,21,Gold,0,SkyMind
Economy,1507,AeroGulf,1.8,20,Gold,1,PacificAir
First,2544,EuroWings,1.9,10,Gold,1,AeroGulf
First,1269,SkyMind,1.9,26,Bronze,1,PacificAir
First,2813,SkyMind,4.0,12,Silver,1,AeroGulf
First,1030,EuroWings,3.0,16,Bronze,1,PacificAir
Economy,2400,EuroWings,2.5,12,Bronze,0,AeroGulf
Economy,2282,EuroWings,1.0,18,Gold,1,AeroGulf
Economy,2538,EuroWings,4.3,24,Gold,0,AeroGulf
Economy,2904,AeroGulf,1.0,19,Silver,1,AeroGulf
Business,4974,EuroWings,4.2,4,Gold,1,SkyMind
Economy,1695,AsiaJet,3.9,9,Silver,0,PacificAir
Business,1559,AsiaJet,1.5,14,Bronze,1,PacificAir
Business,3956,AeroGulf,3.5,25,Silver,1,SkyMind
First,2887,PacificAir,1.0,22,Gold,0,AeroGulf
Business,4262,AeroGulf,1.9,26,Silver,0,SkyMind
Business,3991,EuroWings,2.0,3,Bronze,1,SkyMind
Business,2342,PacificAir,4.9,7,Platinum,1,AeroGulf
Business,3992,PacificAir,3.3,12,Platinum,0,SkyMind
Economy,4498,SkyMind,1.0,2,Bronze,0,SkyMind
First,3823,AsiaJet,1.5,23,Bronze,0,SkyMind
First,3959,AeroGulf,1.8,20,Bronze,0,SkyMind
Economy,4989,AeroGulf,4.3,6,Gold,0,SkyMind
First,2689,AeroGulf,3.7,9,Bronze,1,AeroGulf
First,799,EuroWings,2.9,11,Gold,1,EuroWings
First,4239,EuroWings,4.2,23,Silver,1,SkyMind
Business,1372,SkyMind,2.9,14,Gold,1,PacificAir
First,2327,AeroGulf,4.3,24,Bronze,1,AeroGulf
Economy,3811,PacificAir,1.9,9,Gold,1,SkyMind
First,226,AsiaJet,4.7,5,Bronze,1,AsiaJet
First,4764,EuroWings,4.8,17,Gold,0,SkyMind
Economy,874,PacificAir,3.6,8,Bronze,0,EuroWings
First,1259,SkyMind,3.5,20,Bronze,1,PacificAir
Economy,2751,AeroGulf,3.3,22,Gold,1,AeroGulf
First,4566,SkyMind,2.7,7,Gold,1,SkyMind
First,1349,PacificAir,1.7,5,Platinum,1,PacificAir
Economy,2477,SkyMind,1.8,15,Gold,1,AeroGulf
First,2543,EuroWings,3.6,15,Gold,0,AeroGulf
Business,1717,PacificAir,2.9,9,Gold,0,PacificAir
Business,2580,PacificAir,1.9,29,Gold,1,AeroGulf
First,3473,AsiaJet,1.4,17,Gold,0,SkyMind
Economy,4854,AsiaJet,4.8,24,Bronze,1,SkyMind
Business,1943,EuroWings,3.8,23,Silver,1,PacificAir
First,1502,EuroWings,1.8,16,Silver,1,PacificAir
Business,3655,EuroWings,4.0,3,Bronze,0,SkyMind
Business,3932,SkyMind,1.7,1,Gold,1,SkyMind
Business,1502,AsiaJet,3.4,17,Gold,0,PacificAir
First,2652,PacificAir,3.3,1,Gold,0,AeroGulf
First,1018,AeroGulf,1.4,27,Bronze,1,PacificAir
Business,3678,AeroGulf,3.7,11,Bronze,0,SkyMind
First,179,SkyMind,3.2,25,Gold,1,AsiaJet
Business,3290,AeroGulf,4.2,20,Silver,1,SkyMind
First,1384,SkyMind,4.6,27,Silver,0,PacificAir
Economy,4561,EuroWings,3.8,5,Platinum,0,SkyMind
Economy,4185,AsiaJet,2.2,13,Silver,0,SkyMind
First,308,EuroWings,2.3,28,Silver,1,AsiaJet
Economy,489,SkyMind,2.2,22,Silver,1,AsiaJet
First,2970,PacificAir,4.5,17,Silver,1,AeroGulf
First,2435,PacificAir,2.9,24,Bronze,1,AeroGulf
First,3876,EuroWings,4.8,27,Platinum,0,SkyMind
Business,348,AeroGulf,3.6,12,Gold,1,AsiaJet
First,2773,PacificAir,3.4,1,Platinum,1,AeroGulf
Business,3682,SkyMind,4.6,26,Gold,1,SkyMind
First,1183,AeroGulf,3.4,6,Gold,1,PacificAir
Business,4074,SkyMind,4.3,29,Silver,0,SkyMind
First,4915,EuroWings,3.0,4,Silver,1,SkyMind
Economy,1641,AeroGulf,3.4,27,Platinum,0,PacificAir
Economy,774,PacificAir,2.0,2,Bronze,1,EuroWings
Business,1299,PacificAir,4.5,22,Silver,1,PacificAir
First,985,AsiaJet,2.1,18,Bronze,1,EuroWings
Economy,415,EuroWings,4.9,24,Silver,1,AsiaJet
First,1357,AeroGulf,2.5,14,Silver,1,PacificAir
Business,3529,AsiaJet,2.7,22,Silver,0,SkyMind
Economy,2761,SkyMind,3.0,22,Bronze,0,AeroGulf
Business,1090,EuroWings,2.5,2,Platinum,1,PacificAir
Business,3657,PacificAir,3.3,25,Bronze,1,SkyMind
Business,1544,SkyMind,3.6,14,Silver,1,PacificAir
Business,1511,SkyMind,1.7,21,Bronze,1,PacificAir
Business,1879,SkyMind,4.3,11,Bronze,1,PacificAir
Business,4909,SkyMind,3.6,7,Platinum,0,SkyMind
Economy,4954,EuroWings,4.0,19,Bronze,1,SkyMind
Business,4363,AsiaJet,4.8,25,Gold,0,SkyMind
First,477,EuroWings,4.2,4,Silver,0,AsiaJet
First,4101,PacificAir,3.5,25,Bronze,0,SkyMind
Business,2376,AeroGulf,2.2,1,Bronze,0,AeroGulf
Economy,1823,PacificAir,3.4,15,Platinum,0,PacificAir
Economy,3867,AeroGulf,1.2,25,Platinum,1,SkyMind
Economy,837,PacificAir,3.5,18,Platinum,1,EuroWings
Business,1584,AsiaJet,2.7,10,Platinum,1,PacificAir
First,2707,PacificAir,3.8,18,Bronze,0,AeroGulf
Economy,2373,AeroGulf,2.1,9,Platinum,0,AeroGulf
Economy,2320,EuroWings,3.5,2,Platinum,1,AeroGulf
First,3735,AeroGulf,4.2,23,Platinum,1,SkyMind
Economy,1975,AsiaJet,1.4,8,Silver,0,PacificAir
Economy,1165,AeroGulf,3.7,17,Silver,1,PacificAir
Business,2579,SkyMind,4.9,6,Platinum,0,AeroGulf
Business,1479,AeroGulf,4.5,21,Platinum,0,PacificAir
Business,4701,AeroGulf,1.6,7,Platinum,0,SkyMind
Economy,1494,PacificAir,2.8,26,Bronze,0,PacificAir
First,1179,PacificAir,2.0,28,Silver,1,PacificAir
First,2081,EuroWings,1.3,5,Bronze,0,AeroGulf
Economy,1253,SkyMind,4.2,11,Gold,0,PacificAir
Business,1377,EuroWings,4.3,28,Silver,0,PacificAir
First,4862,SkyMind,3.6,4,Platinum,1,SkyMind
Economy,4825,AeroGulf,1.4,18,Platinum,1,SkyMind
First,2276,SkyMind,1.3,10,Silver,1,AeroGulf
Business,4511,AsiaJet,3.2,1,Gold,0,SkyMind
Business,1558,AeroGulf,4.6,19,Platinum,1,PacificAir
First,886,SkyMind,1.7,23,Platinum,0,EuroWings
Economy,1764,SkyMind,3.5,6,Bronze,1,PacificAir
First,3867,PacificAir,3.0,7,Bronze,0,SkyMind
Business,401,SkyMind,2.0,28,Silver,1,AsiaJet
Business,4803,EuroWings,2.7,8,Platinum,1,SkyMind
Economy,2020,AsiaJet,2.8,24,Gold,1,AeroGulf
First,2530,PacificAir,1.6,26,Silver,1,AeroGulf
Business,2014,AeroGulf,1.7,4,Silver,1,AeroGulf
First,4273,EuroWings,3.7,4,Bronze,0,SkyMind
Economy,4204,AeroGulf,1.5,1,Bronze,1,SkyMind
First,3726,EuroWings,4.1,5,Bronze,1,SkyMind
First,3692,PacificAir,4.4,17,Gold,0,SkyMind
First,2670,AeroGulf,1.5,22,Silver,1,AeroGulf
Economy,4462,EuroWings,4.8,4,Platinum,0,SkyMind
Business,893,AeroGulf,4.9,24,Silver,0,EuroWings
First,3820,EuroWings,1.2,5,Platinum,1,SkyMind
Economy,1260,AsiaJet,1.0,23,Platinum,0,PacificAir
Business,1561,PacificAir,4.8,22,Bronze,0,PacificAir
Economy,4978,AsiaJet,1.4,22,Gold,0,SkyMind
First,1480,AsiaJet,2.1,14,Bronze,1,PacificAir
Business,1968,SkyMind,2.9,29,Platinum,1,PacificAir
Economy,4708,AeroGulf,1.6,11,Platinum,1,SkyMind
Economy,3957,AsiaJet,2.7,26,Silver,1,SkyMind
Economy,4209,EuroWings,4.7,13,Gold,0,SkyMind
Economy,766,PacificAir,4.5,29,Platinum,1,EuroWings
Business,3562,SkyMind,1.6,15,Gold,0,SkyMind
First,3443,PacificAir,4.8,14,Bronze,0,SkyMind
Business,1293,SkyMind,3.8,8,Platinum,0,PacificAir
First,590,EuroWings,4.9,18,Bronze,0,EuroWings
First,4008,AsiaJet,1.7,27,Bronze,0,SkyMind
Business,2405,AsiaJet,1.3,7,Platinum,1,AeroGulf
Economy,3142,SkyMind,2.7,5,Bronze,1,SkyMind
Economy,4016,AsiaJet,5.0,19,Gold,1,SkyMind
First,3112,EuroWings,2.8,15,Bronze,0,SkyMind
Business,2286,AsiaJet,3.6,19,Bronze,0,AeroGulf
Economy,1461,AeroGulf,3.2,5,Bronze,1,PacificAir
First,1192,AsiaJet,4.6,2,Silver,0,PacificAir
First,299,SkyMind,4.5,23,Gold,1,AsiaJet
Economy,3134,SkyMind,4.8,6,Silver,0,SkyMind
Business,1301,AsiaJet,3.4,27,Bronze,0,PacificAir
Business,3430,AsiaJet,3.2,26,Gold,1,SkyMind
First,3047,EuroWings,1.3,4,Platinum,1,SkyMind
Economy,3972,AeroGulf,2.2,8,Platinum,1,SkyMind
Economy,4293,AsiaJet,2.4,21,Bronze,1,SkyMind
Business,3299,AeroGulf,3.0,23,Silver,1,SkyMind
Economy,495,SkyMind,1.5,8,Platinum,0,AsiaJet
First,535,EuroWings,3.1,8,Platinum,1,EuroWings
Economy,685,AsiaJet,2.1,6,Bronze,1,EuroWings
First,2190,PacificAir,4.9,25,Silver,1,AeroGulf
Economy,4040,PacificAir,1.8,8,Gold,1,SkyMind
First,338,SkyMind,1.7,21,Gold,1,AsiaJet
Economy,1051,SkyMind,3.1,18,Bronze,1,PacificAir
Economy,3497,PacificAir,4.7,13,Silver,0,SkyMind
First,4032,PacificAir,1.4,28,Silver,0,SkyMind
Economy,2408,AeroGulf,4.7,27,Gold,1,AeroGulf
First,2636,SkyMind,1.4,9,Bronze,0,AeroGulf
Business,4047,PacificAir,1.7,10,Platinum,1,SkyMind
Economy,4306,PacificAir,1.6,26,Platinum,1,SkyMind
Business,854,EuroWings,1.9,9,Bronze,1,EuroWings
First,4390,PacificAir,4.0,21,Silver,1,SkyMind
Economy,936,PacificAir,2.7,8,Gold,0,EuroWings
First,2589,PacificAir,4.2,1,Platinum,0,AeroGulf
Economy,1643,AsiaJet,2.3,10,Platinum,0,PacificAir
Business,2909,PacificAir,2.9,24,Bronze,0,AeroGulf
Economy,804,SkyMind,3.0,13,Platinum,0,EuroWings
Business,3590,AsiaJet,2.9,14,Silver,0,SkyMind
Economy,1644,AsiaJet,2.6,18,Gold,0,PacificAir
Business,3115,EuroWings,2.4,2,Gold,0,SkyMind
First,2375,AsiaJet,4.4,4,Gold,0,AeroGulf
First,3730,PacificAir,2.6,11,Platinum,1,SkyMind
First,699,EuroWings,1.5,19,Platinum,0,EuroWings
Economy,343,EuroWings,1.8,9,Platinum,0,AsiaJet
Economy,3256,AeroGulf,3.8,29,Silver,1,SkyMind
Economy,2689,AsiaJet,5.0,26,Platinum,0,AeroGulf
Economy,3528,EuroWings,3.7,19,Platinum,0,SkyMind
First,1003,AeroGulf,1.3,9,Bronze,0,PacificAir
First,3080,EuroWings,3.1,16,Platinum,0,SkyMind
First,4430,AsiaJet,3.4,29,Gold,1,SkyMind
Business,2018,AsiaJet,3.3,14,Gold,0,AeroGulf
First,1900,SkyMind,1.6,5,Platinum,1,PacificAir
Business,4988,PacificAir,3.7,24,Silver,1,SkyMind
Business,3212,PacificAir,1.1,23,Platinum,1,SkyMind
Economy,615,PacificAir,4.0,24,Platinum,0,EuroWings
Business,2298,SkyMind,2.1,29,Silver,0,AeroGulf
Economy,252,SkyMind,4.9,9,Silver,1,AsiaJet
Business,817,AeroGulf,2.5,18,Platinum,0,EuroWings
First,2034,PacificAir,1.3,9,Platinum,1,AeroGulf
Business,3210,AeroGulf,5.0,1,Silver,1,SkyMind
Economy,632,AeroGulf,3.5,24,Silver,1,EuroWings
Business,3521,EuroWings,3.3,20,Platinum,0,SkyMind
Economy,1213,PacificAir,2.4,4,Platinum,0,PacificAir
Economy,1747,SkyMind,2.8,13,Platinum,0,PacificAir
First,3987,AeroGulf,2.8,14,Silver,0,SkyMind
First,2247,PacificAir,2.1,20,Silver,0,AeroGulf
Business,2107,AsiaJet,2.4,22,Silver,0,AeroGulf
Business,3055,PacificAir,4.8,14,Platinum,0,SkyMind
Business,3154,AeroGulf,1.7,26,Gold,0,SkyMind
Economy,454,AsiaJet,3.0,26,Gold,0,AsiaJet
First,4910,PacificAir,4.6,12,Bronze,1,SkyMind
Economy,3432,AsiaJet,4.1,27,Platinum,1,SkyMind
First,3749,AeroGulf,5.0,21,Silver,0,SkyMind
Business,3602,EuroWings,4.1,6,Gold,1,SkyMind
First,3533,PacificAir,1.1,5,Silver,1,SkyMind
Business,2705,EuroWings,1.8,5,Gold,0,AeroGulf
First,1029,AsiaJet,4.7,5,Platinum,0,PacificAir
Business,2872,PacificAir,4.8,18,Gold,1,AeroGulf
First,1456,SkyMind,3.2,10,Platinum,0,PacificAir
Business,1257,EuroWings,2.8,21,Bronze,1,PacificAir
Economy,3792,EuroWings,3.5,19,Platinum,0,SkyMind
Business,3045,AsiaJet,4.6,25,Platinum,0,SkyMind
Business,3724,AeroGulf,2.9,29,Bronze,0,SkyMind
First,976,SkyMind,3.6,26,Gold,0,EuroWings
Economy,381,AeroGulf,1.9,26,Silver,1,AsiaJet
Business,128,PacificAir,3.2,6,Silver,1,AsiaJet
First,4604,AeroGulf,1.5,14,Gold,0,SkyMind
Business,646,EuroWings,1.1,17,Silver,0,EuroWings
Business,4207,SkyMind,3.3,9,Platinum,0,SkyMind
Economy,2622,PacificAir,3.8,11,Silver,1,AeroGulf
First,1719,PacificAir,1.9,8,Bronze,1,PacificAir
Economy,3095,EuroWings,1.8,10,Silver,0,SkyMind
Business,1226,AeroGulf,3.7,16,Silver,0,PacificAir
First,3451,PacificAir,3.5,25,Platinum,1,SkyMind
First,224,PacificAir,4.3,22,Bronze,0,AsiaJet
Economy,111,PacificAir,2.1,18,Gold,0,AsiaJet
First,3117,SkyMind,3.8,19,Silver,1,SkyMind
Business,4931,EuroWings,1.8,10,Platinum,0,SkyMind
Business,123,PacificAir,2.0,24,Silver,1,AsiaJet
Business,351,SkyMind,3.0,28,Silver,1,AsiaJet
Business,2936,SkyMind,4.3,16,Platinum,0,AeroGulf
First,441,AsiaJet,2.2,9,Platinum,0,AsiaJet
First,4236,PacificAir,1.8,25,Platinum,0,SkyMind
Economy,1765,AsiaJet,3.5,27,Platinum,1,PacificAir
First,3791,AsiaJet,2.4,16,Silver,0,SkyMind
Business,4479,SkyMind,2.6,27,Gold,0,SkyMind
Economy,3735,PacificAir,3.4,11,Bronze,0,SkyMind
First,1533,SkyMind,1.4,17,Platinum,1,PacificAir
Economy,4522,AeroGulf,2.2,9,Bronze,1,SkyMind
Business,957,PacificAir,3.3,28,Silver,0,EuroWings
Business,3724,AeroGulf,1.6,9,Bronze,1,SkyMind
Economy,4596,AeroGulf,3.2,16,Silver,1,SkyMind
Business,1401,EuroWings,3.9,18,Bronze,0,PacificAir
First,3820,AeroGulf,3.0,1,Gold,1,SkyMind
First,4653,AeroGulf,3.0,17,Silver,1,SkyMind
First,3739,AsiaJet,1.6,3,Gold,1,SkyMind
Business,3356,PacificAir,1.1,1,Gold,0,SkyMind
First,373,AeroGulf,1.3,4,Bronze,0,AsiaJet
First,4505,AsiaJet,3.0,16,Silver,1,SkyMind
Business,4142,SkyMind,2.8,26,Bronze,1,SkyMind
Business,2664,SkyMind,4.3,20,Silver,0,AeroGulf
First,268,PacificAir,2.5,24,Platinum,1,AsiaJet
First,3359,AeroGulf,4.7,29,Silver,0,SkyMind
Economy,2413,EuroWings,2.3,22,Bronze,1,AeroGulf
Business,241,EuroWings,3.2,2,Silver,0,AsiaJet
First,1972,AeroGulf,3.7,5,Gold,1,PacificAir
Economy,3222,SkyMind,4.1,9,Platinum,1,SkyMind
First,3000,SkyMind,3.6,19,Bronze,1,AeroGulf
Business,2450,AsiaJet,1.5,28,Gold,1,AeroGulf
First,2128,AsiaJet,3.7,2,Gold,0,AeroGulf
Business,2364,EuroWings,1.0,2,Platinum,0,AeroGulf
Business,4320,AsiaJet,2.3,11,Silver,1,SkyMind
Economy,4658,AeroGulf,2.9,12,Gold,0,SkyMind
Economy,1840,AsiaJet,2.6,11,Platinum,0,PacificAir
First,1348,PacificAir,2.1,16,Silver,1,PacificAir
Economy,2839,EuroWings,4.4,22,Silver,0,AeroGulf
Economy,3117,SkyMind,5.0,29,Gold,1,SkyMind
First,1829,AsiaJet,3.6,23,Bronze,0,PacificAir
Business,4205,PacificAir,1.5,8,Bronze,0,SkyMind
First,189,SkyMind,1.7,17,Bronze,0,AsiaJet
Business,2570,AsiaJet,1.0,13,Platinum,1,AeroGulf
First,4107,AeroGulf,2.5,3,Silver,1,SkyMind
Business,3439,EuroWings,4.3,26,Silver,0,SkyMind
First,2003,SkyMind,1.9,20,Platinum,1,AeroGulf
Economy,2096,SkyMind,2.6,8,Bronze,1,AeroGulf
Economy,4667,PacificAir,4.8,10,Silver,0,SkyMind
Economy,284,EuroWings,3.1,27,Silver,1,AsiaJet
Business,4556,EuroWings,4.8,11,Platinum,1,SkyMind
Business,119,PacificAir,1.2,26,Bronze,0,AsiaJet
Business,3054,AsiaJet,3.7,18,Platinum,0,SkyMind
Business,3463,PacificAir,1.5,10,Platinum,1,SkyMind
First,4640,SkyMind,1.1,6,Platinum,1,SkyMind
Business,3755,SkyMind,2.1,20,Platinum,0,SkyMind
Economy,759,AeroGulf,1.1,8,Platinum,1,EuroWings
Business,1635,EuroWings,1.6,15,Gold,0,PacificAir
Business,3466,SkyMind,1.8,17,Silver,1,SkyMind
First,1784,SkyMind,5.0,1,Platinum,1,PacificAir
Business,4763,EuroWings,1.2,11,Platinum,0,SkyMind
Business,3661,AsiaJet,4.8,15,Silver,0,SkyMind
Economy,1793,EuroWings,2.5,28,Silver,0,PacificAir
Economy,4795,SkyMind,3.2,10,Platinum,1,SkyMind
Economy,3515,EuroWings,1.1,9,Gold,0,SkyMind
Economy,3424,AsiaJet,1.0,20,Bronze,1,SkyMind
First,3130,SkyMind,2.0,18,Silver,0,SkyMind
Economy,1536,AsiaJet,3.7,28,Platinum,1,PacificAir
First,2354,AeroGulf,3.8,12,Bronze,1,AeroGulf
First,480,AsiaJet,3.3,13,Silver,0,AsiaJet
Business,2839,SkyMind,2.9,4,Platinum,0,AeroGulf
First,1014,EuroWings,2.0,14,Gold,1,PacificAir
Business,2180,AsiaJet,4.3,22,Bronze,0,AeroGulf
Economy,2018,EuroWings,3.3,29,Gold,0,AeroGulf
First,2307,SkyMind,2.4,3,Gold,0,AeroGulf
First,4281,EuroWings,1.6,12,Bronze,0,SkyMind
Business,1157,SkyMind,3.6,1,Silver,0,PacificAir
Business,4553,SkyMind,1.8,28,Platinum,1,SkyMind
First,1583,AsiaJet,3.1,25,Silver,0,PacificAir
Economy,2532,AeroGulf,2.7,23,Silver,0,AeroGulf
Economy,3549,PacificAir,1.8,18,Bronze,0,SkyMind
Business,3873,AsiaJet,4.1,16,Silver,1,SkyMind
Economy,2184,AeroGulf,2.8,16,Bronze,0,AeroGulf
Business,1253,AsiaJet,1.1,25,Platinum,0,PacificAir
Business,1651,AsiaJet,3.0,27,Gold,1,PacificAir
Business,4890,SkyMind,1.8,20,Platinum,0,SkyMind
Economy,142,AeroGulf,5.0,13,Silver,0,AsiaJet
Economy,1207,PacificAir,3.6,22,Silver,1,PacificAir
Economy,4963,EuroWings,1.4,8,Bronze,0,SkyMind
Business,1812,SkyMind,3.0,4,Gold,1,PacificAir
Economy,4853,AsiaJet,2.6,21,Gold,1,SkyMind
Economy,3423,EuroWings,3.4,7,Gold,1,SkyMind
First,1610,AsiaJet,3.6,5,Silver,1,PacificAir
Business,1956,SkyMind,2.8,20,Gold,1,PacificAir
First,4940,AsiaJet,3.6,9,Gold,1,SkyMind
Business,3898,SkyMind,2.2,7,Bronze,1,SkyMind
First,1309,AsiaJet,1.1,2,Gold,1,PacificAir
Business,509,EuroWings,1.2,17,Platinum,0,EuroWings
Economy,1415,SkyMind,4.4,9,Gold,1,PacificAir
First,3301,AeroGulf,2.4,3,Silver,0,SkyMind
Business,3787,EuroWings,4.8,26,Platinum,1,SkyMind
Business,2384,SkyMind,2.9,9,Silver,1,AeroGulf
Economy,4281,SkyMind,4.4,6,Bronze,1,SkyMind
Business,213,AeroGulf,1.5,18,Gold,0,AsiaJet
Business,4370,AsiaJet,4.4,5,Bronze,1,SkyMind
Business,1531,PacificAir,4.8,6,Bronze,0,PacificAir
Business,2238,SkyMind,4.8,7,Gold,0,AeroGulf
Economy,432,EuroWings,2.2,20,Bronze,1,AsiaJet
Economy,2339,AsiaJet,3.9,28,Silver,0,AeroGulf
Business,3500,EuroWings,1.2,28,Silver,0,SkyMind
Business,1600,SkyMind,2.2,18,Platinum,0,PacificAir
Economy,713,AeroGulf,2.3,25,Platinum,1,EuroWings
Business,2011,AeroGulf,3.8,26,Silver,1,AeroGulf
Economy,1159,AeroGulf,2.3,20,Gold,1,PacificAir
Economy,324,AsiaJet,1.3,23,Platinum,1,AsiaJet
First,2339,AeroGulf,2.9,14,Platinum,0,AeroGulf
Business,2849,AsiaJet,2.2,1,Gold,1,AeroGulf
Economy,3832,SkyMind,4.1,19,Gold,0,SkyMind
First,614,SkyMind,3.1,24,Gold,1,EuroWings
Economy,1612,PacificAir,2.2,8,Gold,1,PacificAir
Business,4085,EuroWings,1.2,4,Gold,1,SkyMind
Business,4006,SkyMind,1.9,25,Gold,0,SkyMind
First,2108,AsiaJet,1.7,22,Gold,1,AeroGulf
Business,3508,AsiaJet,2.4,25,Gold,0,SkyMind
First,2719,AsiaJet,1.1,13,Silver,1,AeroGulf
First,3128,AeroGulf,1.2,15,Silver,1,SkyMind
First,3266,EuroWings,4.7,14,Platinum,1,SkyMind
Business,942,PacificAir,4.6,11,Bronze,0,EuroWings
Economy,415,EuroWings,3.8,19,Platinum,1,AsiaJet
Economy,1589,EuroWings,3.9,23,Silver,1,PacificAir
Business,355,SkyMind,1.3,16,Platinum,1,AsiaJet
First,4589,AeroGulf,1.6,6,Platinum,0,SkyMind
Business,1221,SkyMind,2.1,5,Platinum,0,PacificAir
Business,1634,AeroGulf,3.0,22,Bronze,0,PacificAir
First,1609,PacificAir,4.4,15,Bronze,1,PacificAir
First,1517,SkyMind,4.9,17,Bronze,0,PacificAir
Business,2921,AeroGulf,4.1,15,Silver,0,AeroGulf
First,180,AeroGulf,1.6,27,Platinum,1,AsiaJet
Business,1962,AsiaJet,4.6,8,Bronze,1,PacificAir
Economy,3120,SkyMind,3.8,14,Bronze,0,SkyMind
Economy,4113,AeroGulf,1.4,7,Silver,1,SkyMind
First,683,AsiaJet,2.4,27,Bronze,1,EuroWings
First,2523,AsiaJet,4.2,10,Platinum,0,AeroGulf
Economy,1215,AsiaJet,4.5,24,Platinum,1,PacificAir
First,4308,SkyMind,4.0,17,Bronze,0,SkyMind
Economy,1819,PacificAir,2.9,16,Gold,1,PacificAir
First,2598,EuroWings,5.0,23,Silver,1,AeroGulf
Economy,2619,AsiaJet,1.0,5,Bronze,0,AeroGulf
Economy,108,SkyMind,1.4,4,Bronze,0,AsiaJet
First,1074,AeroGulf,2.8,13,Gold,1,PacificAir
Business,4608,AeroGulf,3.8,26,Gold,0,SkyMind
Economy,2390,EuroWings,1.1,23,Silver,0,AeroGulf
Economy,3063,SkyMind,2.7,23,Silver,1,SkyMind
First,3351,AeroGulf,2.0,18,Bronze,0,SkyMind
First,3205,EuroWings,3.2,28,Bronze,0,SkyMind
Business,2972,AsiaJet,2.3,17,Bronze,1,AeroGulf
Economy,4783,EuroWings,3.6,6,Silver,0,SkyMind
Economy,1164,PacificAir,1.6,3,Silver,0,PacificAir
Business,3552,AsiaJet,4.0,5,Silver,1,SkyMind
Economy,333,AeroGulf,3.2,29,Bronze,1,AsiaJet
