iata,icao,name,city,country,lat,lon,elevation_ft,type
NJC,USNN,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,177.0,large_airport
PEE,USPP,Perm International Airport,Perm,RU,57.914501,56.021198,404.0,large_airport
KGP,USRK,Kogalym International Airport,Kogalym,RU,62.190399169921875,74.53379821777344,220.0,medium_airport
NOJ,USRO,Noyabrsk Airport,Noyabrsk,RU,63.18330001831055,75.2699966430664,446.0,medium_airport
SGC,USRR,Surgut International Airport,Surgut,RU,61.340501,73.405782,200.0,large_airport
SVX,USSS,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725,764.0,large_airport
RMZ,USTJ,Tobolsk Remezov Airport,Tobolsk,RU,58.059712,68.347997,167.0,medium_airport
TJM,USTR,Roshchino International Airport,Tyumen,RU,57.178984,65.327696,378.0,large_airport
KRO,USUU,Kurgan Airport,Kurgan,RU,55.4753,65.415604,240.0,medium_airport
ASB,UTAA,Ashgabat International Airport,Ashgabat,TM,37.986801,58.361,692.0,large_airport
KRW,UTAK,Turkmenbaşy International Airport,Turkmenbaşy,TM,40.062833,53.005085,279.0,medium_airport
MYP,UTAM,Mary International Airport,Mary,TM,37.62353,61.895668,728.0,medium_airport
TAZ,UTAT,Dashoguz International Airport,Daşoguz,TM,41.759853,59.836149,272.0,large_airport
CRZ,UTAV,Türkmenabat International Airport,Türkmenabat,TM,38.930662,63.563982,649.0,large_airport
DYU,UTDD,Dushanbe International Airport,Dushanbe,TJ,38.543746,68.822977,2575.0,large_airport
TJU,UTDK,Kulob International Airport,Kulob,TJ,37.988098,69.805,2293.0,large_airport
LBD,UTDL,Khujand International Airport,Khujand,TJ,40.215401,69.694702,1450.0,large_airport
KQT,UTDT,Bokhtar International Airport,Bokhtar,TJ,37.866315,68.864475,1473.0,large_airport
NMA,UZFN,Namangan International Airport,Namangan,UZ,40.984622,71.5578,1555.0,large_airport
AZN,UZFA,Andijan International Airport,Andijan,UZ,40.727699,72.293999,1515.0,medium_airport
FEG,UZFF,Fergana International Airport,Fergana,UZ,40.358799,71.745003,1980.0,medium_airport
NCU,UZNN,Nukus International Airport,Nukus,UZ,42.4884,59.623299,246.0,large_airport
UGC,UZNU,Urgench International Airport,Urgench,UZ,41.58274,60.64338,320.0,large_airport
NVI,UZSA,Navoi International Airport,Navoi,UZ,40.117599,65.172658,1140.0,medium_airport
BHK,UZSB,Bukhara International Airport,Bukhara,UZ,39.775319,64.482279,751.0,large_airport
SKD,UZSS,Samarkand International Airport,Samarkand,UZ,39.701842,66.981467,2224.0,large_airport
TMJ,UZST,Termez Airport,Termez,UZ,37.287261,67.311869,1027.0,medium_airport
TVT,UZTP,Tashkent-Khumo International Airport,Tashkent,UZ,41.312889,69.395535,1574.0,medium_airport
TAS,UZTT,Tashkent International Airport,Tashkent,UZ,41.2579,69.281197,1417.0,large_airport
OMN,UZTZ,Zomin Airport,Zomin,UZ,40.01402,68.41103,1760.0,medium_airport
KMW,UUBA,Kostroma Sokerkino Airport,Kostroma,RU,57.796902,41.019402,446.0,medium_airport
IWA,UUBI,Ivanovo South Airport,Ivanovo,RU,56.93939971923828,40.940799713134766,410.0,medium_airport
BZK,UUBP,Bryansk International Airport,Bryansk,RU,53.214403,34.175965,663.0,medium_airport
ZIA,UUBW,Zhukovsky International Airport,Moscow,RU,55.553299,38.150002,377.0,large_airport
DME,UUDD,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,588.0,large_airport
IAR,UUDL,Golden Ring Yaroslavl International Airport,Tunoshna,RU,57.560699,40.157398,287.0,large_airport
SVO,UUEE,Sheremetyevo International Airport,Moscow,RU,55.976858,37.41121,622.0,large_airport
EGO,UUOB,Belgorod International Airport,Belgorod,RU,50.643798828125,36.5900993347168,735.0,medium_airport
URS,UUOK,Kursk East Airport,Kursk,RU,51.7505989074707,36.29560089111328,686.0,medium_airport
LPK,UUOL,Lipetsk Airport,Lipetsk,RU,52.70280075073242,39.53779983520508,584.0,medium_airport
VOZ,UUOO,Voronezh International Airport,Voronezh,RU,51.814324,39.230948,514.0,medium_airport
VKO,UUWW,Vnukovo International Airport,Moscow,RU,55.591499,37.261501,685.0,large_airport
UCT,UUYH,Ukhta Airport,Ukhta,RU,63.566898,53.804699,482.0,medium_airport
PEX,UUYP,Pechora Airport,Pechora,RU,65.121101,57.130798,98.0,medium_airport
USK,UUYS,Usinsk Airport,Usinsk,RU,66.0047,57.367199,262.0,medium_airport
VKT,UUYW,Vorkuta Airport,Vorkuta,RU,67.488602,63.993099,604.0,medium_airport
SCW,UUYY,Syktyvkar Airport,Syktyvkar,RU,61.64699935913086,50.84510040283203,342.0,medium_airport
GOJ,UWGG,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,RU,56.227351,43.785152,256.0,large_airport
UUA,UWKB,Bugulma Airport,Bugulma,RU,54.641184,52.800229,991.0,medium_airport
KZN,UWKD,Kazan International Airport,Kazan,RU,55.606201,49.278702,411.0,large_airport
NBC,UWKE,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,643.0,medium_airport
CSY,UWKS,Cheboksary Airport,Cheboksary,RU,56.090302,47.347301,558.0,medium_airport
ULV,UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,54.27016,48.225569,449.0,medium_airport
ULY,UWLW,Ulyanovsk Vostochny Airport,Cherdakly,RU,54.401001,48.8027,252.0,medium_airport
REN,UWOO,Orenburg Central Airport,Orenburg,RU,51.792668,55.457229,387.0,medium_airport
OSW,UWOR,Orsk Airport,Orsk,RU,51.072498,58.5956,909.0,medium_airport
PEZ,UWPP,Penza Airport,Penza,RU,53.1106,45.021099,614.0,medium_airport
SKX,UWPS,Saransk International Airport,Saransk,RU,54.12513,45.212257,676.0,large_airport
BWO,UWSB,Balakovo Airport,Balakovo,RU,51.858299,47.745602,95.0,medium_airport
GSV,UWSG,Gagarin International Airport,Saratov,RU,51.712778,46.171111,103.0,large_airport
UFA,UWUU,Ufa International Airport,Ufa,RU,54.557499,55.874401,449.0,large_airport
KUF,UWWW,Kurumoch International Airport,Samara,RU,53.504902,50.164299,477.0,large_airport
REW,VERW,"Rewa Airport, Chorhata, REWA",Rewa,IN,24.503401,81.220299,1000.0,medium_airport
GDB,VAGD,Gondia Airport,Gondia,IN,21.526817,80.290347,987.0,medium_airport
AMD,VAAH,Sardar Vallabh Patel International Airport,Ahmedabad,IN,23.0772,72.634697,189.0,large_airport
IXU,VAAU,Aurangabad Airport,Aurangabad,IN,19.862875,75.396312,1911.0,medium_airport
BOM,VABB,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,19.088699,72.867897,39.0,large_airport
BHJ,VABJ,Bhuj Airport,Bhuj,IN,23.2877998352,69.6701965332,268.0,medium_airport
IXG,VOBM,Belagavi Airport,Belgaum,IN,15.8593,74.618301,2487.0,medium_airport
BDQ,VABO,Vadodara International Airport,Vadodara,IN,22.336201,73.226303,129.0,large_airport
BHO,VABP,Raja Bhoj International Airport,Bhopal,IN,23.2875,77.337402,1711.0,large_airport
BHU,VABV,Bhavnagar Airport,Bhavnagar,IN,21.752199173,72.1852035522,44.0,medium_airport
HBX,VOHB,Hubballi Airport,Hubballi,IN,15.361084,75.082096,2171.0,medium_airport
HSR,VAHS,Rajkot International Airport,Rajkot,IN,22.378824,71.039391,647.0,large_airport
IDR,VAID,Devi Ahilya Bai Holkar International Airport,Indore,IN,22.721404,75.80051,1850.0,large_airport
JLR,VAJB,Jabalpur Airport,Jabalpur,IN,23.177799,80.052002,1624.0,medium_airport
JGA,VAJM,Jamnagar Airport,Jamnagar,IN,22.465499877929688,70.01260375976562,69.0,medium_airport
IXY,VAKE,Kandla Airport,Kandla,IN,23.1127,70.100304,96.0,medium_airport
HJR,VEKO,Khajuraho Airport,Khajuraho,IN,24.8172,79.918602,728.0,medium_airport
KLH,VAKP,Kolhapur Airport,Kolhapur,IN,16.6647,74.289398,1996.0,medium_airport
IXK,VAKS,Keshod Airport,Keshod,IN,21.317101,70.270401,167.0,medium_airport
LTU,VALT,Murod Kond Airport,Latur,IN,18.411501,76.464699,2136.0,medium_airport
NDC,VAND,Nanded Airport,Nanded,IN,19.1833,77.316704,1250.0,medium_airport
NAG,VANP,Dr. Babasaheb Ambedkar International Airport,Nagpur,IN,21.092199,79.047203,1033.0,large_airport
ISK,VAOZ,Nashik International Airport,Nashik,IN,20.119101,73.912903,1900.0,large_airport
PNQ,VAPO,Pune International Airport,Pune,IN,18.5821,73.919701,1942.0,large_airport
PBD,VAPR,Porbandar Airport,Porbandar,IN,21.649524,69.656405,23.0,medium_airport
RPR,VERP,Swami Vivekananda Airport,Raipur,IN,21.180401,81.7388,1041.0,medium_airport
SAG,VASD,Shirdi International Airport,Kakadi,IN,19.689211,74.373655,1926.0,large_airport
STV,VASU,Surat International Airport,Surat,IN,21.115531,72.743251,16.0,large_airport
UDR,VAUD,Maharana Pratap Airport,Udaipur,IN,24.617700576799997,73.89610290530001,1684.0,medium_airport
CMB,VCBI,Bandaranaike International Colombo Airport,Colombo,LK,7.180759906768799,79.88410186767578,30.0,large_airport
BTC,VCCB,Batticaloa International Airport,Batticaloa,LK,7.705073,81.677163,20.0,medium_airport
RML,VCCC,Colombo Ratmalana International Airport,Colombo,LK,6.821638,79.885859,22.0,large_airport
JAF,VCCJ,Jaffna International Airport,Jaffna,LK,9.79233,80.070099,33.0,large_airport
KCT,VCCK,Koggala Airport,Galle,LK,5.993680000305176,80.32029724121094,10.0,medium_airport
TRR,VCCT,China Bay Airport,Trincomalee,LK,8.539159,81.18128,6.0,medium_airport
HRI,VCRI,Mattala Rajapaksa International Airport,Mattala,LK,6.283878,81.124163,157.0,medium_airport
BBM,VDBG,Battambang Airport,Battambang,KH,13.0956,103.223999,59.0,medium_airport
SAI,VDSA,Siem Reap-Angkor International Airport,Siem Reap,KH,13.36974,104.223831,191.0,large_airport
KOS,VDSV,Sihanouk International Airport,Preah Sihanouk,KH,10.570557,103.632067,33.0,large_airport
IXA,VEAT,Agartala - Maharaja Bir Bikram Airport,Agartala,IN,23.886999,91.240402,46.0,medium_airport
IXB,VEBD,Bagdogra Airport,Siliguri,IN,26.6812,88.328598,412.0,large_airport
SHL,VEBI,Shillong Airport,Shillong,IN,25.70359992980957,91.97869873046876,2910.0,medium_airport
VNS,VEBN,Lal Bahadur Shastri International Airport,Varanasi,IN,25.452171,82.862549,266.0,large_airport
BBI,VEBS,Biju Patnaik International Airport,Bhubaneswar,IN,20.251021,85.814747,138.0,large_airport
PAB,VEBU,Bilaspur Airport,Bilaspur,IN,21.9884,82.111,899.0,medium_airport
CCU,VECC,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,22.654012,88.44765,16.0,large_airport
RDP,VEDG,Kazi Nazrul Islam Airport,Durgapur,IN,23.6225,87.243,300.0,medium_airport
DBR,VEDH,Darbhanga Airport,Darbhanga,IN,26.192801,85.916901,156.0,medium_airport
GOP,VEGK,Gorakhpur Airport,Gorakhpur,IN,26.739700317399997,83.4496994019,259.0,medium_airport
GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport,Guwahati,IN,26.106654,91.585226,162.0,large_airport
GAY,VEGY,Gaya Airport,Gaya,IN,24.744301,84.951202,380.0,medium_airport
IMF,VEIM,Bir Tikendrajit International Airport,Imphal,IN,24.76,93.896698,2540.0,large_airport
JRH,VEJT,Jorhat Airport,Jorhat,IN,26.730456,94.175416,311.0,medium_airport
IXS,VEKU,Silchar Airport,Silchar,IN,24.9129009247,92.9786987305,352.0,medium_airport
AJL,VELP,Lengpui Airport,Aizawl (Lengpui),IN,23.840599,92.619698,1398.0,medium_airport
IXI,VELR,Lilabari North Lakhimpur Airport,Lilabari,IN,27.295682,94.097266,330.0,medium_airport
DIB,VEMN,Dibrugarh Airport,Dibrugarh,IN,27.4839000702,95.0168991089,362.0,medium_airport
DMU,VEMR,Dimapur Airport,Dimapur,IN,25.8838996887,93.7711029053,487.0,medium_airport
PAT,VEPT,Jay Prakash Narayan Airport,Patna,IN,25.591299,85.087997,170.0,medium_airport
IXR,VERC,Birsa Munda Airport,Ranchi,IN,23.314300537100003,85.3217010498,2148.0,medium_airport
TEZ,VETZ,Tezpur Airport,,IN,26.7091007232666,92.78469848632812,240.0,medium_airport
UKE,VEUK,Utkela Airport,Bhawanipatna,IN,20.097778,83.183333,685.0,medium_airport
VTZ,VOVZ,Visakhapatnam International Airport,Visakhapatnam,IN,17.723506,83.227729,15.0,large_airport
BZL,VGBR,Barisal Airport,Barisal,BD,22.801001,90.301201,23.0,medium_airport
CXB,VGCB,Cox's Bazar Airport,Cox's Bazar,BD,21.457517,91.963263,12.0,medium_airport
CGP,VGEG,Shah Amanat International Airport,Chattogram (Chittagong),BD,22.249599,91.813301,12.0,large_airport
DAC,VGHS,Hazrat Shahjalal International Airport,Dhaka,BD,23.843347,90.397783,30.0,large_airport
JSR,VGJR,Jessore Airport,Jashore (Jessore),BD,23.1838,89.160797,20.0,medium_airport
RJH,VGRJ,Shah Makhdum Airport,Rajshahi,BD,24.437201,88.616501,64.0,medium_airport
SPD,VGSD,Saidpur Airport,Saidpur,BD,25.759199,88.908897,125.0,medium_airport
ZYL,VGSY,Osmany International Airport,Sylhet,BD,24.963993,91.864749,50.0,large_airport
HKG,VHHH,Hong Kong International Airport,Hong Kong,HK,22.31184,113.914862,28.0,large_airport
AGR,VIAG,Agra Airport / Agra Air Force Station,Agra,IN,27.157975,77.961025,551.0,medium_airport
IXD,VEAB,Prayagraj Airport,Allahabad,IN,25.4401,81.733902,322.0,medium_airport
ATQ,VIAR,Sri Guru Ram Das Ji International Airport,Amritsar,IN,31.7096,74.797302,756.0,large_airport
KUU,VIBR,Kullu Manali Airport,Bhuntar,IN,31.876699,77.154404,3573.0,medium_airport
BEK,VIBY,Bareilly Air Force Station,Bareilly,IN,28.4221,79.450798,580.0,medium_airport
IXC,VICG,Shaheed Bhagat Singh International Airport,Chandigarh,IN,30.6735,76.788498,1012.0,large_airport
KNU,VECX,Kanpur Airport,Kanpur,IN,26.404301,80.410103,410.0,medium_airport
DED,VIDN,Dehradun Jolly Grant Airport,Dehradun (Jauligrant),IN,30.189243,78.176651,1831.0,medium_airport
DEL,VIDP,Indira Gandhi International Airport,New Delhi,IN,28.55563,77.09519,777.0,large_airport
DHM,VIGG,Kangra Airport,Kangra,IN,32.164902,76.263018,2525.0,medium_airport
GWL,VIGR,Gwalior Airport,Gwalior,IN,26.29330062866211,78.22779846191406,617.0,medium_airport
HSS,VIHR,Maharaja Agrasen International Airport,Hisar,IN,29.186065,75.74142,700.0,large_airport
HWR,VIHX,Halwara International Airport,Halwara,IN,30.748501,75.629799,790.0,large_airport
JDH,VIJO,Jodhpur Airport,Jodhpur,IN,26.251100540161133,73.04889678955078,717.0,medium_airport
JAI,VIJP,Jaipur International Airport,Jaipur,IN,26.8242,75.812202,1263.0,large_airport
JSA,VIJR,Jaisalmer Airport,,IN,26.8887,70.864998,751.0,medium_airport
IXJ,VIJU,Jammu Airport,Jammu,IN,32.688849,74.838152,996.0,medium_airport
KQH,VIKG,Kishangarh Airport Ajmer,Ajmer (Kishangarh),IN,26.591007,74.812956,,medium_airport
IXL,VILH,Leh Kushok Bakula Rimpochee Airport,Leh,IN,34.135899,77.546501,10682.0,medium_airport
LKO,VILK,Chaudhary Charan Singh International Airport,Lucknow,IN,26.760599,80.889297,410.0,large_airport
MZS,VIMB,Moradabad Airport,Moradabad,IN,28.81746,78.92187,637.0,medium_airport
IXP,VIPK,Pathankot Airport,Pathankot,IN,32.233611,75.634444,1017.0,medium_airport
PGH,VIPT,Pantnagar Airport,Pantnagar,IN,29.0334,79.473701,769.0,medium_airport
SXR,VISR,Sheikh ul Alam International Airport,Srinagar,IN,33.987099,74.7742,5429.0,large_airport
LPQ,VLLB,Luang Phabang International Airport,Luang Phabang,LA,19.904273,102.167191,955.0,large_airport
PKZ,VLPS,Pakse International Airport,Pakse,LA,15.133973,105.779871,351.0,large_airport
VTE,VLVT,Wattay International Airport,Vientiane,LA,17.985052,102.566692,564.0,large_airport
MFM,VMMC,Macau International Airport,Nossa Senhora do Carmo,MO,22.149599,113.592003,20.0,large_airport
BWA,VNBW,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP,27.504636,83.410381,358.0,large_airport
JKR,VNJP,Janakpur Airport,Janakpur,NP,26.708799,85.922401,256.0,medium_airport
KTM,VNKT,Tribhuvan International Airport,Kathmandu,NP,27.6966,85.3591,4390.0,large_airport
LUA,VNLK,Tenzing-Hillary Airport,Lukla,NP,27.686768,86.729479,9380.0,medium_airport
KEP,VNNG,Nepalgunj Airport,Nepalgunj,NP,28.1036,81.667,540.0,medium_airport
PKR,VNPK,Pokhara Domestic Airport,Pokhara,NP,28.200621,83.981203,2712.0,medium_airport
TPJ,VNTJ,Taplejung Airport,Taplejung,NP,27.3509,87.69525,7990.0,medium_airport
BIR,VNVT,Biratnagar Airport,Biratnagar,NP,26.48150062561035,87.26399993896484,236.0,medium_airport
AGX,VOAT,Agatti Airport,Agatti,IN,10.8237,72.176003,14.0,medium_airport
BLR,VOBL,Kempegowda International Airport Bengaluru,Bengaluru,IN,13.1979,77.706299,3000.0,large_airport
VGA,VOBZ,Vijayawada International Airport,Vijayawada,IN,16.530011,80.804888,82.0,large_airport
CJB,VOCB,Coimbatore International Airport,Coimbatore,IN,11.03,77.043404,1324.0,large_airport
COK,VOCI,Cochin International Airport,Kochi,IN,10.151047,76.400838,30.0,large_airport
CCJ,VOCL,Calicut International Airport,Calicut,IN,11.135996,75.955152,342.0,large_airport
CDP,VOCP,Kadapa Airport,Kadapa,IN,14.513154,78.769183,430.0,medium_airport
GOX,VOGA,Manohar International Airport,Mopa,IN,15.744257,73.860625,552.0,large_airport
GOI,VOGO,Goa Dabolim International Airport,Vasco da Gama,IN,15.380062,73.833328,150.0,large_airport
HYD,VOHS,Rajiv Gandhi International Airport,Hyderabad,IN,17.231318,78.429855,2024.0,large_airport
CNN,VOKN,Kannur International Airport,Kannur,IN,11.916343,75.544979,330.0,large_airport
KJB,VOKU,Kurnool Airport,Orvakal,IN,15.716288,78.16923,920.0,medium_airport
IXM,VOMD,Madurai Airport,Madurai,IN,9.83450984955,78.09339904790001,459.0,medium_airport
IXE,VOML,Mangaluru International Airport,Mangaluru,IN,12.95471,74.886812,337.0,large_airport
MAA,VOMM,Chennai International Airport,Chennai,IN,12.990005,80.169296,52.0,large_airport
MYQ,VOMY,Mysore Airport,Mysore,IN,12.229751,76.653683,2349.0,medium_airport
IXZ,VOPB,Veer Savarkar International Airport / INS Utkrosh,Port Blair,IN,11.640194,92.72902,13.0,large_airport
PNY,VOPC,Pondicherry Airport,Puducherry (Pondicherry),IN,11.968,79.812,134.0,medium_airport
RJA,VORY,Rajahmundry Airport,Madhurapudi,IN,17.105799,81.813204,151.0,medium_airport
TIR,VOTP,Tirupati International Airport,Tirupati,IN,13.631988,79.539869,350.0,large_airport
TRZ,VOTR,Tiruchirappalli International Airport,Tiruchirappalli,IN,10.762915,78.717741,288.0,large_airport
TRV,VOTV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN,8.481889,76.920029,15.0,large_airport
PBH,VQPR,Paro International Airport,Paro,BT,27.4032,89.424599,7364.0,large_airport
NMF,VRDA,Maafaru International Airport,Noonu Atoll,MV,5.817407,73.468404,6.0,medium_airport
GAN,VRMG,Gan International Airport,Gan,MV,-0.692975,73.152627,6.0,large_airport
HAQ,VRMH,Hanimaadhoo International Airport,Haa Dhaalu Atoll,MV,6.743235,73.167072,4.0,large_airport
KDO,VRMK,Kadhdhoo Airport,Kadhdhoo,MV,1.8591699600219729,73.52189636230469,4.0,medium_airport
MLE,VRMM,Velana International Airport,Malé,MV,4.19183,73.529099,6.0,large_airport
KDM,VRMT,Kaadedhdhoo Airport,Huvadhu Atoll,MV,0.488131,72.996902,2.0,medium_airport
VAM,VRMV,Villa International Airport Maamigili,Maamigili,MV,3.471751,72.832633,6.0,medium_airport
DMK,VTBD,Don Mueang International Airport,Bangkok,TH,13.9126,100.607002,9.0,large_airport
TDX,VTBO,Trat Airport,Laem Ngop,TH,12.2746,102.319,105.0,medium_airport
BKK,VTBS,Suvarnabhumi Airport,Bangkok,TH,13.6811,100.747002,5.0,large_airport
UTP,VTBU,U-Tapao–Rayong–Pattaya International Airport,Rayong,TH,12.6799,101.004997,42.0,large_airport
CNX,VTCC,Chiang Mai International Airport,Chiang Mai,TH,18.766799926799997,98.962600708,1036.0,large_airport
HGN,VTCH,Mae Hong Son Airport,Mae Hong Son,TH,19.3013,97.9758,929.0,medium_airport
LPT,VTCL,Lampang Airport,,TH,18.27090072631836,99.50420379638672,811.0,medium_airport
NNT,VTCN,Nan Airport,,TH,18.807899475097656,100.78299713134766,685.0,medium_airport
CEI,VTCT,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai,TH,19.952299,99.882896,1280.0,large_airport
PHY,VTPB,Phetchabun Airport,,TH,16.6760005951,101.194999695,450.0,medium_airport
HHQ,VTPH,Hua Hin Airport,Hua Hin,TH,12.6361999512,99.951499939,62.0,medium_airport
MAQ,VTPM,Mae Sot Airport,,TH,16.699899673461914,98.54509735107422,690.0,medium_airport
THS,VTPO,Sukhothai Airport,,TH,17.238000869750977,99.81819915771484,179.0,medium_airport
PHS,VTPP,Phitsanulok Airport,Phitsanulok,TH,16.7829,100.278999,154.0,medium_airport
URT,VTSB,Surat Thani Airport,Surat Thani,TH,9.13259983063,99.135597229,20.0,medium_airport
NAW,VTSC,Narathiwat Airport,,TH,6.5199198722839355,101.74299621582033,16.0,medium_airport
CJM,VTSE,Chumphon Airport,Chumphon,TH,10.7112,99.361702,18.0,medium_airport
NST,VTSF,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH,8.539620399475098,99.9447021484375,13.0,medium_airport
KBV,VTSG,Krabi International Airport,Krabi,TH,8.095591,98.988955,82.0,large_airport
USM,VTSM,Samui International Airport,Na Thon (Ko Samui Island),TH,9.54779,100.061996,64.0,large_airport
HKT,VTSP,Phuket International Airport,Phuket,TH,8.113257,98.3174,82.0,large_airport
UNN,VTSR,Ranong Airport,Ranong,TH,9.77762,98.585503,57.0,medium_airport
HDY,VTSS,Hat Yai International Airport,Hat Yai,TH,6.93321,100.392998,90.0,large_airport
TST,VTST,Trang Airport,Trang,TH,7.50874,99.6166,67.0,medium_airport
UTH,VTUD,Udon Thani International Airport,Udon Thani,TH,17.386186,102.788577,579.0,large_airport
SNO,VTUI,Sakon Nakhon Airport,,TH,17.195100784301758,104.11900329589844,529.0,medium_airport
PXR,VTUJ,Surin Airport,Surin,TH,14.868300437927,103.49800109863,478.0,medium_airport
KKC,VTUK,Khon Kaen Airport,Khon Kaen,TH,16.466600418099997,102.783996582,670.0,medium_airport
LOE,VTUL,Loei Airport,,TH,17.43910026550293,101.72200012207033,860.0,medium_airport
BFV,VTUO,Buri Ram Airport,Buriram,TH,15.2295,103.252998,590.0,medium_airport
UBP,VTUU,Ubon Ratchathani Airport,Ubon Ratchathani,TH,15.2512998581,104.870002747,406.0,medium_airport
ROI,VTUV,Roi Et Airport,Roi Et,TH,16.1168,103.774002,451.0,medium_airport
KOP,VTUW,Nakhon Phanom Airport,Nakhon Phanom,TH,17.383801,104.642998,587.0,medium_airport
BMV,VVBM,Buon Ma Thuot Airport,Buon Ma Thuot,VN,12.668299675,108.120002747,1729.0,medium_airport
HPH,VVCI,Cat Bi International Airport,Haiphong (Hai An),VN,20.817428,106.724315,6.0,large_airport
CAH,VVCM,Cà Mau Airport,Ca Mau City,VN,9.177667,105.177778,6.0,medium_airport
CXR,VVCR,Cam Ranh International Airport / Cam Ranh Air Base,Nha Trang/nha Trang aiurportCam Ranh,VN,11.9982,109.219002,40.0,large_airport
VCS,VVCS,Con Dao Airport,Con Dao,VN,8.73183,106.633003,20.0,medium_airport
VCA,VVCT,Can Tho International Airport,Can Tho,VN,10.083397,105.709371,9.0,large_airport
DIN,VVDB,Dien Bien Phu Airport,Dien Bien Phu,VN,21.3974990845,103.008003235,1611.0,medium_airport
VDH,VVDH,Dong Hoi Airport,Dong Hoi,VN,17.515,106.590556,59.0,medium_airport
DLI,VVDL,Lien Khuong Airport,Da Lat,VN,11.750556,108.366997,3156.0,medium_airport
DAD,VVDN,Da Nang International Airport,Da Nang,VN,16.0439,108.198997,33.0,large_airport
HAN,VVNB,Noi Bai International Airport,Hanoi (Soc Son),VN,21.221201,105.806999,39.0,large_airport
HUI,VVPB,Phu Bai International Airport,Huế,VN,16.400628,107.703094,48.0,medium_airport
UIH,VVPC,Phu Cat Airport,Quy Nohn,VN,13.955,109.042,80.0,medium_airport
PXU,VVPK,Pleiku Airport,Pleiku,VN,14.00450038909912,108.01699829101562,2434.0,medium_airport
PQC,VVPQ,Phú Quốc International Airport,Phu Quoc Island,VN,10.169783,103.99353,37.0,large_airport
VKG,VVRG,Rach Gia Airport,Rach Gia,VN,9.95802997234,105.132379532,7.0,medium_airport
TBB,VVTH,Dong Tac Airport,Tuy Hoa,VN,13.0496,109.334,20.0,medium_airport
SGN,VVTS,Tan Son Nhat International Airport,Ho Chi Minh City,VN,10.8188,106.652,33.0,large_airport
VDO,VVVD,Van Don International Airport,Van Don,VN,21.120693,107.41539,24.0,medium_airport
VII,VVVH,Vinh Airport,Vinh,VN,18.7376003265,105.67099762,23.0,medium_airport
TVY,VYDW,Dawei Airport,Dawei,MM,14.1039,98.203598,84.0,medium_airport
HEH,VYHH,Heho Airport,Heho,MM,20.74714,96.792029,3858.0,medium_airport
KET,VYKG,Kengtung Airport,Kengtung,MM,21.301599502563477,99.63600158691406,2798.0,medium_airport
KYP,VYKP,Kyaukpyu Airport,Kyaukpyu,MM,19.42639923095703,93.53479766845705,20.0,medium_airport
KAW,VYKT,Kawthoung Airport,Kawthoung,MM,10.04930019378662,98.53800201416016,180.0,medium_airport
LIW,VYLK,Loikaw Airport,Loikaw,MM,19.691499710083008,97.2147979736328,2940.0,medium_airport
LSH,VYLS,Lashio Airport,Lashio,MM,22.9778995513916,97.752197265625,2450.0,medium_airport
MDL,VYMD,Mandalay International Airport,Mandalay,MM,21.70219993591309,95.97789764404295,300.0,large_airport
MGZ,VYME,Myeik Airport,Mkeik,MM,12.439800262451172,98.62149810791016,75.0,medium_airport
MYT,VYMK,Myitkyina Airport,Myitkyina,MM,25.3836,97.351898,475.0,medium_airport
MOG,VYMS,Mong Hsat Airport,Mong Hsat,MM,20.516799926757812,99.25679779052734,1875.0,medium_airport
NYT,VYNT,Nay Pyi Taw International Airport,Naypyitaw,MM,19.623501,96.200996,302.0,large_airport
PBU,VYPT,Putao Airport,Putao,MM,27.32990074157715,97.42630004882812,1500.0,medium_airport
AKY,VYSW,Sittwe Airport,Sittwe,MM,20.133165,92.870693,27.0,medium_airport
SNW,VYTD,Thandwe Airport,Thandwe,MM,18.4606990814209,94.30010223388672,20.0,medium_airport
THL,VYTL,Tachileik Airport,Tachileik,MM,20.483800888061523,99.9354019165039,1280.0,medium_airport
RGN,VYYY,Yangon International Airport,Yangon,MM,16.907300949099998,96.1332015991,109.0,large_airport
UPG,WAAA,Sultan Hasanuddin International Airport,Makassar,ID,-5.075539,119.553702,47.0,large_airport
BIK,WABB,Frans Kaisiepo Airport,Biak,ID,-1.19002,136.108002,46.0,medium_airport
TIM,WAYY,Mozes Kilangin Airport,Timika,ID,-4.52978,136.887388,103.0,medium_airport
BMU,WADB,Sultan Muhammad Salahuddin Airport,Bima,ID,-8.537184,118.685002,3.0,medium_airport
DPS,WADD,Denpasar I Gusti Ngurah Rai International Airport,"Kuta, Badung",ID,-8.748409,115.167123,14.0,large_airport
